" quarter@br","min@br","sec@br"," team@br"," eventtype@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br"," numfreeshot@br","opponent_0@br","opponent_1@br"," outof@br","player_0@br","player_1@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," team@NBA"," eventtype@NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," numfreeshot@NBA"," opponent@NBA"," outof@NBA"," player@NBA"," points@NBA"," possession@NBA"," reason@NBA"," result@NBA"," steal@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA","Confidence"
"3","9","39.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","2","","missed","Running Jumper","52-49","9","250","144","","","3","9","39","Los Angeles Lakers","shot","","","","","","","","","","Nash","","","","missed","","Running Jump Shot","52-49","9","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=260","80"
"3","9","38.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Brandan","Wright","","","","Defensive","52-49","","","","","","3","9","38","Dallas Mavericks","rebound","","","","","","","","","","Wright","","","","","","","52-49","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=261","80"
"3","9","32.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","made","shot","54-49","21","164","239","","","3","9","32","Dallas Mavericks","shot","","","","","","","","","","Collison","2","","","made","","Pullup Jump Shot","54-49","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=262","82"
"3","9","13.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Pau","Gasol","","bad pass","","","54-49","","","","","","3","9","13","Los Angeles Lakers","turnover","","","","","","","","","","Gasol","","","Bad Pass","","","","54-49","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=263","80"
"3","9","02.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","made","jumper","56-49","21","125","223","","","3","9","02","Dallas Mavericks","shot","","","","","","","","","","Collison","2","","","made","","Jump Shot","56-49","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=265","82"
"3","8","46.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","jumper","56-51","22","322","263","","","3","8","46","Los Angeles Lakers","shot","Gasol","","","","","","","","","Bryant","2","","","made","","Jump Shot","56-51","22","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=266","84"
"3","8","22.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Brandan","Wright","","lost ball","","","56-51","","","","Metta","World Peace","3","8","22","Dallas Mavericks","turnover","","","","","","","","","","Wright","","","Lost Ball","","Peace","","56-51","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=267","80"
"3","8","09.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","shot","56-53","11","315","133","","","3","8","09","Los Angeles Lakers","shot","","","","","","","","","","Bryant","2","","","made","","Running Jump Shot","56-53","11","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=268","82"
"3","7","58.0","Dallas Mavericks","shot","Darren","Collison","","","","","","","","","","","","","","","Elton","Brand","2","","made","jumper","58-53","10","339","100","","","3","7","58","Dallas Mavericks","shot","Collison","","","","","","","","","Brand","2","","","made","","Jump Shot","58-53","10","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=269","84"
"3","7","45.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","jumper","58-53","21","319","248","","","3","7","45","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Jump Shot","58-53","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=270","80"
"3","7","44.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Darren","Collison","","","","Defensive","58-53","","","","","","3","7","44","Dallas Mavericks","rebound","","","","","","","","","","Collison","","","","","","","58-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=271","80"
"3","7","32.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","jumper","58-53","17","328","201","","","3","7","32","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Jump Shot","58-53","17","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=272","80"
"3","7","31.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","58-53","","","","","","3","7","31","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","58-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=273","80"
"3","7","19.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","3","","missed","jumper","58-53","27","216","313","","","3","7","19","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","3PT Jump Shot","58-53","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=274","80"
"3","7","18.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Brandan","Wright","","","","Defensive","58-53","","","","","","3","7","18","Dallas Mavericks","rebound","","","","","","","","","","Wright","","","","","","","58-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=275","80"
"3","7","13.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Elton","Brand","","Dwight","Howard","","","","Flagrant","58-53","","","","","","3","7","13","Los Angeles Lakers","foul","","","","","","","","","","Howard","","","","","","Flagrant","58-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=277","73"
"3","7","13.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Elton","Brand","","foul","made","","59-53","","","","","","3","7","13","Dallas Mavericks","free throw","","","","","","","1","","2","Brand","1","","Flagrant","made","","","59-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=279","78"
"3","7","13.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Elton","Brand","","foul","made","","60-53","","","","","","3","7","13","Dallas Mavericks","free throw","","","","","","","2","","2","Brand","1","","Flagrant","made","","","60-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=280","78"
"3","7","01.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Brandan","Wright","","3 sec","","","60-53","","","","","","3","7","01","Dallas Mavericks","turnover","","","","","","","","","","Wright","","","3 Second Violation","","","","60-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=282","80"
"3","6","45.0","Los Angeles Lakers","shot","","","","","Brandan","Wright","","","","","","","","","","","Steve","Nash","2","","missed","jumper","60-53","9","229","135","","","3","6","45","Los Angeles Lakers","shot","","","Wright","","","","","","","Nash","","","","missed","","Jump Shot","60-53","9","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=283","82"
"3","6","43.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Offensive","60-53","","","","","","3","6","43","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","60-53","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=284","80"
"3","6","42.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","made","layup","60-55","2","234","64","","","3","6","42","Los Angeles Lakers","shot","","","","","","","","","","Gasol","2","","","made","","Layup","60-55","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=285","84"
"3","6","32.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","made","shot","62-55","11","300","149","","","3","6","32","Dallas Mavericks","shot","","","","","","","","","","Collison","2","","","made","","Floating Jump Shot","62-55","11","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=287","82"
"3","6","10.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Dwight","Howard","2","","made","jumper","62-57","3","226","69","","","3","6","10","Los Angeles Lakers","shot","","","","","","","","","","Howard","2","","","made","","Jump Shot","62-57","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=288","82"
"3","6","10.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Elton","Brand","","","","Shooting","62-57","","","","","","3","6","10","Dallas Mavericks","foul","","","","","","","","","","Brand","","","","","","Shooting","62-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=289","73"
"3","6","10.0","Dallas Mavericks","substitute","","","","","","","Eddy","Curry","","","Elton","Brand","","","","","","","","","","","62-57","","","","","","3","6","10","Dallas Mavericks","substitute","","","","Curry","","Brand","","","","","","","","","","","62-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=291","82"
"3","6","10.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","1","Dwight","Howard","","foul","missed","","62-57","","","","","","3","6","10","Los Angeles Lakers","free throw","","","","","","","1","","1","Howard","","","foul","missed","","","62-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=292","82"
"3","6","09.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Brandan","Wright","","","","Defensive","62-57","","","","","","3","6","09","Dallas Mavericks","rebound","","","","","","","","","","Wright","","","","","","","62-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=294","80"
"3","6","08.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Brandan","Wright","","Kobe","Bryant","","","","Personal","62-57","","","","","","3","6","08","Los Angeles Lakers","foul","","","","","","","","","","Bryant","","","","","","Personal","62-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=295","73"
"3","5","56.0","Dallas Mavericks","shot","O.J.","Mayo","","","","","","","","","","","","","","","Brandan","Wright","2","","made","shot","64-57","2","257","69","","","3","5","56","Dallas Mavericks","shot","Mayo","","","","","","","","","Wright","2","","","made","","Slam Dunk","64-57","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=297","84"
"3","5","34.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Pau","Gasol","","Brandan","Wright","","","","Shooting","64-57","","","","","","3","5","34","Dallas Mavericks","foul","","","","","","","","","","Wright","","","","","","Shooting","64-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=298","73"
"3","5","34.0","Los Angeles Lakers","timeout","","","","","","","","","","","","","","","","","","","","","","full","64-57","","","","","","3","5","34","Los Angeles Lakers","timeout","","","","","","","","","","","","","","","","","64-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=299","78"
"3","5","34.0","Dallas Mavericks","substitute","","","","","","","Vince","Carter","","","Shawn","Marion","","","","","","","","","","","64-57","","","","","","3","5","34","Dallas Mavericks","substitute","","","","Carter","","Marion","","","","","","","","","","","64-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=301","82"
"3","5","34.0","Dallas Mavericks","substitute","","","","","","","Elton","Brand","","","Brandan","Wright","","","","","","","","","","","64-57","","","","","","3","5","34","Dallas Mavericks","substitute","","","","Brand","","Wright","","","","","","","","","","","64-57","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=302","82"
"3","5","34.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Pau","Gasol","","foul","made","","64-58","","","","","","3","5","34","Los Angeles Lakers","free throw","","","","","","","1","","2","Gasol","1","","foul","made","","","64-58","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=304","80"
"3","5","34.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Pau","Gasol","","foul","made","","64-59","","","","","","3","5","34","Los Angeles Lakers","free throw","","","","","","","2","","2","Gasol","1","","foul","made","","","64-59","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=306","80"
"3","5","22.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","2","","missed","jumper","64-59","20","45","50","","","3","5","22","Dallas Mavericks","shot","","","","","","","","","","Mayo","","","","missed","","Jump Shot","64-59","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=308","78"
"3","5","21.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Steve","Nash","","","","Defensive","64-59","","","","","","3","5","21","Los Angeles Lakers","rebound","","","","","","","","","","Nash","","","","","","","64-59","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=309","80"
"3","5","00.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","jumper","64-61","4","213","59","","","3","5","00","Los Angeles Lakers","shot","Gasol","","","","","","","","","Bryant","2","","","made","","Jump Shot","64-61","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=311","84"
"3","4","43.0","Dallas Mavericks","shot","","","","","Pau","Gasol","","","","","","","","","","","Eddy","Curry","2","","missed","jumper","64-61","6","274","100","","","3","4","43","Dallas Mavericks","shot","","","Gasol","","","","","","","Curry","","","","missed","","Jump Shot","64-61","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=312","82"
"3","4","41.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Eddy","Curry","","","","Offensive","64-61","","","","","","3","4","41","Dallas Mavericks","rebound","","","","","","","","","","Curry","","","","","","","64-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=313","80"
"3","4","40.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Eddy","Curry","2","","made","layup","66-61","2","267","62","","","3","4","40","Dallas Mavericks","shot","","","","","","","","","","Curry","2","","","made","","Layup","66-61","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=314","84"
"3","4","19.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","2","","missed","jumper","66-61","12","239","166","","","3","4","19","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","Step Back Jump Shot","66-61","12","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=315","80"
"3","4","16.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","66-61","","","","","","3","4","16","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","66-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=316","80"
"3","4","07.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","made","shot","68-61","6","259","105","","","3","4","07","Dallas Mavericks","shot","","","","","","","","","","Brand","2","","","made","","Running Hook Shot","68-61","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=317","82"
"3","3","47.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","3","","missed","jumper","68-61","27","290","316","","","3","3","47","Los Angeles Lakers","shot","","","","","","","","","","Nash","","","","missed","","3PT Jump Shot","68-61","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=318","80"
"3","3","46.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Vince","Carter","","","","Defensive","68-61","","","","","","3","3","46","Dallas Mavericks","rebound","","","","","","","","","","Carter","","","","","","","68-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=319","80"
"3","3","39.0","Dallas Mavericks","shot","","","","","Steve","Nash","","","","","","","","","","","O.J.","Mayo","2","","missed","jumper","68-61","5","257","95","","","3","3","39","Dallas Mavericks","shot","","","Nash","","","","","","","Mayo","","","","missed","","Jump Shot","68-61","5","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=320","82"
"3","3","39.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","68-61","","","","","","3","3","39","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","68-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=321","78"
"3","3","39.0","Los Angeles Lakers","substitute","","","","","","","Steve","Blake","","","Steve","Nash","","","","","","","","","","","68-61","","","","","","3","3","39","Los Angeles Lakers","substitute","","","","Blake","","Nash","","","","","","","","","","","68-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=322","82"
"3","3","39.0","Los Angeles Lakers","substitute","","","","","","","Jordan","Hill","","","Dwight","Howard","","","","","","","","","","","68-61","","","","","","3","3","39","Los Angeles Lakers","substitute","","","","Hill","","Howard","","","","","","","","","","","68-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=323","82"
"3","3","35.0","Dallas Mavericks","shot","Vince","Carter","","","","","","","","","","","","","","","Eddy","Curry","2","","made","jumper","70-61","3","245","81","","","3","3","35","Dallas Mavericks","shot","Carter","","","","","","","","","Curry","2","","","made","","Jump Shot","70-61","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=324","84"
"3","3","18.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Jordan","Hill","","Vince","Carter","","","","Personal","70-61","","","","","","3","3","18","Dallas Mavericks","foul","","","","","","","","","","Carter","","","","","","Personal","70-61","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=325","73"
"3","3","18.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Jordan","Hill","","foul","made","","70-62","","","","","","3","3","18","Los Angeles Lakers","free throw","","","","","","","1","","2","Hill","1","","foul","made","","","70-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=326","80"
"3","3","18.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Jordan","Hill","","foul","missed","","70-62","","","","","","3","3","18","Los Angeles Lakers","free throw","","","","","","","2","","2","Hill","","","foul","missed","","","70-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=328","82"
"3","2","59.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Darren","Collison","","","","Defensive","70-62","","","","","","3","2","59","Dallas Mavericks","rebound","","","","","","","","","","Collison","","","","","","","70-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=330","80"
"3","2","57.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","full","70-62","","","","","","3","2","57","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","70-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=332","78"
"3","2","57.0","Dallas Mavericks","substitute","","","","","","","Shawn","Marion","","","Elton","Brand","","","","","","","","","","","70-62","","","","","","3","2","57","Dallas Mavericks","substitute","","","","Marion","","Brand","","","","","","","","","","","70-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=334","82"
"3","2","53.0","Dallas Mavericks","shot","Shawn","Marion","","","","","","","","","","","","","","","Vince","Carter","2","","made","jumper","72-62","18","429","40","","","3","2","53","Dallas Mavericks","shot","Marion","","","","","","","","","Carter","2","","","made","","Jump Shot","72-62","18","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=336","84"
"3","2","27.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","missed","jumper","72-62","6","218","105","","","3","2","27","Los Angeles Lakers","shot","","","","","","","","","","Bryant","","","","missed","","Jump Shot","72-62","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=337","80"
"3","2","25.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Offensive","72-62","","","","","","3","2","25","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=338","80"
"3","2","22.0","Los Angeles Lakers","shot","","","","","Shawn","Marion","","","","","","","","","","","Pau","Gasol","2","","missed","layup","72-62","2","234","66","","","3","2","22","Los Angeles Lakers","shot","","","Marion","","","","","","","Gasol","","","","missed","","Layup","72-62","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=339","84"
"3","2","21.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","72-62","","","","","","3","2","21","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=340","80"
"3","2","18.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Pau","Gasol","","Eddy","Curry","","","","Offensive","72-62","","","","","","3","2","18","Dallas Mavericks","foul","","","","","","","","","","","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=341","78"
"3","2","18.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Eddy","Curry","","offensive foul","","","72-62","","","","","","3","2","18","Dallas Mavericks","turnover","","","","","","","","","","Curry","","","Foul","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=342","80"
"3","2","18.0","Dallas Mavericks","substitute","","","","","","","Rodrigue","Beaubois","","","Darren","Collison","","","","","","","","","","","72-62","","","","","","3","2","18","Dallas Mavericks","substitute","","","","Beaubois","","Collison","","","","","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=343","82"
"3","2","18.0","Dallas Mavericks","substitute","","","","","","","Jae","Crowder","","","O.J.","Mayo","","","","","","","","","","","72-62","","","","","","3","2","18","Dallas Mavericks","substitute","","","","Crowder","","Mayo","","","","","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=344","82"
"3","2","18.0","Los Angeles Lakers","substitute","","","","","","","Jodie","Meeks","","","Kobe","Bryant","","","","","","","","","","","72-62","","","","","","3","2","18","Los Angeles Lakers","substitute","","","","Meeks","","Bryant","","","","","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=345","82"
"3","1","58.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","2","","missed","jumper","72-62","4","278","75","","","3","1","58","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","Jump Shot","72-62","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=346","80"
"3","1","56.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jordan","Hill","","","","Offensive","72-64","","","","","","3","1","56","Los Angeles Lakers","rebound","","","","","","","","","","Hill","","","","","","","72-62","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=348","80"
"3","1","56.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Jordan","Hill","2","","made","","72-64","3","248","75","","","3","1","56","Los Angeles Lakers","shot","","","","","","","","","","Hill","2","","","made","","Tip Shot","72-64","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=347","82"
"3","1","32.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Vince","Carter","","bad pass","","","72-64","","","","Steve","Blake","3","1","32","Dallas Mavericks","turnover","","","","","","","","","","Carter","","","Bad Pass","","Blake","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=349","82"
"3","1","26.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Jordan","Hill","","Rodrigue","Beaubois","","","","Shooting block","72-64","","","","","","3","1","26","Dallas Mavericks","foul","","","","","","","","","","Beaubois","","","","","","Shooting Block","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=350","73"
"3","1","26.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Jordan","Hill","","foul","missed","","72-64","","","","","","3","1","26","Los Angeles Lakers","free throw","","","","","","","1","","2","Hill","","","foul","missed","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=351","82"
"3","1","26.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","72-64","","","","","","3","1","26","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=353","78"
"3","1","26.0","Los Angeles Lakers","substitute","","","","","","","Antawn","Jamison","","","Metta","World Peace","","","","","","","","","","","72-64","","","","","","3","1","26","Los Angeles Lakers","substitute","","","","Jamison","","World Peace","","","","","","","","","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=352","82"
"3","1","26.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Jordan","Hill","","foul","missed","","72-64","","","","","","3","1","26","Los Angeles Lakers","free throw","","","","","","","2","","2","Hill","","","foul","missed","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=354","82"
"3","1","26.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Vince","Carter","","","","Defensive","72-64","","","","","","3","1","26","Dallas Mavericks","rebound","","","","","","","","","","Carter","","","","","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=356","80"
"3","1","09.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Shawn","Marion","2","","missed","layup","72-64","3","229","70","","","3","1","09","Dallas Mavericks","shot","","","","","","","","","","Marion","","","","missed","","Layup","72-64","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=357","82"
"3","1","05.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jordan","Hill","","","","Defensive","72-64","","","","","","3","1","05","Los Angeles Lakers","rebound","","","","","","","","","","Hill","","","","","","","72-64","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=360","80"
"3","1","02.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Pau","Gasol","2","","made","shot","72-66","2","256","65","","","3","1","02","Los Angeles Lakers","shot","Blake","","","","","","","","","Gasol","2","","","made","","Slam Dunk","72-66","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=361","84"
"3","0","50.6","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","2","","made","shot","74-66","17","394","144","","","3","0","50","Dallas Mavericks","shot","","","","","","","","","","Carter","2","","","made","","Pullup Jump Shot","74-66","17","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=362","79"
"3","0","30.8","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","hook shot","74-66","6","204","86","","","3","0","30","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Hook Shot","74-66","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=363","76"
"3","0","29.5","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jordan","Hill","","","","Offensive","74-66","","","","","","3","0","29","Los Angeles Lakers","rebound","","","","","","","","","","Hill","","","","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=364","78"
"3","0","24.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Blake","3","","missed","jumper","74-66","27","26","193","","","3","0","24","Los Angeles Lakers","shot","","","","","","","","","","Blake","","","","missed","","3PT Jump Shot","74-66","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=365","76"
"3","0","23.5","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jordan","Hill","","","","Offensive","74-66","","","","","","3","0","23","Los Angeles Lakers","rebound","","","","","","","","","","Hill","","","","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=366","78"
"3","0","19.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Jodie","Meeks","3","","missed","jumper","74-66","27","-9","111","","","3","0","19","Los Angeles Lakers","shot","","","","","","","","","","Meeks","","","","missed","","3PT Jump Shot","74-66","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=367","76"
