" quarter@br","min@br","sec@br"," team@br"," eventtype@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br"," numfreeshot@br","opponent_0@br","opponent_1@br"," outof@br","player_0@br","player_1@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," team@NBA"," eventtype@NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," numfreeshot@NBA"," opponent@NBA"," outof@NBA"," player@NBA"," points@NBA"," possession@NBA"," reason@NBA"," result@NBA"," steal@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA","Confidence"
"4","4","17.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","3","","missed","jumper","93-80","26","319","296","","","4","4","17","Dallas Mavericks","shot","","","","","","","","","","Mayo","","","","missed","","3PT Jump Shot","93-80","26","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=484","80"
"4","4","16.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","93-80","","","","","","4","4","16","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","93-80","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=485","80"
"4","4","01.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Dwight","Howard","2","","made","shot","93-82","4","227","81","","","4","4","01","Los Angeles Lakers","shot","Gasol","","","","","","","","","Howard","2","","","made","","Hook Shot","93-82","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=486","84"
"4","3","39.0","Dallas Mavericks","shot","Elton","Brand","","","","","","","","","","","","","","","Shawn","Marion","2","","made","dunk","95-82","3","242","76","","","4","3","39","Dallas Mavericks","shot","Brand","","","","","","","","","Marion","2","","","made","","Dunk","95-82","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=487","86"
"4","3","20.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","2","","missed","jumper","95-82","4","268","80","","","4","3","20","Los Angeles Lakers","shot","","","","","","","","","","Nash","","","","missed","","Jump Shot","95-82","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=488","78"
"4","3","17.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Offensive","95-82","","","","","","4","3","17","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=489","80"
"4","3","17.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Dwight","Howard","2","","missed","","95-82","2","260","70","","","4","3","17","Los Angeles Lakers","shot","","","","","","","","","","Howard","","","","missed","","Layup","95-82","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=490","80"
"4","3","17.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Darren","Collison","","","","Shooting","95-82","","","","","","4","3","17","Dallas Mavericks","foul","","","","","","","","","","Collison","","","","","","Shooting","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=492","73"
"4","3","17.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Dwight","Howard","","foul","missed","","95-82","","","","","","4","3","17","Los Angeles Lakers","free throw","","","","","","","1","","2","Howard","","","foul","missed","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=493","82"
"4","3","17.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Dwight","Howard","","foul","missed","","95-82","","","","","","4","3","17","Los Angeles Lakers","free throw","","","","","","","2","","2","Howard","","","foul","missed","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=495","82"
"4","3","16.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Defensive","95-82","","","","","","4","3","16","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=497","78"
"4","2","58.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","jumper","95-82","15","220","198","","","4","2","58","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Jump Shot","95-82","15","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=498","80"
"4","2","57.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Defensive","95-82","","","","","","4","2","57","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=499","80"
"4","2","52.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Elton","Brand","","Dwight","Howard","","","","Offensive","95-82","","","","","","4","2","52","Los Angeles Lakers","foul","","","","","","","","","","","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=500","78"
"4","2","52.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Dwight","Howard","","offensive foul","","","95-82","","","","","","4","2","52","Los Angeles Lakers","turnover","","","","","","","","","","Howard","","","Foul","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=501","80"
"4","2","52.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","full","95-82","","","","","","4","2","52","Los Angeles Lakers","timeout","","","","","","","","","","","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=502","69"
"4","2","52.0","Dallas Mavericks","substitute","","","","","","","Rodrigue","Beaubois","","","O.J.","Mayo","","","","","","","","","","","95-82","","","","","","4","2","52","Dallas Mavericks","substitute","","","","Beaubois","","Mayo","","","","","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=504","82"
"4","2","34.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","3","","missed","jumper","95-82","26","245","315","","","4","2","34","Dallas Mavericks","shot","","","","","","","","","","Carter","","","","missed","","3PT Jump Shot","95-82","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=505","78"
"4","2","33.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Offensive","95-82","","","","","","4","2","33","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=506","80"
"4","2","19.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Vince","Carter","","Dwight","Howard","","","","Shooting","95-82","","","","","","4","2","19","Los Angeles Lakers","foul","","","","","","","","","","Howard","","","","","","Shooting","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=507","73"
"4","2","19.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Vince","Carter","","foul","missed","","95-82","","","","","","4","2","19","Dallas Mavericks","free throw","","","","","","","1","","2","Carter","","","foul","missed","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=508","82"
"4","2","19.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","95-82","","","","","","4","2","19","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","95-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=509","78"
"4","2","19.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Vince","Carter","","foul","made","","96-82","","","","","","4","2","19","Dallas Mavericks","free throw","","","","","","","2","","2","Carter","1","","foul","made","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=510","80"
"4","2","02.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Shawn","Marion","","Dwight","Howard","","","","Offensive","96-82","","","","","","4","2","02","Los Angeles Lakers","foul","","","","","","","","","","","","","","","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=511","78"
"4","2","02.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Dwight","Howard","","offensive foul","","","96-82","","","","","","4","2","02","Los Angeles Lakers","turnover","","","","","","","","","","Howard","","","Foul","","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=512","80"
"4","2","02.0","Los Angeles Lakers","substitute","","","","","","","Antawn","Jamison","","","Dwight","Howard","","","","","","","","","","","96-82","","","","","","4","2","02","Los Angeles Lakers","substitute","","","","Jamison","","Howard","","","","","","","","","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=513","82"
"4","2","02.0","Dallas Mavericks","substitute","","","","","","","O.J.","Mayo","","","Rodrigue","Beaubois","","","","","","","","","","","96-82","","","","","","4","2","02","Dallas Mavericks","substitute","","","","Mayo","","Beaubois","","","","","","","","","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=514","82"
"4","1","48.0","Dallas Mavericks","shot","","","","","Pau","Gasol","","","","","","","","","","","Shawn","Marion","2","","missed","jumper","96-82","4","226","76","","","4","1","48","Dallas Mavericks","shot","","","Gasol","","","","","","","Marion","","","","missed","","Jump Shot","96-82","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=515","82"
"4","1","45.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Defensive","96-82","","","","","","4","1","45","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=516","80"
"4","1","41.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Pau","Gasol","","lost ball","","","96-82","","","","O.J.","Mayo","4","1","41","Los Angeles Lakers","turnover","","","","","","","","","","Gasol","","","Lost Ball","","Mayo","","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=517","82"
"4","1","39.0","Dallas Mavericks","foul","","","","","","","","","","","","","","O.J.","Mayo","","Pau","Gasol","","","","Personal","96-82","","","","","","4","1","39","Los Angeles Lakers","foul","","","","","","","","","","Gasol","","","","","","Personal","96-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=518","73"
"4","1","39.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","O.J.","Mayo","","foul","made","","97-82","","","","","","4","1","39","Dallas Mavericks","free throw","","","","","","","1","","2","Mayo","1","","foul","made","","","97-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=519","80"
"4","1","39.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","O.J.","Mayo","","foul","made","","98-82","","","","","","4","1","39","Dallas Mavericks","free throw","","","","","","","2","","2","Mayo","1","","foul","made","","","98-82","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=521","80"
"4","1","25.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Metta","World Peace","2","","made","jumper","98-84","20","76","141","","","4","1","25","Los Angeles Lakers","shot","Gasol","","","","","","","","","World Peace","2","","","made","","Jump Shot","98-84","20","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=523","84"
"4","1","16.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","O.J.","Mayo","","lost ball","","","98-84","","","","Kobe","Bryant","4","1","16","Dallas Mavericks","turnover","","","","","","","","","","Mayo","","","Lost Ball","","Bryant","","98-84","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=524","82"
"4","1","13.0","Los Angeles Lakers","shot","Metta","World Peace","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","layup","98-86","2","273","53","","","4","1","13","Los Angeles Lakers","shot","World Peace","","","","","","","","","Bryant","2","","","made","","Layup","98-86","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=525","86"
"4","0","53.9","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","missed","jumper","98-86","7","279","113","","","4","0","53","Dallas Mavericks","shot","","","","","","","","","","Collison","","","","missed","","Jump Shot","98-86","7","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=526","76"
"4","0","52.9","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Defensive","98-86","","","","","","4","0","52","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","98-86","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=527","76"
"4","0","51.5","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Metta","World Peace","","lost ball","","","98-86","","","","Darren","Collison","4","0","51","Los Angeles Lakers","turnover","","","","","","","","","","World Peace","","","Lost Ball","","Collison","","98-86","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=528","80"
"4","0","29.9","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","missed","jumper","98-86","18","250","229","","","4","0","29","Dallas Mavericks","shot","","","","","","","","","","Collison","","","","missed","","Jump Shot","98-86","18","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=529","76"
"4","0","28.2","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Defensive","98-86","","","","","","4","0","28","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","98-86","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=530","79"
"4","0","16.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","2","","missed","jumper","98-86","4","268","84","","","4","0","16","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","Jump Shot","98-86","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=531","76"
"4","0","15.9","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Offensive","98-86","","","","","","4","0","15","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","98-86","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=532","76"
"4","0","15.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","made","layup","98-88","2","245","72","","","4","0","15","Los Angeles Lakers","shot","","","","","","","","","","Gasol","2","","","made","","Layup","98-88","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=533","80"
"4","0","10.5","Dallas Mavericks","foul","","","","","","","","","","","","","","Darren","Collison","","Pau","Gasol","","","","Personal","98-88","","","","","","4","0","10","Los Angeles Lakers","foul","","","","","","","","","","Gasol","","","","","","Personal","98-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=534","71"
"4","0","10.5","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Darren","Collison","","foul","made","","99-88","","","","","","4","0","10","Dallas Mavericks","free throw","","","","","","","1","","2","Collison","1","","foul","made","","","99-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=535","78"
"4","0","10.5","Dallas Mavericks","substitute","","","","","","","Dahntay","Jones","","","Vince","Carter","","","","","","","","","","","99-88","","","","","","4","0","10","Dallas Mavericks","substitute","","","","Jones","","Carter","","","","","","","","","","","99-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=537","80"
"4","0","10.5","Dallas Mavericks","substitute","","","","","","","Jae","Crowder","","","Shawn","Marion","","","","","","","","","","","99-88","","","","","","4","0","10","Dallas Mavericks","substitute","","","","Crowder","","Marion","","","","","","","","","","","99-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=538","80"
"4","0","10.5","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Darren","Collison","","foul","missed","","99-88","","","","","","4","0","10","Dallas Mavericks","free throw","","","","","","","2","","2","Collison","","","foul","missed","","","99-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=539","80"
"4","0","09.9","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Antawn","Jamison","","","","Defensive","99-88","","","","","","4","0","09","Los Angeles Lakers","rebound","","","","","","","","","","Jamison","","","","","","","99-88","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=541","76"
"4","0","02.2","Los Angeles Lakers","shot","Steve","Nash","","","","","","","","","","","","","","","Pau","Gasol","3","","made","","99-91","27","235","316","","","4","0","02","Los Angeles Lakers","shot","Nash","","","","","","","","","Gasol","3","","","made","","3PT Jump Shot","99-91","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=542","83"
