a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.45,Portland Trail Blazers,turnover,,,,,,,,,,Matthews,,,Traveling,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=2
,,,,,,,,,,1,11.28,Indiana Pacers,shot,,,,,,,,,,Hibbert,2,,,made,,Turnaround Jump Shot,,,2-0,9,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=3
,,,,,,,,,,1,11.12,Portland Trail Blazers,shot,Aldridge,,,,,,,,,Lillard,2,,,made,,Jump Shot,,,2-2,20,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=4
,,,,,,,,,,1,10.51,Indiana Pacers,shot,,,,,,,,,,West,,,,missed,,Jump Shot,,,2-2,9,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=5
,,,,,,,,,,1,10.51,Portland Trail Blazers,rebound,,,,,,,,,,Aldridge,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=6
,,,,,,,,,,1,10.38,Portland Trail Blazers,shot,,,,,,,,,,Aldridge,,,,missed,,Jump Shot,,,2-2,20,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=7
,,,,,,,,,,1,10.37,Portland Trail Blazers,rebound,,,,,,,,,,Hickson,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=8
,,,,,,,,,,1,10.26,Portland Trail Blazers,shot,Batum,,,,,,,,,Hickson,2,,,made,,Jump Shot,,,2-4,11,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=9
,,,,,,,,,,1,10.10,Indiana Pacers,shot,,,,,,,,,,George,,,,missed,,3PT Jump Shot,,,2-4,25,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=10
,,,,,,,,,,1,10.10,Portland Trail Blazers,rebound,,,,,,,,,,Hickson,,,,,,,,,2-4,,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=11
,,,,,,,,,,1,9.58,Portland Trail Blazers,shot,Lillard,,,,,,,,,Aldridge,2,,,made,,Jump Shot,,,2-6,18,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=12
,,,,,,,,,,1,9.31,Indiana Pacers,shot,George,,,,,,,,,West,2,,,made,,Driving Hook Shot,,,4-6,2,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=13
,,,,,,,,,,1,9.19,Portland Trail Blazers,shot,,,,,,,,,,Hickson,,,,missed,,Finger Roll Layup,,,4-6,2,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=14
,,,,,,,,,,1,9.17,Indiana Pacers,rebound,,,,,,,,,,Hibbert,,,,,,,,,4-6,,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=15
,,,,,,,,,,1,9.03,Indiana Pacers,shot,,,Matthews,,,,,,,Hibbert,,,,missed,,Layup,,,4-6,2,http://stats.nba.com/cvp.html?GameID=0021200627&GameEventID=16
