a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,2,11.01,Golden State Warriors,shot,,,,,,,,,,Jack,,,,missed,,Jump Shot,,,25-35,14,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=155,
,,,,,,,,,,2,10.59,Los Angeles Clippers,rebound,,,,,,,,,,Odom,,,,,,,,,25-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=156,
,,,,,,,,,,2,10.50,Los Angeles Clippers,shot,,,,,,,,,,Odom,,,,missed,,Layup,,,25-35,1,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=157,
,,,,,,,,,,2,10.49,Golden State Warriors,rebound,,,,,,,,,,Landry,,,,,,,,,25-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=158,
,,,,,,,,,,2,10.44,Golden State Warriors,shot,,,,,,,,,,Jenkins,,,,missed,,Jump Shot,,,25-35,21,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=159,
,,,,,,,,,,2,10.43,Los Angeles Clippers,rebound,,,,,,,,,,Barnes,,,,,,,,,25-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=160,
,,,,,,,,,,2,10.30,Los Angeles Clippers,shot,Turiaf,,,,,,,,,Odom,2,,,made,,Slam Dunk,,,27-35,1,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=161,
,,,,,,,,,,2,10.07,Golden State Warriors,turnover,,,,,,,,,,Lee,,,Bad Pass,,,,,,27-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=162,
,,,,,,,,,,2,10.02,Los Angeles Clippers,shot,Bledsoe,,,,,,,,,Barnes,2,,,made,,Driving Layup,,,29-35,1,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=163,
,,,,,,,,,,2,9.46,Golden State Warriors,substitute,,,,Curry,,Green,,,,,,,,,,,,,29-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=164,
,,,,,,,,,,2,9.46,Golden State Warriors,substitute,,,,Thompson,,Jenkins,,,,,,,,,,,,,29-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=165,
,,,,,,,,,,2,9.43,Golden State Warriors,shot,,,,,,,,,,Jack,,,,missed,,3PT Jump Shot,,,29-35,24,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=166,
,,,,,,,,,,2,9.41,Los Angeles Clippers,rebound,,,,,,,,,,Odom,,,,,,,,,29-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=167,
,,,,,,,,,,2,9.21,Los Angeles Clippers,turnover,,,,,,,,,,Turiaf,,,Lost Ball,,,,,,29-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=168,
,,,,,,,,,,2,9.17,Golden State Warriors,turnover,,,,,,,,,,Jack,,,Bad Pass,,,,,,29-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=169,
,,,,,,,,,,2,9.14,Los Angeles Clippers,shot,Crawford,,,,,,,,,Barnes,2,,,made,,Driving Layup,,,31-35,1,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=170,
,,,,,,,,,,2,8.55,Golden State Warriors,shot,,,,,,,,,,Jack,,,,missed,,Floating Jump Shot,,,31-35,6,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=171,
,,,,,,,,,,2,8.54,Los Angeles Clippers,rebound,,,,,,,,,,Turiaf,,,,,,,,,31-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=172,
,,,,,,,,,,2,8.47,Golden State Warriors,foul,,,,,,,,,,Landry,,,,,,Personal,,,31-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=173,
,,,,,,,,,,2,8.36,Los Angeles Clippers,shot,,,,,,,,,,Bledsoe,,,,missed,,Jump Shot,,,31-35,6,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=176,
,,,,,,,,,,2,8.35,Golden State Warriors,rebound,,,,,,,,,,Lee,,,,,,,,,31-35,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=177,
,,,,,,,,,,2,8.29,Golden State Warriors,shot,Jack,,,,,,,,,Curry,3,,,made,,3PT Jump Shot,,,31-38,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=178,
,,,,,,,,,,2,8.12,Los Angeles Clippers,shot,,,,,,,,,,Bledsoe,,,,missed,,Layup,,,31-38,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=179,
,,,,,,,,,,2,8.11,Golden State Warriors,rebound,,,,,,,,,,Landry,,,,,,,,,31-38,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=180,
,,,,,,,,,,2,7.59,Golden State Warriors,turnover,,,,,,,,,,Landry,,,Lost Ball,,,,,,31-38,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=181,
,,,,,,,,,,2,7.46,Los Angeles Clippers,shot,,,,,,,,,,Turiaf,,,,missed,,Layup,,,31-38,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=182,
,,,,,,,,,,2,7.44,Golden State Warriors,rebound,,,,,,,,,,Thompson,,,,,,,,,31-38,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=183,
,,,,,,,,,,2,7.39,Golden State Warriors,shot,,,,,,,,,,Curry,3,,,made,,3PT Jump Shot,,,31-41,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=184,
,,,,,,,,,,2,7.23,Los Angeles Clippers,shot,Odom,,,,,,,,,Crawford,3,,,made,,3PT Jump Shot,,,34-41,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=185,
,,,,,,,,,,2,7.06,Golden State Warriors,turnover,,,,,,,,,,Thompson,,,Bad Pass,,,,,,34-41,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=186,
,,,,,,,,,,2,7.06,Los Angeles Clippers,substitute,,,,Paul,,Bledsoe,,,,,,,,,,,,,34-41,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=187,
,,,,,,,,,,2,7.06,Los Angeles Clippers,substitute,,,,Griffin,,Turiaf,,,,,,,,,,,,,34-41,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=188,
,,,,,,,,,,2,6.47,Los Angeles Clippers,shot,Paul,,,,,,,,,Barnes,2,,,made,,Slam Dunk,,,36-41,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=189,
,,,,,,,,,,2,6.27,Golden State Warriors,shot,,,,,,,,,,Landry,2,,,made,,Turnaround Jump Shot,,,36-43,9,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=190,
,,,,,,,,,,2,6.09,Los Angeles Clippers,shot,Odom,,,,,,,,,Crawford,3,,,made,,3PT Jump Shot,,,39-43,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=191,
,,,,,,,,,,2,5.52,Golden State Warriors,turnover,,,,,,,,,,Thompson,,,Step Out of Bounds,,,,,,39-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=192,
,,,,,,,,,,2,5.52,Golden State Warriors,timeout,,,,,,,,,,,,,,,,,,,39-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=193,
,,,,,,,,,,2,5.52,Golden State Warriors,substitute,,,,Barnes,,Jack,,,,,,,,,,,,,39-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=195,
,,,,,,,,,,2,5.41,Golden State Warriors,foul,,,,,,,,,,Thompson,,,,,,Shooting,,,39-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=196,
,,,,,,,,,,2,5.41,Los Angeles Clippers,free throw,,,,,,,1,,2,Crawford,1,,foul,made,,,,,40-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=197,
,,,,,,,,,,2,5.41,Los Angeles Clippers,free throw,,,,,,,2,,2,Crawford,1,,foul,made,,,,,41-43,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=199,
,,,,,,,,,,2,5.29,Golden State Warriors,shot,Lee,,,,,,,,,Thompson,3,,,made,,3PT Jump Shot,,,41-46,24,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=201,
,,,,,,,,,,2,5.03,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,Hook Shot,,,41-46,3,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=202,
,,,,,,,,,,2,5.02,Golden State Warriors,rebound,,,,,,,,,,Barnes,,,,,,,,,41-46,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=203,
,,,,,,,,,,2,4.51,Golden State Warriors,shot,,,,,,,,,,Barnes,2,,,made,,Driving Layup,,,41-48,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=204,
,,,,,,,,,,2,4.51,Los Angeles Clippers,foul,,,,,,,,,,Odom,,,,,,Shooting,,,41-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=205,
,,,,,,,,,,2,4.51,Golden State Warriors,free throw,,,,,,,1,,1,Barnes,,,foul,missed,,,,,41-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=206,
,,,,,,,,,,2,4.49,Los Angeles Clippers,rebound,,,,,,,,,,Griffin,,,,,,,,,41-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=208,
,,,,,,,,,,2,4.32,Los Angeles Clippers,shot,Paul,,,,,,,,,Crawford,2,,,made,,Driving Layup,,,43-48,3,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=209,
,,,,,,,,,,2,4.15,Golden State Warriors,shot,,,,,,,,,,Landry,,,,missed,,Dunk,,,43-48,3,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=210,
,,,,,,,,,,2,4.13,Los Angeles Clippers,rebound,,,,,,,,,,Odom,,,,,,,,,43-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=211,
,,,,,,,,,,2,4.08,Los Angeles Clippers,shot,,,,,,,,,,Crawford,,,,missed,,3PT Jump Shot,,,43-48,28,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=212,
,,,,,,,,,,2,4.06,Los Angeles Clippers,rebound,,,,,,,,,,Barnes,,,,,,,,,43-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=213,
,,,,,,,,,,2,4.02,Los Angeles Clippers,shot,,,,,,,,,,Barnes,,,,missed,,3PT Jump Shot,,,43-48,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=214,
,,,,,,,,,,2,4.01,Golden State Warriors,rebound,,,,,,,,,,Barnes,,,,,,,,,43-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=215,
,,,,,,,,,,2,3.57,Golden State Warriors,turnover,,,,,,,,,,Barnes Poss,,,Lost Ball,,,,,,43-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=222,
,,,,,,,,,,2,3.52,Los Angeles Clippers,turnover,,,,,,,,,,Odom,,,Bad Pass,,,,,,43-48,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=223,
,,,,,,,,,,2,3.46,Golden State Warriors,shot,Curry,,,,,,,,,Barnes,2,,,made,,Slam Dunk,,,43-50,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=216,
,,,,,,,,,,2,3.32,Los Angeles Clippers,shot,,,,,,,,,,Paul,,,,missed,,Jump Shot,,,43-50,14,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=217,
,,,,,,,,,,2,3.31,Golden State Warriors,rebound,,,,,,,,,,Barnes,,,,,,,,,43-50,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=218,
,,,,,,,,,,2,3.22,Golden State Warriors,shot,Thompson,,,,,,,,,Curry,3,,,made,,3PT Jump Shot,,,43-53,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=219,
,,,,,,,,,,2,3.13,Los Angeles Clippers,timeout,,,,,,,,,,,,,,,,,,,43-53,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=220,
,,,,,,,,,,2,3.05,Los Angeles Clippers,shot,Paul,,,,,,,,,Crawford,2,,,made,,Jump Shot,,,45-53,19,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=224,
,,,,,,,,,,2,2.51,Golden State Warriors,shot,,,,,,,,,,Curry,2,,,made,,Floating Jump Shot,,,45-55,9,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=226,
,,,,,,,,,,2,2.29,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,Hook Shot,,,45-55,6,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=228,
,,,,,,,,,,2,2.28,Golden State Warriors,rebound,,,,,,,,,,Curry,,,,,,,,,45-55,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=229,
,,,,,,,,,,2,2.27,Los Angeles Clippers,substitute,,,,Jordan,,Odom,,,,,,,,,,,,,45-55,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=230,
,,,,,,,,,,2,2.23,Golden State Warriors,shot,,,,,,,,,,Curry,2,,,made,,Running Bank Shot,,,45-57,13,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=231,
,,,,,,,,,,2,2.23,Los Angeles Clippers,foul,,,,,,,,,,Paul,,,,,,Shooting,,,45-57,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=232,
,,,,,,,,,,2,2.23,Golden State Warriors,free throw,,,,,,,1,,1,Curry,1,,foul,made,,,,,45-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=233,
,,,,,,,,,,2,2.10,Los Angeles Clippers,shot,,,,,,,,,,Crawford,,,,missed,,3PT Jump Shot,,,45-58,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=235,
,,,,,,,,,,2,2.09,Golden State Warriors,rebound,,,,,,,,,,Curry,,,,,,,,,45-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=236,
,,,,,,,,,,2,2.04,Golden State Warriors,turnover,,,,,,,,,,Curry,,,Bad Pass,,,,,,45-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=237,
,,,,,,,,,,2,1.54,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,Fadeaway Jumper,,,45-58,6,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=238,
,,,,,,,,,,2,1.51,Golden State Warriors,rebound,,,,,,,,,,Barnes,,,,,,,,,45-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=239,
,,,,,,,,,,2,1.40,Golden State Warriors,shot,,,,,,,,,,Lee,,,,missed,,Turnaround Bank Shot,,,45-58,12,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=240,
,,,,,,,,,,2,1.39,Los Angeles Clippers,rebound,,,,,,,,,,Paul,,,,,,,,,45-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=241,
,,,,,,,,,,2,1.33,Los Angeles Clippers,shot,Barnes,,,,,,,,,Crawford,3,,,made,,3PT Jump Shot,,,48-58,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=242,
,,,,,,,,,,2,1.12,Golden State Warriors,shot,,,,,,,,,,Curry,,,,missed,,3PT Jump Shot,,,48-58,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=243,
,,,,,,,,,,2,1.10,Los Angeles Clippers,rebound,,,,,,,,,,Griffin,,,,,,,,,48-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=244,
,,,,,,,,,,2,1.05,Los Angeles Clippers,turnover,,,,,,,,,,Barnes,,,Bad Pass,,,,,,48-58,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=245,
,,,,,,,,,,2,1.00,Golden State Warriors,shot,Barnes,,,,,,,,,Thompson,2,,,made,,Driving Layup,,,48-60,3,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=246,
,,,,,,,,,,2,0.41,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,Jump Shot,,,48-60,20,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=247,
,,,,,,,,,,2,0.40,Golden State Warriors,rebound,,,,,,,,,,Landry,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=248,
,,,,,,,,,,2,0.33,Golden State Warriors,shot,,,,,,,,,,Barnes,,,,missed,,3PT Jump Shot,,,48-60,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=249,
,,,,,,,,,,2,0.32,Golden State Warriors,rebound,,,,,,,,,,Lee,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=250,
,,,,,,,,,,2,0.29,Golden State Warriors,shot,,,,,,,,,,Lee,,,,missed,,Layup,,,48-60,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=251,
,,,,,,,,,,2,0.29,Golden State Warriors,rebound,,,,,,,,,,,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=252,
,,,,,,,,,,2,0.23,Golden State Warriors,turnover,,,,,,,,,,Lee,,,Bad Pass,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=253,
,,,,,,,,,,2,0.07,Golden State Warriors,foul,,,,,,,,,,Curry,,,,,,Personal Take,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=254,
,,,,,,,,,,2,0.07,Golden State Warriors,substitute,,,,Green,,Landry,,,,,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=255,
,,,,,,,,,,2,0.07,Golden State Warriors,substitute,,,,Bazemore,,Thompson,,,,,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=256,
,,,,,,,,,,2,0.07,Los Angeles Clippers,timeout,,,,,,,,,,,,,,,,,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=257,
,,,,,,,,,,2,0.06,Golden State Warriors,foul,,,,,,,,,,Bazemore,,,,,,away from play,,,48-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=259,
,,,,,,,,,,2,0.06,Los Angeles Clippers,free throw,,,,,,,1,,2,Jordan,1,,foul,made,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=260,
,,,,,,,,,,2,0.06,Golden State Warriors,substitute,,,,Landry,,Green,,,,,,,,,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=262,
,,,,,,,,,,2,0.06,Golden State Warriors,substitute,,,,Thompson,,Bazemore,,,,,,,,,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=263,
,,,,,,,,,,2,0.06,Los Angeles Clippers,free throw,,,,,,,2,,2,Jordan,,,foul,missed,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=264,
,,,,,,,,,,2,0.06,Golden State Warriors,rebound,,,,,,,,,,,,,,,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=265,
,,,,,,,,,,2,0.06,Los Angeles Clippers,foul,,,,,,,,,,Barnes,,,,,,Loose ball,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=266,
,,,,,,,,,,2,0.06,Golden State Warriors,substitute,,,,Jack,,Landry,,,,,,,,,,,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=267,
,,,,,,,,,,2,0.01,Los Angeles Clippers,foul,,,,,,,,,,Barnes,,,,,,Shooting,,,49-60,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=268,
,,,,,,,,,,2,0.01,Golden State Warriors,free throw,,,,,,,1,,2,Jack,1,,foul,made,,,,,49-61,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=269,
,,,,,,,,,,2,0.01,Golden State Warriors,substitute,,,,Bazemore,,Thompson,,,,,,,,,,,,,49-61,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=271,
,,,,,,,,,,2,0.01,Golden State Warriors,free throw,,,,,,,2,,2,Jack,1,,foul,made,,,,,49-62,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=272,
,,,,,,,,,,2,0.00,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,Turnaround Jump Shot,,,49-62,19,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=274,
,,,,,,,,,,2,0.00,Los Angeles Clippers,rebound,,,,,,,,,,,,,,,,,,,49-62,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=275,
,,,,,,,,,,3,11.44,Golden State Warriors,shot,Barnes,,,,,,,,,Lee,2,,,made,,Jump Shot,,,49-64,17,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=279,
,,,,,,,,,,3,11.25,Los Angeles Clippers,shot,,,,,,,,,,Barnes,,,,missed,,3PT Jump Shot,,,49-64,26,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=280,
,,,,,,,,,,3,11.23,Golden State Warriors,rebound,,,,,,,,,,Lee,,,,,,,,,49-64,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=281,
,,,,,,,,,,3,11.12,Golden State Warriors,shot,Thompson,,,,,,,,,Lee,2,,,made,,Jump Shot,,,49-66,16,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=282,
,,,,,,,,,,3,10.53,Golden State Warriors,foul,,,,,,,,,,Lee,,,,,,Shooting,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=283,
,,,,,,,,,,3,10.53,Los Angeles Clippers,free throw,,,,,,,1,,2,Griffin,,,foul,missed,,,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=284,
,,,,,,,,,,3,10.53,Los Angeles Clippers,rebound,,,,,,,,,,,,,,,,,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=285,
,,,,,,,,,,3,10.53,Los Angeles Clippers,free throw,,,,,,,2,,2,Griffin,,,foul,missed,,,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=286,
,,,,,,,,,,3,10.53,Golden State Warriors,rebound,,,,,,,,,,Lee,,,,,,,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=288,
,,,,,,,,,,3,10.38,Golden State Warriors,shot,,,,,,,,,,Lee,,,,missed,,Layup,,,49-66,3,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=289,
,,,,,,,,,,3,10.36,Golden State Warriors,rebound,,,,,,,,,,Ezeli,,,,,,,,,49-66,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=291,
,,,,,,,,,,3,10.36,Golden State Warriors,shot,,,,,,,,,,Ezeli,2,,,made,,Putback Slam Dunk,,,49-68,2,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=290,
,,,,,,,,,,3,10.23,Golden State Warriors,foul,,,,,,,,,,Lee,,,,,,Personal,,,49-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=292,
,,,,,,,,,,3,10.18,Golden State Warriors,foul,,,,,,,,,,Ezeli,,,,,,Flagrant,,,49-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=293,
,,,,,,,,,,3,10.18,Los Angeles Clippers,free throw,,,,,,,,,,Griffin,1,,foul,made,,,,,50-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=295,
,,,,,,,,,,3,10.18,Los Angeles Clippers,free throw,,,,,,,,,,Griffin,,,foul,missed,,,,,50-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=296,
,,,,,,,,,,3,10.18,Los Angeles Clippers,rebound,,,,,,,,,,,,,,,,,,,50-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=297,
,,,,,,,,,,3,10.14,Los Angeles Clippers,shot,Barnes,,,,,,,,,Paul,2,,,made,,Jump Shot,,,52-68,20,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=298,
,,,,,,,,,,3,9.51,Golden State Warriors,shot,,,,,,,,,,Barnes,,,,missed,,Jump Shot,,,52-68,18,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=299,
,,,,,,,,,,3,9.50,Los Angeles Clippers,rebound,,,,,,,,,,Griffin,,,,,,,,,52-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=300,
,,,,,,,,,,3,9.42,Los Angeles Clippers,shot,,,,,,,,,,Green,,,,missed,,3PT Jump Shot,,,52-68,28,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=301,
,,,,,,,,,,3,9.41,Golden State Warriors,rebound,,,,,,,,,,Lee,,,,,,,,,52-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=302,
,,,,,,,,,,3,9.34,Golden State Warriors,shot,,,,,,,,,,Thompson,,,,missed,,3PT Jump Shot,,,52-68,27,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=303,
,,,,,,,,,,3,9.32,Golden State Warriors,rebound,,,,,,,,,,Ezeli,,,,,,,,,52-68,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=304,
,,,,,,,,,,3,9.22,Golden State Warriors,shot,,,,,,,,,,Lee,2,,,made,,Turnaround Hook Shot,,,52-70,13,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=305,
,,,,,,,,,,3,8.56,Los Angeles Clippers,shot,,,,,,,,,,Green,,,,missed,,Jump Shot,,,52-70,21,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=306,
,,,,,,,,,,3,8.55,Golden State Warriors,rebound,,,,,,,,,,Ezeli,,,,,,,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=307,
,,,,,,,,,,3,8.45,Golden State Warriors,shot,,,,,,,,,,Ezeli,,,,missed,,Alley Oop Dunk,,,52-70,1,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=308,
,,,,,,,,,,3,8.43,Golden State Warriors,rebound,,,,,,,,,,Thompson,,,,,,,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=309,
,,,,,,,,,,3,8.42,Golden State Warriors,shot,,,,,,,,,,Thompson,,,,missed,,3PT Jump Shot,,,52-70,24,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=310,
,,,,,,,,,,3,8.40,Los Angeles Clippers,rebound,,,,,,,,,,Paul,,,,,,,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=311,
,,,,,,,,,,3,8.32,Golden State Warriors,foul,,,,,,,,,,Curry,,,,,,Personal,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=312,
,,,,,,,,,,3,8.32,Los Angeles Clippers,substitute,,,,Crawford,,Green,,,,,,,,,,,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=313,
,,,,,,,,,,3,8.32,Los Angeles Clippers,substitute,,,,Odom,,Jordan,,,,,,,,,,,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=314,
,,,,,,,,,,3,8.28,Golden State Warriors,foul,,,,,,,,,,Curry,,,,,,Personal Block,,,52-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=315,
,,,,,,,,,,3,8.28,Los Angeles Clippers,free throw,,,,,,,1,,2,Paul,1,,foul,made,,,,,53-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=316,
,,,,,,,,,,3,8.28,Los Angeles Clippers,free throw,,,,,,,2,,2,Paul,1,,foul,made,,,,,54-70,,http://stats.nba.com/cvp.html?GameID=0021200475&GameEventID=318,
