a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.40,Los Angeles Lakers,shot,Bryant,,,,,,,,,Gasol,2,,,made,,Jump Shot,,,0-2,18,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=3
,,,,,,,,,,1,11.25,Brooklyn Nets,turnover,,,,,,,,,,Lopez,,,Bad Pass,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=5
,,,,,,,,,,1,11.20,Los Angeles Lakers,shot,,,,,,,,,,World Peace,2,,,made,,Driving Layup,,,0-4,2,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=6
,,,,,,,,,,1,11.09,Brooklyn Nets,shot,,,,,,,,,,Humphries,,,,missed,,Jump Shot,,,0-4,11,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=7
,,,,,,,,,,1,11.08,Los Angeles Lakers,rebound,,,,,,,,,,Howard,,,,,,,,,0-4,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=8
,,,,,,,,,,1,10.53,Los Angeles Lakers,shot,,,,,,,,,,World Peace,,,,missed,,3PT Jump Shot,,,0-4,24,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=9
,,,,,,,,,,1,10.52,Brooklyn Nets,rebound,,,,,,,,,,Humphries,,,,,,,,,0-4,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=10
,,,,,,,,,,1,10.48,Brooklyn Nets,shot,,,,,,,,,,Johnson,,,,missed,,Jump Shot,,,0-4,15,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=11
,,,,,,,,,,1,10.48,Brooklyn Nets,rebound,,,,,,,,,,Lopez,,,,,,,,,0-4,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=13
,,,,,,,,,,1,10.47,Brooklyn Nets,shot,,,,,,,,,,Lopez,,,,missed,,Tip Shot,,,0-4,1,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=12
,,,,,,,,,,1,10.38,Los Angeles Lakers,rebound,,,,,,,,,,Bryant,,,,,,,,,0-4,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=14
,,,,,,,,,,1,10.30,Los Angeles Lakers,shot,Howard,,,,,,,,,Gasol,2,,,made,,Layup,,,0-6,2,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=15
,,,,,,,,,,1,10.11,Brooklyn Nets,turnover,,,,,,,,,,Johnson,,,Bad Pass,,,,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=16
,,,,,,,,,,1,10.10,Brooklyn Nets,foul,,,,,,,,,,D. Williams,,,,,,Personal,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=17
,,,,,,,,,,1,10.02,Los Angeles Lakers,turnover,,,,,,,,,,Gasol,,,Bad Pass,,,,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=18
,,,,,,,,,,1,9.49,Brooklyn Nets,foul,,,,,,,,,,,,,,,,,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=20
,,,,,,,,,,1,9.49,Brooklyn Nets,turnover,,,,,,,,,,Lopez,,,Foul,,,,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=21
,,,,,,,,,,1,9.37,Brooklyn Nets,foul,,,,,,,,,,Humphries,,,,,,Shooting,,,0-6,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=24
,,,,,,,,,,1,9.37,Los Angeles Lakers,free throw,,,,,,,1,,2,Gasol,1,,foul,made,,,,,0-7,,http://stats.nba.com/cvp.html?GameID=0021200156&GameEventID=25
