a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Milwaukee Bucks,jumpball,,Garnett,,,Dalembert,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=1
,,,,,,,,,,1,11.44,Boston Celtics,violation,,,,,,,,,,Garnett,,,Defensive Goaltending,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=3
,,,,,,,,,,1,11.44,Milwaukee Bucks,shot,,,,,,,,,,Harris,2,,,made,,Jump Shot,,,0-2,5,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=2
,,,,,,,,,,1,11.27,Boston Celtics,shot,,,,,,,,,,Pierce,,,,missed,,Jump Shot,,,0-2,13,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=4
,,,,,,,,,,1,11.26,Milwaukee Bucks,rebound,,,,,,,,,,Dalembert,,,,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=5
,,,,,,,,,,1,11.12,Milwaukee Bucks,shot,,,,,,,,,,Ellis,,,,missed,,Jump Shot,,,0-2,19,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=6
,,,,,,,,,,1,11.06,Boston Celtics,rebound,,,,,,,,,,,,,,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=7
,,,,,,,,,,1,10.39,Boston Celtics,shot,,,,,,,,,,Rondo,,,,missed,,Jump Shot,,,0-2,14,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=8
,,,,,,,,,,1,10.38,Milwaukee Bucks,rebound,,,,,,,,,,Harris,,,,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=9
,,,,,,,,,,1,10.24,Milwaukee Bucks,shot,,,,,,,,,,Ilyasova,,,,missed,,Jump Shot,,,0-2,16,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=10
,,,,,,,,,,1,10.23,Boston Celtics,rebound,,,,,,,,,,Pierce,,,,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=11
,,,,,,,,,,1,10.23,Milwaukee Bucks,foul,,,,,,,,,,Harris,,,,,,Loose ball,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=12
,,,,,,,,,,1,10.03,Boston Celtics,shot,,,,,,,,,,Pierce,,,,missed,,Jump Shot,,,0-2,16,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=13
,,,,,,,,,,1,10.02,Milwaukee Bucks,rebound,,,,,,,,,,Ilyasova,,,,,,,,,0-2,,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=14
,,,,,,,,,,1,9.45,Milwaukee Bucks,shot,,,,,,,,,,Harris,,,,missed,,3PT Jump Shot,,,0-2,25,http://stats.nba.com/cvp.html?GameID=0021200086&GameEventID=15
