a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.39,Los Angeles Clippers,shot,Griffin,,,,,,,,,Billups,2,,,made,,Jump Shot,,,0-2,17,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=2
,,,,,,,,,,1,11.17,Milwaukee Bucks,shot,Ilyasova,,,,,,,,,Ellis,2,,,made,,Fadeaway Jumper,,,2-2,17,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=3
,,,,,,,,,,1,11.11,Los Angeles Clippers,shot,,,,,,,,,,Billups,,,,missed,,Layup,,,2-2,1,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=4
,,,,,,,,,,1,11.09,Los Angeles Clippers,rebound,,,,,,,,,,Jordan,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=6
,,,,,,,,,,1,11.09,Los Angeles Clippers,shot,,,,,,,,,,Jordan,2,,,made,,Putback Dunk,,,2-4,1,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=5
,,,,,,,,,,1,10.50,Milwaukee Bucks,shot,Ellis,,,,,,,,,Ilyasova,3,,,made,,3PT Jump Shot,,,5-4,27,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=7
,,,,,,,,,,1,10.22,Los Angeles Clippers,shot,,,,,,,,,,Griffin,,,,missed,,3PT Jump Shot,,,5-4,27,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=8
,,,,,,,,,,1,10.21,Los Angeles Clippers,rebound,,,,,,,,,,Jordan,,,,,,,,,5-4,,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=9
,,,,,,,,,,1,10.13,Los Angeles Clippers,shot,,,,,,,,,,Jordan,,,,missed,,Driving Layup,,,5-4,1,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=10
,,,,,,,,,,1,10.10,Los Angeles Clippers,rebound,,,,,,,,,,Griffin,,,,,,,,,5-4,,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=12
,,,,,,,,,,1,10.10,Los Angeles Clippers,shot,,,,,,,,,,Griffin,2,,,made,,Tip Shot,,,5-6,,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=11
,,,,,,,,,,1,9.53,Milwaukee Bucks,shot,,,,,,,,,,Sanders,,,,missed,,Layup,,,5-6,1,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=13
,,,,,,,,,,1,9.52,Los Angeles Clippers,rebound,,,,,,,,,,Griffin,,,,,,,,,5-6,,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=14
,,,,,,,,,,1,9.46,Los Angeles Clippers,shot,Griffin,,,,,,,,,Butler,3,,,made,,3PT Jump Shot,,,5-9,26,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=15
,,,,,,,,,,1,9.28,Milwaukee Bucks,shot,,,,,,,,,,Mbah a Moute,,,,missed,,Jump Shot,,,5-9,18,http://stats.nba.com/cvp.html?GameID=0021200911&GameEventID=16
