a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Chicago Bulls,jumpball,,Kaman,,,Noah,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=1
,,,,,,,,,,1,11.48,Chicago Bulls,shot,,,,,,,,,,Deng,,,,missed,,Layup,,,,2,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=2
,,,,,,,,,,1,11.47,Dallas Mavericks,rebound,,,,,,,,,,Crowder,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=3
,,,,,,,,,,1,11.33,Dallas Mavericks,shot,Mayo,,,,,,,,,Marion,2,,,made,,Floating Jump Shot,,,2-0,14,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=4
,,,,,,,,,,1,11.15,Dallas Mavericks,violation,,,,,,,,,,Crowder,,,Kicked Ball,,,,,,2-0,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=5
,,,,,,,,,,1,11.02,Chicago Bulls,shot,,,,,,,,,,Boozer,,,,missed,,Fadeaway Jumper,,,2-0,15,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=6
,,,,,,,,,,1,11.02,Dallas Mavericks,rebound,,,,,,,,,,,,,,,,,,,2-0,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=7
,,,,,,,,,,1,10.46,Dallas Mavericks,turnover,,,,,,,,,,Marion,,,Traveling,,,,,,2-0,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=8
,,,,,,,,,,1,10.33,Chicago Bulls,shot,Hinrich,,,,,,,,,Hamilton,2,,,made,,Running Jump Shot,,,2-2,15,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=9
,,,,,,,,,,1,10.22,Dallas Mavericks,shot,Jones,,,,,,,,,Marion,2,,,made,,Jump Shot,,,4-2,18,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=10
,,,,,,,,,,1,9.57,Chicago Bulls,shot,,,,,,,,,,Hinrich,,,,missed,,Running Jump Shot,,,4-2,20,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=11
,,,,,,,,,,1,9.56,Chicago Bulls,rebound,,,,,,,,,,Noah,,,,,,,,,4-2,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=13
,,,,,,,,,,1,9.56,Chicago Bulls,shot,,,,,,,,,,Noah,2,,,made,,Tip Shot,,,4-4,2,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=12
,,,,,,,,,,1,9.42,Dallas Mavericks,shot,,,,,,,,,,Mayo,,,,missed,,Jump Shot,,,4-4,21,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=14
,,,,,,,,,,1,9.41,Dallas Mavericks,rebound,,,,,,,,,,Marion,,,,,,,,,4-4,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=15
,,,,,,,,,,1,9.34,Dallas Mavericks,shot,,,,,,,,,,Kaman,2,,,made,,Turnaround Hook Shot,,,6-4,6,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=16
,,,,,,,,,,1,9.19,Chicago Bulls,shot,Hamilton,,,,,,,,,Noah,2,,,made,,Slam Dunk,,,6-6,1,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=17
,,,,,,,,,,1,9.00,Dallas Mavericks,shot,Crowder,,,,,,,,,Marion,2,,,made,,Layup,,,8-6,1,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=18
,,,,,,,,,,1,8.39,Chicago Bulls,shot,,,,,,,,,,Noah,,,,missed,,Jump Shot,,,8-6,19,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=19
,,,,,,,,,,1,8.38,Dallas Mavericks,rebound,,,,,,,,,,Marion,,,,,,,,,8-6,,http://stats.nba.com/cvp.html?GameID=0021200214&GameEventID=20
