a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.45,Atlanta Hawks,shot,,,,,,,,,,Korver,,,,missed,,Jump Shot,,,,16,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=2
,,,,,,,,,,1,11.43,Utah Jazz,rebound,,,,,,,,,,Millsap,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=3
,,,,,,,,,,1,11.36,Utah Jazz,turnover,,,,,,,,,,Tinsley,,,Bad Pass,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=4
,,,,,,,,,,1,11.30,Atlanta Hawks,turnover,,,,,,,,,,Teague,,,Lost Ball,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=5
,,,,,,,,,,1,11.17,Utah Jazz,shot,,,,,,,,,,Jefferson,2,,,made,,Turnaround Hook Shot,,,2-0,6,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=6
,,,,,,,,,,1,11.00,Atlanta Hawks,shot,,,,,,,,,,Teague,,,,missed,,Jump Shot,,,2-0,19,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=7
,,,,,,,,,,1,10.58,Utah Jazz,rebound,,,,,,,,,,,,,,,,,,,2-0,,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=8
,,,,,,,,,,1,10.42,Utah Jazz,shot,Tinsley,,,,,,,,,Foye,3,,,made,,3PT Jump Shot,,,5-0,26,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=9
,,,,,,,,,,1,10.27,Atlanta Hawks,shot,Smith,,,,,,,,,Harris,3,,,made,,3PT Jump Shot,,,5-3,25,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=10
,,,,,,,,,,1,10.05,Utah Jazz,shot,Jefferson,,,,,,,,,Carroll,2,,,made,,Layup,,,7-3,2,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=11
,,,,,,,,,,1,9.38,Atlanta Hawks,shot,,,,,,,,,,Smith,,,,missed,,3PT Jump Shot,,,7-3,25,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=14
,,,,,,,,,,1,9.37,Utah Jazz,rebound,,,,,,,,,,Carroll,,,,,,,,,7-3,,http://stats.nba.com/cvp.html?GameID=0021200533&GameEventID=15
