a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Houston Rockets,jumpball,,Lopez,,,Asik,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=1
,,,,,,,,,,1,11.44,Brooklyn Nets,shot,,,,,,,,,,Lopez,,,,missed,,Jump Shot,,,,18,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=2
,,,,,,,,,,1,11.43,Houston Rockets,rebound,,,,,,,,,,Harden,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=3
,,,,,,,,,,1,11.25,Brooklyn Nets,violation,,,,,,,,,,Lopez,,,Kicked Ball,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=6
,,,,,,,,,,1,11.15,Houston Rockets,shot,Parsons,,,,,,,,,Asik,2,,,made,,Reverse Layup,,,0-2,2,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=7
,,,,,,,,,,1,10.52,Brooklyn Nets,shot,,,,,,,,,,D. Williams,2,,,made,,Driving Reverse Layup,,,2-2,1,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=8
,,,,,,,,,,1,10.38,Houston Rockets,shot,,,,,,,,,,Lin,,,,missed,,3PT Jump Shot,,,2-2,25,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=10
,,,,,,,,,,1,10.37,Brooklyn Nets,rebound,,,,,,,,,,Evans,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=11
,,,,,,,,,,1,10.19,Brooklyn Nets,shot,,,,,,,,,,Wallace,,,,missed,,Driving Jump Shot,,,2-2,4,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=12
,,,,,,,,,,1,10.18,Houston Rockets,rebound,,,,,,,,,,Lin,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=13
,,,,,,,,,,1,10.10,Houston Rockets,turnover,,,,,,,,,,Lin,,,Bad Pass,,Williams,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=14
,,,,,,,,,,1,10.05,Brooklyn Nets,shot,,,,,,,,,,Johnson,,,,missed,,3PT Jump Shot,,,2-2,26,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=15
,,,,,,,,,,1,10.03,Houston Rockets,rebound,,,,,,,,,,Asik,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=16
,,,,,,,,,,1,9.52,Houston Rockets,shot,,,,,,,,,,Harden,,,,missed,,Jump Shot,,,2-2,15,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=17
,,,,,,,,,,1,9.51,Houston Rockets,rebound,,,,,,,,,,Asik,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=19
,,,,,,,,,,1,9.51,Houston Rockets,shot,,,,,,,,,,Asik,,,,missed,,Tip Shot,,,2-2,3,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=18
,,,,,,,,,,1,9.50,Houston Rockets,rebound,,,,,,,,,,Parsons,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=20
,,,,,,,,,,1,9.44,Houston Rockets,shot,,,,,,,,,,Parsons,,,,missed,,3PT Jump Shot,,,2-2,25,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=21
,,,,,,,,,,1,9.43,Brooklyn Nets,rebound,,,,,,,,,,,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200646&GameEventID=22
