a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.42,Cleveland Cavaliers,shot,,,,,,,,,,Gee,,,,missed,,3PT Jump Shot,,,,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=2
,,,,,,,,,,1,11.40,Detroit Pistons,rebound,,,,,,,,,,Maxiell,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=3
,,,,,,,,,,1,11.24,Cleveland Cavaliers,foul,,,,,,,,,,Thompson,,,,,,Shooting,,,,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=4
,,,,,,,,,,1,11.24,Detroit Pistons,free throw,,,,,,,1,,2,Monroe,,,foul,missed,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=5
,,,,,,,,,,1,11.24,Detroit Pistons,rebound,,,,,,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=6
,,,,,,,,,,1,11.24,Detroit Pistons,free throw,,,,,,,2,,2,Monroe,1,,foul,made,,,,,1-0,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=7
,,,,,,,,,,1,11.08,Cleveland Cavaliers,shot,,,,,,,,,,Thompson,,,,missed,,Layup,,,1-0,3,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=9
,,,,,,,,,,1,11.07,Cleveland Cavaliers,rebound,,,,,,,,,,Varejao,,,,,,,,,1-0,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=11
,,,,,,,,,,1,11.07,Cleveland Cavaliers,shot,,,,,,,,,,Varejao,2,,,made,,Tip Shot,,,1-2,1,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=10
,,,,,,,,,,1,10.41,Detroit Pistons,shot,,,,,,,,,,Prince,,,,missed,,Step Back Jump Shot,,,1-2,13,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=12
,,,,,,,,,,1,10.38,Detroit Pistons,rebound,,,,,,,,,,Singler,,,,,,,,,1-2,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=13
,,,,,,,,,,1,10.34,Detroit Pistons,shot,,,,,,,,,,Maxiell,,,,missed,,Jump Shot,,,1-2,14,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=14
,,,,,,,,,,1,10.34,Detroit Pistons,rebound,,,,,,,,,,,,,,,,,,,1-2,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=15
,,,,,,,,,,1,10.34,Cleveland Cavaliers,foul,,,,,,,,,,Thompson,,,,,,Loose ball,,,1-2,,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=16
,,,,,,,,,,1,10.14,Detroit Pistons,shot,,,,,,,,,,Maxiell,2,,,made,,Jump Hook Shot,,,3-2,8,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=17
,,,,,,,,,,1,9.54,Cleveland Cavaliers,shot,,,,,,,,,,Gee,,,,missed,,Jump Shot,,,3-2,16,http://stats.nba.com/cvp.html?GameID=0021200287&GameEventID=18
