a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Golden State Warriors,jumpball,,Monroe,,,Bogut,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=1
,,,,,,,,,,1,11.46,Golden State Warriors,shot,,,,,,,,,,Curry,3,,,made,,3PT Pullup Jump Shot,,,0-3,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=2
,,,,,,,,,,1,11.27,Detroit Pistons,shot,,,Bogut,,,,,,,Monroe,,,,missed,,Layup,,,0-3,2,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=3
,,,,,,,,,,1,11.25,Golden State Warriors,rebound,,,,,,,,,,Bogut,,,,,,,,,0-3,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=4
,,,,,,,,,,1,11.13,Golden State Warriors,shot,,,,,,,,,,Bogut,,,,missed,,Jump Shot,,,0-3,6,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=5
,,,,,,,,,,1,11.12,Golden State Warriors,rebound,,,,,,,,,,Bogut,,,,,,,,,0-3,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=6
,,,,,,,,,,1,11.12,Detroit Pistons,foul,,,,,,,,,,Singler,,,,,,Personal,,,0-3,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=7
,,,,,,,,,,1,11.02,Golden State Warriors,shot,Bogut,,,,,,,,,Lee,2,,,made,,Reverse Layup,,,0-5,1,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=8
,,,,,,,,,,1,10.47,Detroit Pistons,shot,,,,,,,,,,Stuckey,,,,missed,,Pullup Jump Shot,,,0-5,18,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=9
,,,,,,,,,,1,10.46,Golden State Warriors,rebound,,,,,,,,,,Barnes,,,,,,,,,0-5,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=10
,,,,,,,,,,1,10.28,Golden State Warriors,shot,Bogut,,,,,,,,,Barnes,2,,,made,,Driving Slam Dunk,,,0-7,1,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=11
,,,,,,,,,,1,10.09,Detroit Pistons,shot,Calderon,,,,,,,,,Maxiell,2,,,made,,Pullup Jump Shot,,,2-7,17,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=12
,,,,,,,,,,1,9.59,Golden State Warriors,shot,Curry,,,,,,,,,Lee,2,,,made,,Driving Layup,,,2-9,2,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=13
,,,,,,,,,,1,9.46,Detroit Pistons,shot,,,,,,,,,,Singler,,,,missed,,Jump Shot,,,2-9,17,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=14
,,,,,,,,,,1,9.45,Detroit Pistons,rebound,,,,,,,,,,Maxiell,,,,,,,,,2-9,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=15
,,,,,,,,,,1,9.41,Detroit Pistons,shot,Maxiell,,,,,,,,,Calderon,3,,,made,,3PT Pullup Jump Shot,,,5-9,27,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=16
,,,,,,,,,,1,9.24,Golden State Warriors,shot,Curry,,,,,,,,,Thompson,3,,,made,,3PT Pullup Jump Shot,,,5-12,27,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=17
,,,,,,,,,,1,9.05,Detroit Pistons,shot,,,,,,,,,,Calderon,,,,missed,,3PT Pullup Jump Shot,,,5-12,28,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=18
,,,,,,,,,,1,9.04,Golden State Warriors,rebound,,,,,,,,,,Bogut,,,,,,,,,5-12,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=19
,,,,,,,,,,1,8.58,Golden State Warriors,shot,,,,,,,,,,Curry,3,,,made,,3PT Pullup Jump Shot,,,5-15,28,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=20
,,,,,,,,,,1,8.48,Detroit Pistons,timeout,,,,,,,,,,,,,,,,,,,5-15,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=21
,,,,,,,,,,1,8.41,Detroit Pistons,shot,,,,,,,,,,Maxiell,,,,missed,,Running Jump Shot,,,5-15,11,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=23
,,,,,,,,,,1,8.40,Golden State Warriors,rebound,,,,,,,,,,Thompson,,,,,,,,,5-15,,http://stats.nba.com/cvp.html?GameID=0021200966&GameEventID=24
