a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.47,Oklahoma City Thunder,shot,Westbrook,,,,,,,,,Sefolosha,3,,,made,,3PT Jump Shot,,,3-0,25,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=2
,,,,,,,,,,1,11.33,Houston Rockets,shot,,,,,,,,,,Delfino,,,,missed,,3PT Jump Shot,,,3-0,24,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=3
,,,,,,,,,,1,11.32,Oklahoma City Thunder,rebound,,,,,,,,,,Durant,,,,,,,,,3-0,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=4
,,,,,,,,,,1,11.17,Oklahoma City Thunder,turnover,,,,,,,,,,Ibaka Poss,,,Lost Ball,,,,,,3-0,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=5
,,,,,,,,,,1,11.00,Houston Rockets,shot,Parsons,,,,,,,,,Harden,3,,,made,,3PT Jump Shot,,,3-3,25,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=6
,,,,,,,,,,1,10.39,Oklahoma City Thunder,shot,,,,,,,,,,Sefolosha,2,,,made,,Driving Jump Shot,,,5-3,3,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=7
,,,,,,,,,,1,10.31,Houston Rockets,turnover,,,,,,,,,,Lin,,,Bad Pass,,,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=8
,,,,,,,,,,1,10.18,Houston Rockets,foul,,,,,,,,,,Harden,,,,,,Shooting,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=9
,,,,,,,,,,1,10.13,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,2,,,made,,Pullup Jump Shot,,,7-3,20,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=10
,,,,,,,,,,1,9.57,Houston Rockets,shot,,,,,,,,,,Lin,,,,missed,,Driving Layup,,,7-3,4,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=11
,,,,,,,,,,1,9.55,Houston Rockets,rebound,,,,,,,,,,Parsons,,,,,,,,,7-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=12
,,,,,,,,,,1,9.53,Houston Rockets,shot,,,,,,,,,,Parsons,,,,missed,,Layup,,,7-3,2,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=13
,,,,,,,,,,1,9.52,Oklahoma City Thunder,rebound,,,,,,,,,,Westbrook,,,,,,,,,7-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=14
,,,,,,,,,,1,9.46,Oklahoma City Thunder,shot,,,,,,,,,,Thabeet,,,,missed,,Jump Shot,,,7-3,15,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=15
,,,,,,,,,,1,9.45,Houston Rockets,rebound,,,,,,,,,,Lin,,,,,,,,,7-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=16
,,,,,,,,,,1,9.36,Houston Rockets,shot,,,,,,,,,,Parsons,,,,missed,,Jump Shot,,,7-3,17,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=17
,,,,,,,,,,1,9.35,Oklahoma City Thunder,rebound,,,,,,,,,,Thabeet,,,,,,,,,7-3,,http://stats.nba.com/cvp.html?GameID=0021200804&GameEventID=18
