a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Toronto Raptors,jumpball,,Ibaka,,,Johnson,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=1
,,,,,,,,,,1,11.45,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Pullup Jump Shot,,,,20,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=2
,,,,,,,,,,1,11.43,Toronto Raptors,rebound,,,,,,,,,,Pietrus,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=3
,,,,,,,,,,1,11.39,Toronto Raptors,turnover,,,,,,,,,,Calderon,,,Lost Ball,,Westbrook,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=4
,,,,,,,,,,1,11.38,Toronto Raptors,foul,,,,,,,,,,Calderon,,,,,,Personal,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=5
,,,,,,,,,,1,11.29,Oklahoma City Thunder,shot,,,,,,,,,,Perkins,,,,missed,,Turnaround Jump Shot,,,,8,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=6
,,,,,,,,,,1,11.28,Toronto Raptors,rebound,,,,,,,,,,Davis,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=7
,,,,,,,,,,1,11.11,Toronto Raptors,shot,,,,,,,,,,DeRozan,,,,missed,,Jump Shot,,,,21,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=9
,,,,,,,,,,1,11.10,Oklahoma City Thunder,rebound,,,,,,,,,,Perkins,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=10
,,,,,,,,,,1,10.52,Oklahoma City Thunder,foul,,,,,,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=11
,,,,,,,,,,1,10.52,Oklahoma City Thunder,turnover,,,,,,,,,,Ibaka,,,Foul,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=12
,,,,,,,,,,1,10.28,Toronto Raptors,shot,,,,,,,,,,DeRozan,,,,missed,,Pullup Jump Shot,,,,17,http://stats.nba.com/cvp.html?GameID=0021200499&GameEventID=13
