a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Oklahoma City Thunder,jumpball,,Gasol,,,Ibaka,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=1
,,,,,,,,,,1,11.47,Memphis Grizzlies,shot,,,,,,,,,,Prince,,,,missed,,Jump Shot,,,,16,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=2
,,,,,,,,,,1,11.46,Oklahoma City Thunder,rebound,,,,,,,,,,Sefolosha,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=3
,,,,,,,,,,1,11.22,Oklahoma City Thunder,shot,Sefolosha,,,,,,,,,Ibaka,3,,,made,,3PT Jump Shot,,,0-3,25,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=5
,,,,,,,,,,1,10.59,Memphis Grizzlies,shot,,,,,,,,,,Conley,,,,missed,,Jump Shot,,,0-3,19,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=6
,,,,,,,,,,1,10.58,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,0-3,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=7
,,,,,,,,,,1,10.52,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Pullup Jump Shot,,,0-3,20,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=8
,,,,,,,,,,1,10.49,Memphis Grizzlies,rebound,,,,,,,,,,,,,,,,,,,0-3,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=9
,,,,,,,,,,1,10.32,Memphis Grizzlies,shot,,,,,,,,,,Gasol,,,,missed,,Turnaround Jump Shot,,,0-3,10,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=10
,,,,,,,,,,1,10.31,Oklahoma City Thunder,rebound,,,,,,,,,,Jackson,,,,,,,,,0-3,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=11
,,,,,,,,,,1,10.17,Oklahoma City Thunder,shot,Sefolosha,,,,,,,,,Perkins,2,,,made,,Turnaround Hook Shot,,,0-5,5,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=12
,,,,,,,,,,1,9.57,Memphis Grizzlies,shot,,,,,,,,,,Allen,,,,missed,,3PT Jump Shot,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=13
,,,,,,,,,,1,9.56,Oklahoma City Thunder,rebound,,,,,,,,,,Jackson,,,,,,,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=14
,,,,,,,,,,1,9.52,Oklahoma City Thunder,shot,,,,,,,,,,Jackson,,,,missed,,Reverse Layup,,,0-5,1,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=15
,,,,,,,,,,1,9.51,Oklahoma City Thunder,rebound,,,,,,,,,,Sefolosha,,,,,,,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=16
,,,,,,,,,,1,9.45,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,,,,missed,,3PT Jump Shot,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=17
,,,,,,,,,,1,9.44,Oklahoma City Thunder,rebound,,,,,,,,,,Durant,,,,,,,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=18
,,,,,,,,,,1,9.27,Memphis Grizzlies,foul,,,,,,,,,,Gasol,,,,,,Shooting,,,0-5,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=19
,,,,,,,,,,1,9.27,Oklahoma City Thunder,free throw,,,,,,,1,,2,Durant,1,,foul,made,,,,,0-6,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=20
,,,,,,,,,,1,9.27,Oklahoma City Thunder,free throw,,,,,,,2,,2,Durant,1,,foul,made,,,,,0-7,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=22
,,,,,,,,,,1,9.14,Memphis Grizzlies,shot,,,,,,,,,,Randolph,2,,,made,,Turnaround Bank Shot,,,2-7,4,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=24
,,,,,,,,,,1,9.14,Oklahoma City Thunder,foul,,,,,,,,,,Perkins,,,,,,Shooting,,,2-7,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=25
,,,,,,,,,,1,9.14,Memphis Grizzlies,free throw,,,,,,,1,,1,Randolph,1,,foul,made,,,,,3-7,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=26
,,,,,,,,,,1,9.03,Memphis Grizzlies,foul,,,,,,,,,,Allen,,,,,,Personal,,,3-7,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=28
,,,,,,,,,,1,8.55,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,,,,missed,,Jump Shot,,,3-7,3,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=29
,,,,,,,,,,1,8.54,Memphis Grizzlies,rebound,,,,,,,,,,Gasol,,,,,,,,,3-7,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=30
,,,,,,,,,,1,8.34,Memphis Grizzlies,shot,Allen,,,,,,,,,Prince,2,,,made,,Jump Shot,,,5-7,20,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=32
,,,,,,,,,,1,8.08,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,2,,,made,,Turnaround Jump Shot,,,5-9,3,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=33
,,,,,,,,,,1,7.50,Memphis Grizzlies,shot,Allen,,,,,,,,,Gasol,2,,,made,,Layup,,,7-9,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=34
,,,,,,,,,,1,7.29,Oklahoma City Thunder,shot,,,Gasol,,,,,,,Durant,,,,missed,,Jump Shot,,,7-9,5,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=35
,,,,,,,,,,1,7.27,Memphis Grizzlies,rebound,,,,,,,,,,Randolph,,,,,,,,,7-9,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=36
,,,,,,,,,,1,7.12,Memphis Grizzlies,shot,,,,,,,,,,Prince,,,,missed,,Jump Shot,,,7-9,18,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=37
,,,,,,,,,,1,7.10,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,7-9,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=38
,,,,,,,,,,1,6.50,Oklahoma City Thunder,shot,,,,,,,,,,Perkins,,,,missed,,Jump Shot,,,7-9,3,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=39
,,,,,,,,,,1,6.48,Memphis Grizzlies,rebound,,,,,,,,,,Conley,,,,,,,,,7-9,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=40
,,,,,,,,,,1,6.42,Memphis Grizzlies,shot,,,,,,,,,,Prince,,,,missed,,Jump Shot,,,7-9,3,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=41
,,,,,,,,,,1,6.42,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,7-9,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=42
,,,,,,,,,,1,6.33,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Turnaround Jump Shot,,,7-9,14,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=43
,,,,,,,,,,1,6.32,Memphis Grizzlies,rebound,,,,,,,,,,Randolph,,,,,,,,,7-9,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=44
,,,,,,,,,,1,6.17,Memphis Grizzlies,shot,Prince,,,,,,,,,Randolph,2,,,made,,Layup,,,9-9,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=46
,,,,,,,,,,1,6.05,Oklahoma City Thunder,shot,,,,,,,,,,Jackson,2,,,made,,Driving Reverse Layup,,,9-11,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=47
,,,,,,,,,,1,5.55,Oklahoma City Thunder,foul,,,,,,,,,,Jackson,,,,,,Personal,,,9-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=48
,,,,,,,,,,1,5.55,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,9-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=49
,,,,,,,,,,1,5.55,Oklahoma City Thunder,substitute,,,,Martin,,Sefolosha,,,,,,,,,,,,,9-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=51
,,,,,,,,,,1,5.43,Memphis Grizzlies,shot,,,,,,,,,,Prince,,,,missed,,Jump Shot,,,9-11,22,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=53
,,,,,,,,,,1,5.42,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,9-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=54
,,,,,,,,,,1,5.27,Oklahoma City Thunder,turnover,,,,,,,,,,Durant,,,Lost Ball,,Gasol,,,,9-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=55
,,,,,,,,,,1,5.23,Memphis Grizzlies,shot,Conley,,,,,,,,,Allen,2,,,made,,Alley Oop Layup,,,11-11,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=56
,,,,,,,,,,1,5.03,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,3PT Jump Shot,,,11-11,25,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=57
,,,,,,,,,,1,5.02,Memphis Grizzlies,rebound,,,,,,,,,,Gasol,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=58
,,,,,,,,,,1,4.49,Memphis Grizzlies,shot,,,,,,,,,,Conley,,,,missed,,Layup,,,11-11,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=59
,,,,,,,,,,1,4.48,Memphis Grizzlies,rebound,,,,,,,,,,Randolph,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=61
,,,,,,,,,,1,4.48,Memphis Grizzlies,shot,,,,,,,,,,Randolph,,,,missed,,Tip Shot,,,11-11,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=60
,,,,,,,,,,1,4.46,Memphis Grizzlies,rebound,,,,,,,,,,,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=62
,,,,,,,,,,1,4.46,Memphis Grizzlies,substitute,,,,Bayless,,Allen,,,,,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=63
,,,,,,,,,,1,4.27,Memphis Grizzlies,shot,,,,,,,,,,Randolph,,,,missed,,Step Back Jump Shot,,,11-11,12,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=64
,,,,,,,,,,1,4.26,Oklahoma City Thunder,rebound,,,,,,,,,,Perkins,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=65
,,,,,,,,,,1,4.07,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Jump Shot,,,11-11,17,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=66
,,,,,,,,,,1,4.06,Memphis Grizzlies,rebound,,,,,,,,,,Randolph,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=67
,,,,,,,,,,1,3.52,Memphis Grizzlies,shot,,,,,,,,,,Gasol,,,,missed,,Running Hook Shot,,,11-11,13,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=68
,,,,,,,,,,1,3.51,Oklahoma City Thunder,rebound,,,,,,,,,,Jackson,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=69
,,,,,,,,,,1,3.45,Oklahoma City Thunder,shot,,,,,,,,,,Perkins,,,,missed,,Reverse Layup,,,11-11,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=70
,,,,,,,,,,1,3.43,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,11-11,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=71
,,,,,,,,,,1,3.42,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,2,,,made,,Layup,,,11-13,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=72
,,,,,,,,,,1,3.19,Memphis Grizzlies,shot,,,,,,,,,,Conley,2,,,made,,Turnaround Jump Shot,,,13-13,4,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=73
,,,,,,,,,,1,3.19,Oklahoma City Thunder,foul,,,,,,,,,,Jackson,,,,,,Shooting,,,13-13,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=74
,,,,,,,,,,1,3.19,Oklahoma City Thunder,substitute,,,,Fisher,,Perkins,,,,,,,,,,,,,13-13,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=75
,,,,,,,,,,1,3.19,Oklahoma City Thunder,substitute,,,,Collison,,Jackson,,,,,,,,,,,,,13-13,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=76
,,,,,,,,,,1,3.19,Memphis Grizzlies,substitute,,,,Arthur,,Randolph,,,,,,,,,,,,,13-13,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=77
,,,,,,,,,,1,3.19,Memphis Grizzlies,free throw,,,,,,,1,,1,Conley,1,,foul,made,,,,,14-13,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=78
,,,,,,,,,,1,3.05,Oklahoma City Thunder,shot,Collison,,,,,,,,,Martin,2,,,made,,Pullup Jump Shot,,,14-15,15,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=80
,,,,,,,,,,1,2.39,Memphis Grizzlies,shot,,,,,,,,,,Gasol,,,,missed,,Turnaround Fadeaway Shot,,,14-15,9,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=81
,,,,,,,,,,1,2.37,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,14-15,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=82
,,,,,,,,,,1,2.25,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Jump Shot,,,14-15,12,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=83
,,,,,,,,,,1,2.24,Memphis Grizzlies,rebound,,,,,,,,,,Gasol,,,,,,,,,14-15,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=84
,,,,,,,,,,1,2.10,Memphis Grizzlies,shot,,,,,,,,,,Conley,2,,,made,,Turnaround Jump Shot,,,16-15,4,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=85
,,,,,,,,,,1,1.52,Memphis Grizzlies,foul,,,,,,,,,,Bayless,,,,,,Shooting,,,16-15,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=86
,,,,,,,,,,1,1.52,Memphis Grizzlies,timeout,,,,,,,,,,,,,,,,,,,16-15,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=87
,,,,,,,,,,1,1.52,Oklahoma City Thunder,free throw,,,,,,,1,,2,Martin,1,,foul,made,,,,,16-16,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=90
,,,,,,,,,,1,1.52,Oklahoma City Thunder,free throw,,,,,,,2,,2,Martin,1,,foul,made,,,,,16-17,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=92
,,,,,,,,,,1,1.28,Memphis Grizzlies,shot,,,,,,,,,,Bayless,2,,,made,,Step Back Jump Shot,,,18-17,18,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=94
,,,,,,,,,,1,1.02,Oklahoma City Thunder,shot,,,,,,,,,,Durant,2,,,made,,Pullup Jump Shot,,,18-19,14,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=95
,,,,,,,,,,1,0.52,Memphis Grizzlies,shot,,,,,,,,,,Gasol,,,,missed,,Jump Shot,,,18-19,16,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=96
,,,,,,,,,,1,0.50,Oklahoma City Thunder,rebound,,,,,,,,,,Fisher,,,,,,,,,18-19,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=97
,,,,,,,,,,1,0.41,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Running Jump Shot,,,18-19,10,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=98
,,,,,,,,,,1,0.41,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,18-19,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=100
,,,,,,,,,,1,0.41,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,2,,,made,,Putback Dunk,,,18-21,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=99
,,,,,,,,,,1,0.30,Memphis Grizzlies,shot,,,,,,,,,,Prince,,,,missed,,3PT Jump Shot,,,18-21,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=101
,,,,,,,,,,1,0.29,Memphis Grizzlies,rebound,,,,,,,,,,Prince,,,,,,,,,18-21,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=102
,,,,,,,,,,1,0.11,Memphis Grizzlies,shot,,,,,,,,,,Conley,,,,missed,,Fadeaway Jumper,,,18-21,16,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=103
,,,,,,,,,,1,0.10,Memphis Grizzlies,rebound,,,,,,,,,,,,,,,,,,,18-21,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=104
,,,,,,,,,,1,0.07,Memphis Grizzlies,shot,,,,,,,,,,Conley,,,,missed,,Layup,,,18-21,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=106
,,,,,,,,,,1,0.05,Oklahoma City Thunder,rebound,,,,,,,,,,Fisher,,,,,,,,,18-21,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=107
,,,,,,,,,,1,0.02,Oklahoma City Thunder,shot,Fisher,,,,,,,,,Martin,2,,,made,,Dunk,,,18-23,1,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=108
,,,,,,,,,,1,0.00,Memphis Grizzlies,shot,,,,,,,,,,Bayless,,,,missed,,3PT Running Jump Shot,,,18-23,44,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=109
,,,,,,,,,,1,0.00,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,18-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=110
,,,,,,,,,,2,11.46,Oklahoma City Thunder,foul,,,,,,,,,,,,,,,,,,,18-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=115
,,,,,,,,,,2,11.46,Oklahoma City Thunder,turnover,,,,,,,,,,Collison,,,Foul,,,,,,18-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=116
,,,,,,,,,,2,11.33,Memphis Grizzlies,shot,,,,,,,,,,Arthur,,,,missed,,Jump Shot,,,18-23,20,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=117
,,,,,,,,,,2,11.33,Memphis Grizzlies,rebound,,,,,,,,,,,,,,,,,,,18-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=118
,,,,,,,,,,2,11.33,Oklahoma City Thunder,foul,,,,,,,,,,Collison,,,,,,Loose ball,,,18-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=119
,,,,,,,,,,2,11.18,Memphis Grizzlies,shot,Bayless,,,,,,,,,Pondexter,3,,,made,,3PT Jump Shot,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=120
,,,,,,,,,,2,11.03,Oklahoma City Thunder,shot,,,,,,,,,,Martin,,,,missed,,3PT Jump Shot,,,21-23,25,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=121
,,,,,,,,,,2,11.02,Memphis Grizzlies,rebound,,,,,,,,,,Pondexter,,,,,,,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=122
,,,,,,,,,,2,10.53,Memphis Grizzlies,shot,,,,,,,,,,Dooling,,,,missed,,3PT Jump Shot,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=123
,,,,,,,,,,2,10.51,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=124
,,,,,,,,,,2,10.48,Oklahoma City Thunder,foul,,,,,,,,,,Durant,,,,,,Offensive Charge,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=125
,,,,,,,,,,2,10.48,Oklahoma City Thunder,turnover,,,,,,,,,,Durant,,,Foul,,,,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=126
,,,,,,,,,,2,10.48,Oklahoma City Thunder,substitute,,,,Jackson,,Ibaka,,,,,,,,,,,,,21-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=127
,,,,,,,,,,2,10.36,Memphis Grizzlies,shot,Randolph,,,,,,,,,Bayless,3,,,made,,3PT Jump Shot,,,24-23,24,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=128
,,,,,,,,,,2,10.27,Memphis Grizzlies,foul,,,,,,,,,,Pondexter,,,,,,Shooting,,,24-23,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=129
,,,,,,,,,,2,10.27,Oklahoma City Thunder,free throw,,,,,,,1,,2,Durant,1,,foul,made,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=130
,,,,,,,,,,2,10.27,Oklahoma City Thunder,free throw,,,,,,,2,,2,Durant,,,foul,missed,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=132
,,,,,,,,,,2,10.25,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=135
,,,,,,,,,,2,10.25,Oklahoma City Thunder,shot,,,,,,,,,,Collison,,,,missed,,Tip Shot,,,24-24,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=134
,,,,,,,,,,2,10.24,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=136
,,,,,,,,,,2,10.24,Oklahoma City Thunder,turnover,,,,,,,,,,Collison Out of Bounds,,,Lost Ball,,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=137
,,,,,,,,,,2,10.02,Memphis Grizzlies,shot,,,,,,,,,,Randolph,,,,missed,,Step Back Jump Shot,,,24-24,16,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=138
,,,,,,,,,,2,10.01,Memphis Grizzlies,rebound,,,,,,,,,,Arthur,,,,,,,,,24-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=140
,,,,,,,,,,2,10.01,Memphis Grizzlies,shot,,,,,,,,,,Arthur,2,,,made,,Tip Shot,,,26-24,3,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=139
,,,,,,,,,,2,9.39,Oklahoma City Thunder,turnover,,,,,,,,,,Durant,,,Bad Pass,,Randolph,,,,26-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=141
,,,,,,,,,,2,9.25,Memphis Grizzlies,shot,Bayless,,,,,,,,,Randolph,2,,,made,,Layup,,,28-24,2,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=142
,,,,,,,,,,2,9.25,Oklahoma City Thunder,foul,,,,,,,,,,Collison,,,,,,Shooting,,,28-24,,http://stats.nba.com/cvp.html?GameID=0041200225&GameEventID=143
