a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.42,Phoenix Suns,shot,,,,,,,,,,Beasley,,,,missed,,Driving Jump Shot,,,,6,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=2
,,,,,,,,,,1,11.41,New York Knicks,rebound,,,,,,,,,,Thomas,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=3
,,,,,,,,,,1,11.23,New York Knicks,shot,,,,,,,,,,Anthony,,,,missed,,Jump Shot,,,,20,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=4
,,,,,,,,,,1,11.22,Phoenix Suns,rebound,,,,,,,,,,Dragic,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=5
,,,,,,,,,,1,11.15,Phoenix Suns,turnover,,,,,,,,,,Dragic,,,Traveling,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=6
,,,,,,,,,,1,11.01,New York Knicks,shot,Anthony,,,,,,,,,Felton,2,,,made,,Jump Shot,,,0-2,20,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=7
,,,,,,,,,,1,10.41,Phoenix Suns,shot,Morris,,,,,,,,,Beasley,2,,,made,,Jump Shot,,,2-2,24,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=8
,,,,,,,,,,1,10.29,New York Knicks,shot,,,,,,,,,,Anthony,2,,,made,,Jump Shot,,,2-4,15,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=9
,,,,,,,,,,1,10.13,Phoenix Suns,shot,,,,,,,,,,Gortat,2,,,made,,Turnaround Fadeaway,,,4-4,9,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=10
,,,,,,,,,,1,10.04,Phoenix Suns,foul,,,,,,,,,,Morris,,,,,,Shooting,,,4-4,,http://stats.nba.com/cvp.html?GameID=0021200243&GameEventID=11
