a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.56,Denver Nuggets,turnover,,,,,,,,,,Miller,,,Bad Pass,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=2
,,,,,,,,,,1,11.39,San Antonio Spurs,shot,,,,,,,,,,Green,2,,,made,,Jump Shot,,,2-0,19,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=3
,,,,,,,,,,1,11.25,Denver Nuggets,turnover,,,,,,,,,,Miller,,,Traveling,,,,,,2-0,,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=4
,,,,,,,,,,1,11.13,San Antonio Spurs,shot,,,,,,,,,,De Colo,2,,,made,,Jump Shot,,,4-0,13,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=5
,,,,,,,,,,1,10.54,Denver Nuggets,shot,,,,,,,,,,Faried,,,,missed,,Layup,,,4-0,2,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=6
,,,,,,,,,,1,10.53,San Antonio Spurs,rebound,,,,,,,,,,Splitter,,,,,,,,,4-0,,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=7
,,,,,,,,,,1,10.44,San Antonio Spurs,shot,De Colo,,,,,,,,,Duncan,2,,,made,,Jump Shot,,,6-0,21,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=8
,,,,,,,,,,1,10.24,Denver Nuggets,shot,,,,,,,,,,Iguodala,,,,missed,,Jump Shot,,,6-0,15,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=9
,,,,,,,,,,1,10.23,San Antonio Spurs,rebound,,,,,,,,,,De Colo,,,,,,,,,6-0,,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=10
,,,,,,,,,,1,10.10,San Antonio Spurs,shot,,,,,,,,,,Green,,,,missed,,Jump Shot,,,6-0,16,http://stats.nba.com/cvp.html?GameID=0021201172&GameEventID=11
