a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance 
,,,,,,,,,,2,0.52,Dallas Mavericks,shot,,,,,,,,,,Haywood,2,,,made,,Slam Dunk,,,44-52,,
,,,,,,,,,,2,0.33,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,,,,missed,,Jump Shot,,,44-52,11,
,,,,,,,,,,2,0.31,Oklahoma City Thunder,rebound,,,,,,,,,,Perkins,,,,,,,,,44-52,,
,,,,,,,,,,2,0.31,Oklahoma City Thunder,shot,,,,,,,,,,Perkins,,,,missed,,Layup,,,44-52,1,
,,,,,,,,,,2,0.31,Oklahoma City Thunder,rebound,,,,,,,,,,Perkins,,,,,,,,,44-52,,
,,,,,,,,,,2,0.31,Oklahoma City Thunder,turnover,,,,,,,,,,Perkins,,,Out of Bounds Lost Ball,,,,,,44-52,,
,,,,,,,,,,2,0.09,Dallas Mavericks,shot,Nowitzki,,,,,,,,,Terry,2,,,made,,Pullup Jump Shot,,,44-54,18,
,,,,,,,,,,2,0.00,Oklahoma City Thunder,shot,Westbrook,,,,,,,,,Harden,3,,,made,,3PT Jump Shot,,,47-54,25,
,,,,,,,,,,3,11.36,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,2,,,made,,Step Back Jump Shot,,,47-56,12,
,,,,,,,,,,3,11.22,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,2,,,made,,Jump Shot,,,49-56,9,
,,,,,,,,,,3,10.56,Dallas Mavericks,shot,,,,,,,,,,Marion,,,,missed,,Jump Shot,,,49-56,19,
,,,,,,,,,,3,10.54,Oklahoma City Thunder,rebound,,,,,,,,,,Harden,,,,,,,,,49-56,,
,,,,,,,,,,3,10.34,Oklahoma City Thunder,shot,,,,,,,,,,Durant,2,,,made,,Pullup Jump Shot,,,51-56,18,
,,,,,,,,,,3,10.15,Dallas Mavericks,shot,,,,,,,,,,West,,,,missed,,Turnaround Fadeaway Shot,,,51-56,9,
,,,,,,,,,,3,10.13,Oklahoma City Thunder,rebound,,,,,,,,,,Harden,,,,,,,,,51-56,,
,,,,,,,,,,3,10.04,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Jump Shot,,,51-56,22,
,,,,,,,,,,3,10.03,Dallas Mavericks,rebound,,,,,,,,,,Kidd,,,,,,,,,51-56,,
,,,,,,,,,,3,9.51,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,,,,missed,,Step Back Jump Shot,,,51-56,13,
,,,,,,,,,,3,9.48,Oklahoma City Thunder,rebound,,,,,,,,,,Westbrook,,,,,,,,,51-56,,
,,,,,,,,,,3,9.27,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,3PT Jump Shot,,,51-56,26,
,,,,,,,,,,3,9.26,Dallas Mavericks,rebound,,,,,,,,,,Nowitzki,,,,,,,,,51-56,,
,,,,,,,,,,3,9.16,Dallas Mavericks,shot,,,,,,,,,,Marion,,,,missed,,Floating Jump Shot,,,51-56,10,
,,,,,,,,,,3,9.13,Oklahoma City Thunder,rebound,,,,,,,,,,Harden,,,,,,,,,51-56,,
,,,,,,,,,,3,9.13,Dallas Mavericks,foul,,,,,,,,,,Nowitzki,,,,,,Personal,,,51-56,,
,,,,,,,,,,3,8.57,Oklahoma City Thunder,turnover,,,,,,,,,,Durant,,,Bad Pass,,,,,,51-56,,
,,,,,,,,,,3,8.46,Dallas Mavericks,shot,Kidd,,,,,,,,,Nowitzki,2,,,made,,Turnaround Jump Shot,,,51-58,14,
,,,,,,,,,,3,8.26,Oklahoma City Thunder,shot,,,,,,,,,,Harden,,,,missed,,Jump Shot,,,51-58,19,
,,,,,,,,,,3,8.25,Dallas Mavericks,rebound,,,,,,,,,,Marion,,,,,,,,,51-58,,
,,,,,,,,,,3,8.09,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,,,,missed,,3PT Jump Shot,,,51-58,24,
,,,,,,,,,,3,8.08,Oklahoma City Thunder,rebound,,,,,,,,,,Westbrook,,,,,,,,,51-58,,
,,,,,,,,,,3,8.06,Dallas Mavericks,foul,,,,,,,,,,Kidd,,,,,,Personal,,,51-58,,
,,,,,,,,,,3,7.50,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,3PT Jump Shot,,,51-58,26,
,,,,,,,,,,3,7.49,Dallas Mavericks,rebound,,,,,,,,,,Haywood,,,,,,,,,51-58,,
,,,,,,,,,,3,7.36,Dallas Mavericks,shot,,,,,,,,,,West,2,,,made,,Running Layup,,,51-60,2,
,,,,,,,,,,3,7.12,Oklahoma City Thunder,shot,,,,,,,,,,Harden,,,,missed,,Driving Layup,,,51-60,2,
,,,,,,,,,,3,7.09,Dallas Mavericks,rebound,,,,,,,,,,Nowitzki,,,,,,,,,51-60,,
,,,,,,,,,,3,7.00,Dallas Mavericks,shot,,,,,,,,,,Marion,2,,,made,,Floating Jump Shot,,,51-62,10,
,,,,,,,,,,3,6.59,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,51-62,,
,,,,,,,,,,3,6.42,Oklahoma City Thunder,shot,,,,,,,,,,Durant,2,,,made,,Step Back Jump Shot,,,53-62,11,
,,,,,,,,,,3,6.23,Dallas Mavericks,shot,,,,,,,,,,Marion,2,,,made,,Driving Reverse Layup,,,53-64,2,
,,,,,,,,,,3,6.02,Oklahoma City Thunder,turnover,,,,,,,,,,Durant,,,Palming,,,,,,53-64,,
,,,,,,,,,,3,5.57,Dallas Mavericks,shot,,,,,,,,,,Marion,2,,,made,,Turnaround Bank Shot,,,53-66,8,
,,,,,,,,,,3,5.48,Oklahoma City Thunder,turnover,,,,,,,,,,Harden,,,Bad Pass,,,,,,53-66,,
,,,,,,,,,,3,5.32,Dallas Mavericks,shot,Kidd,,,,,,,,,Nowitzki,2,,,made,,Driving Layup,,,53-68,3,
,,,,,,,,,,3,5.19,Dallas Mavericks,foul,,,,,,,,,,Kidd,,,,,,Personal,,,53-68,,
,,,,,,,,,,3,5.11,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Jump Shot,,,53-68,14,
,,,,,,,,,,3,5.09,Dallas Mavericks,rebound,,,,,,,,,,Nowitzki,,,,,,,,,53-68,,
,,,,,,,,,,3,4.59,Dallas Mavericks,turnover,,,,,,,,,,Nowitzki,,,Lost Ball,,,,,,53-68,,
,,,,,,,,,,3,4.54,Oklahoma City Thunder,shot,Ibaka,,,,,,,,,Westbrook,2,,,made,,Running Layup,,,55-68,1,
,,,,,,,,,,3,4.44,Dallas Mavericks,substitute,,,,Odom,,Nowitzki,,,,,,,,,,,,,55-68,,
,,,,,,,,,,3,4.44,Dallas Mavericks,substitute,,,,Terry,,West,,,,,,,,,,,,,55-68,,
,,,,,,,,,,3,4.38,Dallas Mavericks,shot,,,,,,,,,,Odom,,,,missed,,3PT Jump Shot,,,55-68,25,
,,,,,,,,,,3,4.37,Oklahoma City Thunder,rebound,,,,,,,,,,Durant,,,,,,,,,55-68,,
,,,,,,,,,,3,4.19,Dallas Mavericks,foul,,,,,,,,,,Haywood,,,,,,Personal Block,,,55-68,,
,,,,,,,,,,3,4.19,Oklahoma City Thunder,substitute,,,,Maynor,,Ibaka,,,,,,,,,,,,,55-68,,
,,,,,,,,,,3,4.13,Dallas Mavericks,foul,,,,,,,,,,Haywood,,,,,,Personal,,,55-68,,
,,,,,,,,,,3,4.13,Oklahoma City Thunder,free throw,,,,,,,1,,2,Westbrook,,,foul,missed,,,,,55-68,,
,,,,,,,,,,3,4.13,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,55-68,,
,,,,,,,,,,3,4.13,Dallas Mavericks,substitute,,,,Mahinmi,,Haywood,,,,,,,,,,,,,55-68,,
,,,,,,,,,,3,4.13,Oklahoma City Thunder,free throw,,,,,,,2,,2,Westbrook,1,,foul,made,,,,,56-68,,
,,,,,,,,,,3,3.54,Dallas Mavericks,turnover,,,,,,,,,,Kidd,,,Bad Pass,,,,,,56-68,,
,,,,,,,,,,3,3.51,Oklahoma City Thunder,shot,,,,,,,,,,Harden,2,,,made,,Driving Layup,,,58-68,1,
,,,,,,,,,,3,3.51,Dallas Mavericks,foul,,,,,,,,,,Odom,,,,,,Shooting,,,58-68,,
,,,,,,,,,,3,3.51,Dallas Mavericks,timeout,,,,,,,,,,,,,,,,,,,58-68,,
,,,,,,,,,,3,3.51,Dallas Mavericks,substitute,,,,Carter,,Marion,,,,,,,,,,,,,58-68,,
,,,,,,,,,,3,3.51,Oklahoma City Thunder,free throw,,,,,,,1,,1,Harden,1,,foul,made,,,,,59-68,,
,,,,,,,,,,3,3.32,Dallas Mavericks,foul,,,,,,,,,,Mahinmi,,,,,,Offensive Charge,,,59-68,,
,,,,,,,,,,3,3.32,Dallas Mavericks,turnover,,,,,,,,,,Mahinmi,,,Foul,,,,,,59-68,,
,,,,,,,,,,3,3.19,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,2,,,made,,Driving Layup,,,61-68,2,
,,,,,,,,,,3,3.05,Dallas Mavericks,shot,Carter,,,,,,,,,Mahinmi,2,,,made,,Running Dunk,,,61-70,,
,,,,,,,,,,3,2.50,Oklahoma City Thunder,turnover,,,,,,,,,,Maynor,,,Out of Bounds Lost Ball,,,,,,61-70,,
,,,,,,,,,,3,2.31,Dallas Mavericks,shot,Odom,,,,,,,,,Mahinmi,2,,,made,,Jump Shot,,,61-72,13,
,,,,,,,,,,3,2.09,Dallas Mavericks,foul,,,,,,,,,,Mahinmi,,,,,,Shooting,,,61-72,,
,,,,,,,,,,3,2.09,Oklahoma City Thunder,free throw,,,,,,,1,,2,Perkins,1,,foul,made,,,,,62-72,,
,,,,,,,,,,3,2.09,Oklahoma City Thunder,substitute,,,,Hayward,,Harden,,,,,,,,,,,,,62-72,,
,,,,,,,,,,3,2.09,Dallas Mavericks,substitute,,,,Nowitzki,,Kidd,,,,,,,,,,,,,62-72,,
,,,,,,,,,,3,2.09,Oklahoma City Thunder,free throw,,,,,,,2,,2,Perkins,1,,foul,made,,,,,63-72,,
,,,,,,,,,,3,1.47,Dallas Mavericks,shot,,,,,,,,,,Mahinmi,,,,missed,,Layup,,,63-72,2,
,,,,,,,,,,3,1.47,Dallas Mavericks,rebound,,,,,,,,,,,,,,,,,,,63-72,,
,,,,,,,,,,3,1.47,Oklahoma City Thunder,substitute,,,,Collison,,Perkins,,,,,,,,,,,,,63-72,,
,,,,,,,,,,3,1.44,Dallas Mavericks,shot,,,,,,,,,,Terry,,,,missed,,3PT Jump Shot,,,63-72,25,
,,,,,,,,,,3,1.43,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,63-72,,
,,,,,,,,,,3,1.33,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,3PT Jump Shot,,,63-72,24,
,,,,,,,,,,3,1.32,Dallas Mavericks,rebound,,,,,,,,,,Mahinmi,,,,,,,,,63-72,,
,,,,,,,,,,3,1.15,Dallas Mavericks,shot,Carter,,,,,,,,,Nowitzki,3,,,made,,3PT Jump Shot,,,63-75,,
,,,,,,,,,,3,0.52,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Driving Layup,,,63-75,1,
,,,,,,,,,,3,0.51,Dallas Mavericks,rebound,,,,,,,,,,Mahinmi,,,,,,,,,63-75,,
,,,,,,,,,,3,0.38,Oklahoma City Thunder,foul,,,,,,,,,,Hayward,,,,,,Shooting,,,63-75,,
,,,,,,,,,,3,0.38,Dallas Mavericks,free throw,,,,,,,1,,2,Carter,1,,foul,made,,,,,63-76,,
,,,,,,,,,,3,0.38,Oklahoma City Thunder,substitute,,,,Ibaka,,Durant,,,,,,,,,,,,,63-76,,
,,,,,,,,,,3,0.38,Dallas Mavericks,substitute,,,,Cardinal,,Odom,,,,,,,,,,,,,63-76,,
,,,,,,,,,,3,0.38,Dallas Mavericks,free throw,,,,,,,2,,2,Carter,1,,foul,made,,,,,63-77,,
,,,,,,,,,,3,0.33,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Layup,,,63-77,2,
,,,,,,,,,,3,0.33,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,63-77,,
,,,,,,,,,,3,0.33,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,2,,,made,,Slam Dunk,,,65-77,1,
,,,,,,,,,,3,0.33,Oklahoma City Thunder,foul,,,,,,,,,,Westbrook,,,,,,Technical,,,65-77,,
,,,,,,,,,,3,0.33,Dallas Mavericks,free throw,,,,,,,,,,Nowitzki,1,,Technical,made,,,,,65-78,,
,,,,,,,,,,3,0.33,Oklahoma City Thunder,substitute,,,,Jackson,,Westbrook,,,,,,,,,,,,,65-78,,
,,,,,,,,,,3,0.11,Dallas Mavericks,shot,,,,,,,,,,Carter,,,,missed,,Turnaround Jump Shot,,,65-78,3,
,,,,,,,,,,3,0.10,Dallas Mavericks,rebound,,,,,,,,,,Mahinmi,,,,,,,,,65-78,,
,,,,,,,,,,3,0.00,Dallas Mavericks,shot,,,,,,,,,,Cardinal,,,,missed,,3PT Jump Shot,,,65-78,,
,,,,,,,,,,3,0.00,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,65-78,,
,,,,,,,,,,4,11.45,Oklahoma City Thunder,shot,,,,,,,,,,Jackson,,,,missed,,3PT Jump Shot,,,65-78,26,
,,,,,,,,,,4,11.44,Dallas Mavericks,rebound,,,,,,,,,,Odom,,,,,,,,,65-78,,
,,,,,,,,,,4,11.29,Oklahoma City Thunder,foul,,,,,,,,,,Maynor,,,,,,Personal,,,65-78,,
,,,,,,,,,,4,11.16,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,,,,missed,,Step Back Jump Shot,,,65-78,14,
,,,,,,,,,,4,11.14,Oklahoma City Thunder,rebound,,,,,,,,,,Jackson,,,,,,,,,65-78,,
,,,,,,,,,,4,11.00,Oklahoma City Thunder,shot,,,,,,,,,,Jackson,,,,missed,,3PT Jump Shot,,,65-78,25,
,,,,,,,,,,4,10.58,Dallas Mavericks,rebound,,,,,,,,,,Odom,,,,,,,,,65-78,,
,,,,,,,,,,4,10.46,Dallas Mavericks,shot,,,,,,,,,,Mahinmi,,,,missed,,Jump Shot,,,65-78,17,
,,,,,,,,,,4,10.45,Oklahoma City Thunder,rebound,,,,,,,,,,Hayward,,,,,,,,,65-78,,
,,,,,,,,,,4,10.38,Oklahoma City Thunder,shot,,,,,,,,,,Hayward,,,,missed,,Pullup Jump Shot,,,65-78,13,
,,,,,,,,,,4,10.37,Dallas Mavericks,rebound,,,,,,,,,,Carter,,,,,,,,,65-78,,
,,,,,,,,,,4,10.22,Dallas Mavericks,shot,Terry,,,,,,,,,Mahinmi,2,,,made,,Slam Dunk,,,65-80,1,
,,,,,,,,,,4,9.55,Oklahoma City Thunder,shot,,,,,,,,,,Jackson,,,,missed,,3PT Jump Shot,,,65-80,27,
,,,,,,,,,,4,9.55,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,65-80,,
,,,,,,,,,,4,9.55,Oklahoma City Thunder,turnover,,,,,,,,,,,,,Shot Clock,,,,,,65-80,,
,,,,,,,,,,4,9.39,Dallas Mavericks,shot,,,,,,,,,,Terry,,,,missed,,3PT Jump Shot,,,65-80,,
,,,,,,,,,,4,9.38,Dallas Mavericks,rebound,,,,,,,,,,Odom,,,,,,,,,65-80,,
,,,,,,,,,,4,9.35,Oklahoma City Thunder,foul,,,,,,,,,,Ibaka,,,,,,Shooting,,,65-80,,
,,,,,,,,,,4,9.35,Dallas Mavericks,free throw,,,,,,,1,,2,Odom,,,foul,missed,,,,,65-80,,
,,,,,,,,,,4,9.35,Dallas Mavericks,rebound,,,,,,,,,,,,,,,,,,,65-80,,
,,,,,,,,,,4,9.35,Dallas Mavericks,free throw,,,,,,,2,,2,Odom,1,,foul,made,,,,,65-81,,
,,,,,,,,,,4,9.28,Oklahoma City Thunder,shot,Jackson,,,,,,,,,Maynor,3,,,made,,3PT Jump Shot,,,68-81,26,
,,,,,,,,,,4,9.00,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,2,,,made,,Turnaround Fadeaway,,,68-83,13,
,,,,,,,,,,4,8.35,Oklahoma City Thunder,shot,,,,,,,,,,Maynor,2,,,made,,Turnaround Jump Shot,,,70-83,11,
,,,,,,,,,,4,8.18,Oklahoma City Thunder,foul,,,,,,,,,,Collison,,,,,,Personal,,,70-83,,
,,,,,,,,,,4,8.18,Dallas Mavericks,substitute,,,,Kidd,,Odom,,,,,,,,,,,,,70-83,,
,,,,,,,,,,4,8.18,Oklahoma City Thunder,substitute,,,,Durant,,Hayward,,,,,,,,,,,,,70-83,,
,,,,,,,,,,4,8.18,Oklahoma City Thunder,substitute,,,,Westbrook,,Jackson,,,,,,,,,,,,,70-83,,
,,,,,,,,,,4,8.03,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,,,,missed,,3PT Jump Shot,,,70-83,,
,,,,,,,,,,4,8.02,Oklahoma City Thunder,rebound,,,,,,,,,,Westbrook,,,,,,,,,70-83,,
,,,,,,,,,,4,7.50,Oklahoma City Thunder,shot,Maynor,,,,,,,,,Durant,3,,,made,,3PT Jump Shot,,,73-83,26,
,,,,,,,,,,4,7.27,Dallas Mavericks,shot,Nowitzki,,,,,,,,,Terry,3,,,made,,3PT Jump Shot,,,73-86,,
,,,,,,,,,,4,7.12,Oklahoma City Thunder,turnover,,,,,,,,,,Westbrook,,,Lost Ball,,,,,,73-86,,
,,,,,,,,,,4,7.04,Dallas Mavericks,shot,,,,,,,,,,Nowitzki,,,,missed,,3PT Jump Shot,,,73-86,25,
,,,,,,,,,,4,7.03,Oklahoma City Thunder,rebound,,,,,,,,,,Collison,,,,,,,,,73-86,,
,,,,,,,,,,4,6.49,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,Jump Shot,,,73-86,5,
,,,,,,,,,,4,6.49,Dallas Mavericks,rebound,,,,,,,,,,,,,,,,,,,73-86,,
,,,,,,,,,,4,6.49,Oklahoma City Thunder,foul,,,,,,,,,,Ibaka,,,,,,Personal,,,73-86,,
,,,,,,,,,,4,6.49,Dallas Mavericks,substitute,,,,Odom,,Nowitzki,,,,,,,,,,,,,73-86,,
,,,,,,,,,,4,6.49,Oklahoma City Thunder,substitute,,,,Harden,,Collison,,,,,,,,,,,,,73-86,,
,,,,,,,,,,4,6.49,Oklahoma City Thunder,substitute,,,,Perkins,,Maynor,,,,,,,,,,,,,73-86,,
,,,,,,,,,,4,6.31,Dallas Mavericks,shot,,,,,,,,,,Terry,,,,missed,,Layup,,,73-86,3,
,,,,,,,,,,4,6.30,Oklahoma City Thunder,rebound,,,,,,,,,,Harden,,,,,,,,,73-86,,
,,,,,,,,,,4,6.27,Oklahoma City Thunder,shot,Harden,,,,,,,,,Durant,2,,,made,,Running Dunk,,,75-86,,
,,,,,,,,,,4,6.06,Oklahoma City Thunder,violation,,,,,,,,,,Ibaka,,,Kicked Ball,,,,,,75-86,,
,,,,,,,,,,4,6.06,Dallas Mavericks,timeout,,,,,,,,,,,,,,,,,,,75-86,,
,,,,,,,,,,4,5.59,Dallas Mavericks,shot,,,,,,,,,,Carter,,,,missed,,Pullup Jump Shot,,,75-86,18,
,,,,,,,,,,4,5.56,Oklahoma City Thunder,rebound,,,,,,,,,,Harden,,,,,,,,,75-86,,
,,,,,,,,,,4,5.49,Dallas Mavericks,foul,,,,,,,,,,Mahinmi,,,,,,Personal Block,,,75-86,,
,,,,,,,,,,4,5.40,Oklahoma City Thunder,turnover,,,,,,,,,,Harden,,,Bad Pass,,,,,,75-86,,
,,,,,,,,,,4,5.36,Dallas Mavericks,shot,Carter,,,,,,,,,Odom,2,,,made,,Running Layup,,,75-88,1,
,,,,,,,,,,4,5.36,Oklahoma City Thunder,foul,,,,,,,,,,Ibaka,,,,,,Shooting,,,75-88,,
,,,,,,,,,,4,5.36,Dallas Mavericks,free throw,,,,,,,1,,1,Odom,1,,foul,made,,,,,75-89,,
,,,,,,,,,,4,5.27,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,,,,missed,,Jump Shot,,,75-89,19,
,,,,,,,,,,4,5.27,Oklahoma City Thunder,rebound,,,,,,,,,,Westbrook,,,,,,,,,75-89,,
,,,,,,,,,,4,5.27,Dallas Mavericks,foul,,,,,,,,,,Mahinmi,,,,,,Loose ball,,,75-89,,
,,,,,,,,,,4,5.27,Dallas Mavericks,substitute,,,,Haywood,,Mahinmi,,,,,,,,,,,,,75-89,,
,,,,,,,,,,4,5.12,Oklahoma City Thunder,shot,,,,,,,,,,Durant,,,,missed,,3PT Jump Shot,,,75-89,25,
,,,,,,,,,,4,5.11,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,75-89,,
,,,,,,,,,,4,5.04,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,3PT Jump Shot,,,75-89,25,
,,,,,,,,,,4,5.03,Dallas Mavericks,rebound,,,,,,,,,,Kidd,,,,,,,,,75-89,,
,,,,,,,,,,4,4.47,Dallas Mavericks,turnover,,,,,,,,,,Odom,,,Bad Pass,,,,,,75-89,,
,,,,,,,,,,4,4.38,Oklahoma City Thunder,shot,Harden,,,,,,,,,Durant,2,,,made,,Alley Oop Dunk,,,77-89,1,
,,,,,,,,,,4,4.18,Dallas Mavericks,turnover,,,,,,,,,,Carter,,,Bad Pass,,,,,,77-89,,
,,,,,,,,,,4,4.13,Oklahoma City Thunder,shot,,,,,,,,,,Harden,2,,,made,,Running Dunk,,,79-89,,
,,,,,,,,,,4,4.13,Dallas Mavericks,timeout,,,,,,,,,,,,,,,,,,,79-89,,
,,,,,,,,,,4,4.13,Dallas Mavericks,substitute,,,,Marion,,Carter,,,,,,,,,,,,,79-89,,
,,,,,,,,,,4,4.13,Dallas Mavericks,substitute,,,,Nowitzki,,Odom,,,,,,,,,,,,,79-89,,
,,,,,,,,,,4,4.02,Dallas Mavericks,turnover,,,,,,,,,,Kidd,,,Lost Ball,,,,,,79-89,,
,,,,,,,,,,4,3.58,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,2,,,made,,Running Layup,,,81-89,2,
,,,,,,,,,,4,3.47,Dallas Mavericks,turnover,,,,,,,,,,Kidd,,,Backcourt,,,,,,81-89,,
,,,,,,,,,,4,3.37,Oklahoma City Thunder,shot,,,,,,,,,,Ibaka,,,,missed,,Jump Shot,,,81-89,21,
,,,,,,,,,,4,3.36,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,81-89,,
,,,,,,,,,,4,3.23,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Layup,,,81-89,3,
,,,,,,,,,,4,3.21,Dallas Mavericks,rebound,,,,,,,,,,Terry,,,,,,,,,81-89,,
,,,,,,,,,,4,3.14,Dallas Mavericks,shot,Marion,,,,,,,,,Nowitzki,2,,,made,,Jump Shot,,,81-91,15,
,,,,,,,,,,4,2.55,Dallas Mavericks,foul,,,,,,,,,,Haywood,,,,,,Shooting,,,81-91,,
,,,,,,,,,,4,2.55,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,81-91,,
,,,,,,,,,,4,2.55,Oklahoma City Thunder,free throw,,,,,,,1,,2,Durant,,,foul,missed,,,,,81-91,,
,,,,,,,,,,4,2.55,Oklahoma City Thunder,rebound,,,,,,,,,,,,,,,,,,,81-91,,
,,,,,,,,,,4,2.55,Oklahoma City Thunder,free throw,,,,,,,2,,2,Durant,1,,foul,made,,,,,82-91,,
,,,,,,,,,,4,2.35,Dallas Mavericks,shot,Terry,,,,,,,,,Marion,2,,,made,,Hook Shot,,,82-93,5,
,,,,,,,,,,4,2.13,Oklahoma City Thunder,shot,,,,,,,,,,Westbrook,,,,missed,,Pullup Jump Shot,,,82-93,14,
,,,,,,,,,,4,2.12,Dallas Mavericks,rebound,,,,,,,,,,Marion,,,,,,,,,82-93,,
,,,,,,,,,,4,1.55,Dallas Mavericks,shot,Terry,,,,,,,,,Marion,3,,,made,,3PT Jump Shot,,,82-96,,
,,,,,,,,,,4,1.55,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,82-96,,
,,,,,,,,,,4,1.49,Oklahoma City Thunder,shot,Westbrook,,,,,,,,,Durant,3,,,made,,3PT Jump Shot,,,85-96,26,
,,,,,,,,,,4,1.37,Oklahoma City Thunder,foul,,,,,,,,,,Perkins,,,,,,Personal,,,85-96,,
,,,,,,,,,,4,1.37,Dallas Mavericks,free throw,,,,,,,1,,2,Nowitzki,1,,foul,made,,,,,85-97,,
,,,,,,,,,,4,1.37,Dallas Mavericks,free throw,,,,,,,2,,2,Nowitzki,1,,foul,made,,,,,85-98,,
,,,,,,,,,,4,1.37,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,85-98,,
,,,,,,,,,,4,1.33,Oklahoma City Thunder,shot,,,,,,,,,,Harden,,,,missed,,3PT Jump Shot,,,85-98,26,
,,,,,,,,,,4,1.32,Oklahoma City Thunder,rebound,,,,,,,,,,Perkins,,,,,,,,,85-98,,
,,,,,,,,,,4,1.25,Oklahoma City Thunder,shot,,,,,,,,,,Perkins,,,,missed,,Turnaround Jump Shot,,,85-98,4,
,,,,,,,,,,4,1.23,Oklahoma City Thunder,rebound,,,,,,,,,,Ibaka,,,,,,,,,85-98,,
,,,,,,,,,,4,1.17,Dallas Mavericks,foul,,,,,,,,,,Haywood,,,,,,Shooting,,,85-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,free throw,,,,,,,1,,2,Harden,1,,foul,made,,,,,86-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,substitute,,,,Mohammed,,Durant,,,,,,,,,,,,,86-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,substitute,,,,Hayward,,Ibaka,,,,,,,,,,,,,86-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,substitute,,,,Jackson,,Perkins,,,,,,,,,,,,,86-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,substitute,,,,Maynor,,Westbrook,,,,,,,,,,,,,86-98,,
,,,,,,,,,,4,1.17,Oklahoma City Thunder,free throw,,,,,,,2,,2,Harden,1,,foul,made,,,,,87-98,,
,,,,,,,,,,4,1.00,Dallas Mavericks,shot,,,,,,,,,,Marion,2,,,made,,Turnaround Jump Shot,,,87-100,8,
,,,,,,,,,,4,1.00,Oklahoma City Thunder,timeout,,,,,,,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,1.00,Dallas Mavericks,substitute,,,,Beaubois,,Marion,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,1.00,Dallas Mavericks,substitute,,,,West,,Nowitzki,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,1.00,Dallas Mavericks,substitute,,,,Jones,,Kidd,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,1.00,Dallas Mavericks,substitute,,,,Cardinal,,Terry,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,1.00,Oklahoma City Thunder,substitute,,,,Aldrich,,Harden,,,,,,,,,,,,,87-100,,
,,,,,,,,,,4,0.49,Oklahoma City Thunder,turnover,,,,,,,,,,Aldrich,,,Lost Ball,,,,,,87-100,,
,,,,,,,,,,4,0.33,Dallas Mavericks,shot,,,,,,,,,,Cardinal,,,,missed,,3PT Jump Shot,,,87-100,26,
,,,,,,,,,,4,0.31,Oklahoma City Thunder,rebound,,,,,,,,,,Hayward,,,,,,,,,87-100,,
,,,,,,,,,,4,0.28,Oklahoma City Thunder,turnover,,,,,,,,,,Hayward,,,Lost Ball,,,,,,87-100,,
