a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,11.38,Brooklyn Nets,shot,,,,,,,,,,Johnson,2,,,made,,Step Back Jump Shot,,,2-0,17,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=2
,,,,,,,,,,1,11.15,Indiana Pacers,shot,,,,,,,,,,Hibbert,2,,,made,,Hook Shot,,,2-2,6,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=3
,,,,,,,,,,1,11.15,Brooklyn Nets,foul,,,,,,,,,,Lopez,,,,,,Shooting,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=4
,,,,,,,,,,1,11.15,Indiana Pacers,free throw,,,,,,,1,,1,Hibbert,,,foul,missed,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=5
,,,,,,,,,,1,11.14,Indiana Pacers,rebound,,,,,,,,,,West,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=7
,,,,,,,,,,1,11.08,Indiana Pacers,shot,,,,,,,,,,Hibbert,,,,missed,,Jump Shot,,,2-2,4,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=8
,,,,,,,,,,1,11.07,Brooklyn Nets,rebound,,,,,,,,,,Wallace,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=9
,,,,,,,,,,1,11.00,Indiana Pacers,foul,,,,,,,,,,West,,,,,,Personal,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=10
,,,,,,,,,,1,11.00,Indiana Pacers,substitute,,,,Hansbrough,,West,,,,,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=11
,,,,,,,,,,1,10.54,Brooklyn Nets,shot,,,,,,,,,,Lopez,,,,missed,,Jump Shot,,,2-2,5,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=12
,,,,,,,,,,1,10.52,Brooklyn Nets,rebound,,,,,,,,,,Lopez,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=13
,,,,,,,,,,1,10.50,Brooklyn Nets,shot,,,,,,,,,,Lopez,,,,missed,,Jump Shot,,,2-2,4,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=14
,,,,,,,,,,1,10.48,Indiana Pacers,rebound,,,,,,,,,,Hansbrough,,,,,,,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=15
,,,,,,,,,,1,10.44,Brooklyn Nets,foul,,,,,,,,,,Evans,,,,,,Personal,,,2-2,,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=16
,,,,,,,,,,1,10.32,Indiana Pacers,shot,,,,,,,,,,Hibbert,,,,missed,,Jump Shot,,,2-2,15,http://stats.nba.com/cvp.html?GameID=0021200764&GameEventID=18
