a1, a2, a3, a4, a5, h1, h2, h3, h4, h5, quarter, time, team, eventtype, assist, awayjumpball, block, entered, homejumpball, left, numfreeshot, opponent, outof, player, points, possession, reason, result, steal, type, x, y, score, shotdistance, url 
,,,,,,,,,,1,12.00,Dallas Mavericks,jumpball,,Chandler,,,Kaman,,,,,,,,,,,,,,,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=1
,,,,,,,,,,1,11.36,New York Knicks,shot,Kidd,,,,,,,,,Felton,3,,,made,,3PT Jump Shot,,,3-0,26,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=2
,,,,,,,,,,1,11.16,Dallas Mavericks,shot,Collison,,,,,,,,,Mayo,3,,,made,,3PT Jump Shot,,,3-3,24,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=3
,,,,,,,,,,1,10.49,New York Knicks,shot,,,,,,,,,,Felton,2,,,made,,Step Back Jump Shot,,,5-3,17,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=4
,,,,,,,,,,1,10.33,Dallas Mavericks,turnover,,,,,,,,,,Collison,,,Bad Pass,,Chandler,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=5
,,,,,,,,,,1,10.26,New York Knicks,shot,,,,,,,,,,Felton,,,,missed,,3PT Jump Shot,,,5-3,24,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=6
,,,,,,,,,,1,10.23,Dallas Mavericks,rebound,,,,,,,,,,Marion,,,,,,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=7
,,,,,,,,,,1,10.22,Dallas Mavericks,turnover,,,,,,,,,,Marion,,,Bad Pass,,Kidd,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=8
,,,,,,,,,,1,10.19,New York Knicks,shot,,,,,,,,,,Anthony,,,,missed,,Jump Shot,,,5-3,22,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=9
,,,,,,,,,,1,10.18,Dallas Mavericks,rebound,,,,,,,,,,Murphy,,,,,,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=10
,,,,,,,,,,1,10.08,Dallas Mavericks,shot,,,,,,,,,,Collison,,,,missed,,Driving Jump Shot,,,5-3,5,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=11
,,,,,,,,,,1,10.06,New York Knicks,rebound,,,,,,,,,,Kidd,,,,,,,,,5-3,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=12
,,,,,,,,,,1,9.59,New York Knicks,shot,Anthony,,,,,,,,,Kidd,3,,,made,,3PT Jump Shot,,,8-3,24,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=13
,,,,,,,,,,1,9.32,Dallas Mavericks,shot,,,,,,,,,,Collison,2,,,made,,Driving Layup,,,8-5,1,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=14
,,,,,,,,,,1,9.14,New York Knicks,shot,,,,,,,,,,Kidd,,,,missed,,3PT Jump Shot,,,8-5,24,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=15
,,,,,,,,,,1,9.14,Dallas Mavericks,rebound,,,,,,,,,,,,,,,,,,,8-5,,http://stats.nba.com/cvp.html?GameID=0021200167&GameEventID=16
