" quarter@br","min@br","sec@br"," eventtype@br"," team@br"," outof@br"," numfreeshot@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br","opponent_0@br","opponent_1@br","player_0@br","player_1@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," eventtype@NBA"," team@NBA"," outof@NBA"," numfreeshot@NBA"," points@NBA"," reason@NBA"," result@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," opponent@NBA"," player@NBA"," steal@NBA","Confidence"
"1","3","15.0","rebound","Cleveland Cavaliers","","","","","","Defensive","17-19","","","","","","","","","","","","","","","","","","Tyler","Zeller","","","1","3","15","rebound","Cleveland Cavaliers","","","","","","","17-19","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=87","","","","","","","","Zeller","","80"
"1","3","09.0","shot","Cleveland Cavaliers","","","3","","made","jumper","17-22","25","87","237","Daniel","Gibson","","","","","","","","","","","","","Kyrie","Irving","","","1","3","09","shot","Cleveland Cavaliers","","","3","","made","3PT Jump Shot","17-22","25","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=88","Gibson","","","","","","","Irving","","84"
"1","2","56.0","shot","Washington Wizards","","","3","","missed","jumper","17-22","24","11","75","","","","","","","","","","","","","","","A.J.","Price","","","1","2","56","shot","Washington Wizards","","","","","missed","3PT Jump Shot","17-22","24","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=89","","","","","","","","Price","","80"
"1","2","55.0","rebound","Cleveland Cavaliers","","","","","","Defensive","17-22","","","","","","","","","","","","","","","","","","Kyrie","Irving","","","1","2","55","rebound","Cleveland Cavaliers","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=90","","","","","","","","Irving","","80"
"1","2","34.0","shot","Cleveland Cavaliers","","","3","","missed","jumper","17-22","24","13","80","","","","","","","","","","","","","","","Kyrie","Irving","","","1","2","34","shot","Cleveland Cavaliers","","","","","missed","3PT Jump Shot","17-22","24","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=91","","","","","","","","Irving","","80"
"1","2","32.0","rebound","Washington Wizards","","","","","","Defensive","17-22","","","","","","","","","","","","","","","","","","","","","","1","2","32","rebound","Washington Wizards","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=92","","","","","","","","","","78"
"1","2","32.0","timeout","Washington Wizards","","","","","","full","17-22","","","","","","","","","","","","","","","","","","","","","","1","2","32","timeout","Washington Wizards","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=93","","","","","","","","","","78"
"1","2","32.0","substitute","Cleveland Cavaliers","","","","","","","17-22","","","","","","","","","","Luke","Walton","","","Tristan","Thompson","","","","","","","1","2","32","substitute","Cleveland Cavaliers","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=95","","","","Walton","","Thompson","","","","82"
"1","2","32.0","substitute","Washington Wizards","","","","","","","17-22","","","","","","","","","","Martell","Webster","","","Trevor","Ariza","","","","","","","1","2","32","substitute","Washington Wizards","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=96","","","","Webster","","Ariza","","","","82"
"1","2","32.0","substitute","Washington Wizards","","","","","","","17-22","","","","","","","","","","Jordan","Crawford","","","Bradley","Beal","","","","","","","1","2","32","substitute","Washington Wizards","","","","","","","17-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=97","","","","Crawford","","Beal","","","","82"
"1","2","19.0","shot","Washington Wizards","","","2","","made","shot","19-22","1","243","54","A.J.","Price","","","","","","","","","","","","","Jan","Vesely","","","1","2","19","shot","Washington Wizards","","","2","","made","Alley Oop Dunk","19-22","1","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=98","Price","","","","","","","Vesely","","84"
"1","2","06.0","shot","Cleveland Cavaliers","","","2","","missed","driving layup","19-22","1","254","57","","","","","","","","","","","","","","","C.J.","Miles","","","1","2","06","shot","Cleveland Cavaliers","","","","","missed","Driving Layup","19-22","1","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=99","","","","","","","","Miles","","80"
"1","2","05.0","rebound","Washington Wizards","","","","","","Defensive","19-22","","","","","","","","","","","","","","","","","","Jan","Vesely","","","1","2","05","rebound","Washington Wizards","","","","","","","19-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=100","","","","","","","","Vesely","","80"
"1","1","54.0","shot","Washington Wizards","","","3","","missed","jumper","19-22","23","18","70","","","","","","","","","","","","","","","Martell","Webster","","","1","1","54","shot","Washington Wizards","","","","","missed","3PT Jump Shot","19-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=101","","","","","","","","Webster","","78"
"1","1","53.0","rebound","Washington Wizards","","","","","","Offensive","19-22","","","","","","","","","","","","","","","","","","Jan","Vesely","","","1","1","53","rebound","Washington Wizards","","","","","","","19-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=102","","","","","","","","Vesely","","80"
"1","1","47.0","shot","Washington Wizards","","","3","","made","jumper","22-22","23","481","59","Trevor","Booker","","","","","","","","","","","","","Martell","Webster","","","1","1","47","shot","Washington Wizards","","","3","","made","3PT Jump Shot","22-22","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=103","Booker","","","","","","","Webster","","82"
"1","1","28.0","shot","Cleveland Cavaliers","","","2","","made","jumper","22-24","20","437","116","","","","","","","","","","","","","","","C.J.","Miles","","","1","1","28","shot","Cleveland Cavaliers","","","2","","made","Jump Shot","22-24","20","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=104","","","","","","","","Miles","","82"
"1","1","14.0","shot","Washington Wizards","","","2","","made","jumper","24-24","11","292","155","","","","","","","","","","","","","","","Trevor","Booker","","","1","1","14","shot","Washington Wizards","","","2","","made","Jump Shot","24-24","11","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=105","","","","","","","","Booker","","82"
"1","1","07.0","shot","Cleveland Cavaliers","","","3","","made","jumper","24-27","26","87","256","Kyrie","Irving","","","","","","","","","","","","","Daniel","Gibson","","","1","1","07","shot","Cleveland Cavaliers","","","3","","made","3PT Jump Shot","24-27","26","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=106","Irving","","","","","","","Gibson","","84"
"1","0","53.9","shot","Washington Wizards","","","2","","missed","jumper","24-27","13","366","103","","","","","","","","","","","","","","","Jordan","Crawford","","","1","0","53","shot","Washington Wizards","","","","","missed","Jump Shot","24-27","13","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=107","","","","","","","","Crawford","","76"
"1","0","52.9","rebound","Cleveland Cavaliers","","","","","","Defensive","24-27","","","","","","","","","","","","","","","","","","C.J.","Miles","","","1","0","52","rebound","Cleveland Cavaliers","","","","","","","24-27","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=108","","","","","","","","Miles","","76"
"1","0","41.9","shot","Cleveland Cavaliers","","","2","","made","jumper","24-29","19","128","193","Kyrie","Irving","","","","","","","","","","","","","Luke","Walton","","","1","0","41","shot","Cleveland Cavaliers","","","2","","made","Jump Shot","24-29","19","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=110","Irving","","","","","","","Walton","","80"
"1","0","20.9","shot","Washington Wizards","","","3","","missed","jumper","24-29","24","24","116","","","","","","","","","","","","","","","Jordan","Crawford","","","1","0","20","shot","Washington Wizards","","","","","missed","3PT Jump Shot","24-29","24","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=111","","","","","","","","Crawford","","76"
"1","0","19.9","rebound","Cleveland Cavaliers","","","","","","Defensive","24-29","","","","","","","","","","","","","","","","","","Kyrie","Irving","","","1","0","19","rebound","Cleveland Cavaliers","","","","","","","24-29","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=112","","","","","","","","Irving","","76"
"1","0","09.1","foul","Cleveland Cavaliers","","","","","","Shooting","24-29","","","","","","","","","","","","","","","","Kyrie","Irving","A.J.","Price","","","1","0","09","foul","Washington Wizards","","","","","","Shooting","24-29","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=113","","","","","","","","Price","","72"
"1","0","09.1","free throw","Cleveland Cavaliers","2","1","","foul","made","","24-30","","","","","","","","","","","","","","","","","","Kyrie","Irving","","","1","0","09","free throw","Cleveland Cavaliers","2","1","1","foul","made","","24-30","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=114","","","","","","","","Irving","","79"
"1","0","09.1","free throw","Cleveland Cavaliers","2","2","","foul","made","","24-31","","","","","","","","","","","","","","","","","","Kyrie","Irving","","","1","0","09","free throw","Cleveland Cavaliers","2","2","1","foul","made","","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=116","","","","","","","","Irving","","79"
"1","0","03.8","foul","Washington Wizards","","","","","","Personal take","24-31","","","","","","","","","","","","","","","","A.J.","Price","Kyrie","Irving","","","1","0","03","foul","Cleveland Cavaliers","","","","","","Personal Take","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=118","","","","","","","","Irving","","69"
"1","0","00.9","shot","Washington Wizards","","","3","","missed","jumper","24-31","26","201","308","","","","","","","","","","","","","","","Trevor","Booker","","","1","0","00","shot","Washington Wizards","","","","","missed","3PT Jump Shot","24-31","26","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=119","","","","","","","","Booker","","76"
"1","0","00.2","rebound","Cleveland Cavaliers","","","","","","Defensive","24-31","","","","","","","","","","","","","","","","","","C.J.","Miles","","","1","0","00","rebound","Cleveland Cavaliers","","","","","","","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=120","","","","","","","","Miles","","79"
"2","11","42.0","foul","Cleveland Cavaliers","","","","","","Shooting","24-31","","","","","","","","","","","","","","","","Daniel","Gibson","Jannero","Pargo","","","2","11","42","foul","Washington Wizards","","","","","","Shooting","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=124","","","","","","","","Pargo","","73"
"2","11","42.0","free throw","Cleveland Cavaliers","2","1","","foul","missed","","24-31","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","11","42","free throw","Cleveland Cavaliers","2","1","","foul","missed","","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=125","","","","","","","","Gibson","","82"
"2","11","42.0","rebound","Cleveland Cavaliers","","","","","","Offensive","24-31","","","","","","","","","","","","","","","","","","","","","","2","11","42","rebound","Cleveland Cavaliers","","","","","","","24-31","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=126","","","","","","","","","","78"
"2","11","42.0","free throw","Cleveland Cavaliers","2","2","","foul","made","","24-32","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","11","42","free throw","Cleveland Cavaliers","2","2","1","foul","made","","24-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=127","","","","","","","","Gibson","","80"
"2","11","24.0","shot","Washington Wizards","","","2","","made","jumper","26-32","21","48","91","Jordan","Crawford","","","","","","","","","","","","","Martell","Webster","","","2","11","24","shot","Washington Wizards","","","2","","made","Jump Shot","26-32","21","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=129","Crawford","","","","","","","Webster","","84"
"2","11","06.0","turnover","Cleveland Cavaliers","","","","bad pass","","","26-32","","","","","","","","","","","","","","","","","","C.J.","Miles","Martell","Webster","2","11","06","turnover","Cleveland Cavaliers","","","","Bad Pass","","","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=130","","","","","","","","Miles","Webster","82"
"2","10","54.0","turnover","Washington Wizards","","","","lost ball","","","26-32","","","","","","","","","","","","","","","","","","Jan","Vesely","Tyler","Zeller","2","10","54","turnover","Washington Wizards","","","","Lost Ball","","","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=131","","","","","","","","Vesely","Zeller","82"
"2","10","47.0","shot","Cleveland Cavaliers","","","2","","missed","layup","26-32","1","260","53","","","","","","","","","","","","","","","Donald","Sloan","","","2","10","47","shot","Cleveland Cavaliers","","","","","missed","Layup","26-32","1","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=132","","","","","","","","Sloan","","82"
"2","10","46.0","rebound","Cleveland Cavaliers","","","","","","Offensive","26-32","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","10","46","rebound","Cleveland Cavaliers","","","","","","","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=133","","","","","","","","Gibson","","80"
"2","10","39.0","foul","Cleveland Cavaliers","","","","","","Shooting","26-32","","","","","","","","","","","","","","","","Tyler","Zeller","Martell","Webster","","","2","10","39","foul","Washington Wizards","","","","","","Shooting","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=134","","","","","","","","Webster","","73"
"2","10","39.0","free throw","Cleveland Cavaliers","2","1","","foul","missed","","26-32","","","","","","","","","","","","","","","","","","Tyler","Zeller","","","2","10","39","free throw","Cleveland Cavaliers","2","1","","foul","missed","","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=135","","","","","","","","Zeller","","82"
"2","10","39.0","rebound","Cleveland Cavaliers","","","","","","Offensive","26-32","","","","","","","","","","","","","","","","","","","","","","2","10","39","rebound","Cleveland Cavaliers","","","","","","","26-32","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=136","","","","","","","","","","78"
"2","10","39.0","free throw","Cleveland Cavaliers","2","2","","foul","made","","26-33","","","","","","","","","","","","","","","","","","Tyler","Zeller","","","2","10","39","free throw","Cleveland Cavaliers","2","2","1","foul","made","","26-33","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=137","","","","","","","","Zeller","","80"
"2","10","17.0","shot","Washington Wizards","","","2","","missed","jumper","26-33","22","274","267","","","","","","","","","","","","","","","Chris","Singleton","","","2","10","17","shot","Washington Wizards","","","","","missed","Jump Shot","26-33","22","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=139","","","","","","","","Singleton","","80"
"2","10","15.0","rebound","Cleveland Cavaliers","","","","","","Defensive","26-33","","","","","","","","","","","","","","","","","","Tyler","Zeller","","","2","10","15","rebound","Cleveland Cavaliers","","","","","","","26-33","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=140","","","","","","","","Zeller","","80"
"2","10","03.0","shot","Cleveland Cavaliers","","","2","","made","jumper","26-35","22","40","100","Donald","Sloan","","","","","","","","","","","","","Daniel","Gibson","","","2","10","03","shot","Cleveland Cavaliers","","","2","","made","Jump Shot","26-35","22","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=141","Sloan","","","","","","","Gibson","","84"
"2","9","43.0","foul","Washington Wizards","","","","","","Offensive","26-35","","","","","","","","","","","","","","","","Luke","Walton","Chris","Singleton","","","2","9","43","foul","Washington Wizards","","","","","","","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=142","","","","","","","","","","78"
"2","9","43.0","turnover","Washington Wizards","","","","offensive foul","","","26-35","","","","","","","","","","","","","","","","","","Chris","Singleton","","","2","9","43","turnover","Washington Wizards","","","","Foul","","","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=143","","","","","","","","Singleton","","80"
"2","9","33.0","foul","Cleveland Cavaliers","","","","","","Shooting","26-35","","","","","","","","","","","","","","","","Daniel","Gibson","Jordan","Crawford","","","2","9","33","foul","Washington Wizards","","","","","","Shooting","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=144","","","","","","","","Crawford","","73"
"2","9","33.0","free throw","Cleveland Cavaliers","2","1","","foul","missed","","26-35","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","9","33","free throw","Cleveland Cavaliers","2","1","","foul","missed","","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=145","","","","","","","","Gibson","","82"
"2","9","33.0","rebound","Cleveland Cavaliers","","","","","","Offensive","26-35","","","","","","","","","","","","","","","","","","","","","","2","9","33","rebound","Cleveland Cavaliers","","","","","","","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=146","","","","","","","","","","78"
"2","9","33.0","substitute","Cleveland Cavaliers","","","","","","","26-35","","","","","","","","","","Anderson","Varejao","","","Tyler","Zeller","","","","","","","2","9","33","substitute","Cleveland Cavaliers","","","","","","","26-35","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=147","","","","Varejao","","Zeller","","","","82"
"2","9","33.0","free throw","Cleveland Cavaliers","2","2","","foul","made","","26-36","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","9","33","free throw","Cleveland Cavaliers","2","2","1","foul","made","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=148","","","","","","","","Gibson","","80"
"2","9","19.0","foul","Washington Wizards","","","","","","Shooting","26-36","","","","","","","","","","","","","","","","Jan","Vesely","Daniel","Gibson","","","2","9","19","foul","Cleveland Cavaliers","","","","","","Shooting","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=150","","","","","","","","Gibson","","73"
"2","9","19.0","free throw","Washington Wizards","2","1","","foul","missed","","26-36","","","","","","","","","","","","","","","","","","Jan","Vesely","","","2","9","19","free throw","Washington Wizards","2","1","","foul","missed","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=151","","","","","","","","Vesely","","82"
"2","9","19.0","rebound","Washington Wizards","","","","","","Offensive","26-36","","","","","","","","","","","","","","","","","","","","","","2","9","19","rebound","Washington Wizards","","","","","","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=152","","","","","","","","","","78"
"2","9","19.0","free throw","Washington Wizards","2","2","","foul","missed","","26-36","","","","","","","","","","","","","","","","","","Jan","Vesely","","","2","9","19","free throw","Washington Wizards","2","2","","foul","missed","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=153","","","","","","","","Vesely","","82"
"2","9","17.0","rebound","Cleveland Cavaliers","","","","","","Defensive","26-36","","","","","","","","","","","","","","","","","","Anderson","Varejao","","","2","9","17","rebound","Cleveland Cavaliers","","","","","","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=155","","","","","","","","Varejao","","80"
"2","8","59.0","shot","Cleveland Cavaliers","","","2","","missed","jumper","26-36","16","130","158","","","","","","","","","","","","","","","C.J.","Miles","","","2","8","59","shot","Cleveland Cavaliers","","","","","missed","Jump Shot","26-36","16","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=156","","","","","","","","Miles","","80"
"2","8","58.0","rebound","Cleveland Cavaliers","","","","","","Offensive","26-36","","","","","","","","","","","","","","","","","","Anderson","Varejao","","","2","8","58","rebound","Cleveland Cavaliers","","","","","","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=157","","","","","","","","Varejao","","80"
"2","8","53.0","turnover","Cleveland Cavaliers","","","","traveling","","","26-36","","","","","","","","","","","","","","","","","","Luke","Walton","","","2","8","53","turnover","Cleveland Cavaliers","","","","Traveling","","","26-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=158","","","","","","","","Walton","","82"
"2","8","38.0","shot","Washington Wizards","","","2","","made","dunk","28-36","","250","51","Jannero","Pargo","","","","","","","","","","","","","Jan","Vesely","","","2","8","38","shot","Washington Wizards","","","2","","made","Dunk","28-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=163","Pargo","","","","","","","Vesely","","84"
"2","8","22.0","shot","Cleveland Cavaliers","","","3","","missed","jumper","28-36","26","117","272","","","","","","","","","","","","","","","Luke","Walton","","","2","8","22","shot","Cleveland Cavaliers","","","","","missed","3PT Jump Shot","28-36","26","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=164","","","","","","","","Walton","","80"
"2","8","21.0","rebound","Washington Wizards","","","","","","Defensive","28-36","","","","","","","","","","","","","","","","","","","","","","2","8","21","rebound","Washington Wizards","","","","","","","28-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=165","","","","","","","","","","78"
"2","8","21.0","foul","Washington Wizards","","","","","","Loose ball","28-36","","","","","","","","","","","","","","","","Jannero","Pargo","Donald","Sloan","","","2","8","21","foul","Cleveland Cavaliers","","","","","","Loose ball","28-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=166","","","","","","","","Sloan","","73"
"2","8","21.0","substitute","Washington Wizards","","","","","","","28-36","","","","","","","","","","Emeka","Okafor","","","Jan","Vesely","","","","","","","2","8","21","substitute","Washington Wizards","","","","","","","28-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=167","","","","Okafor","","Vesely","","","","82"
"2","8","07.0","shot","Washington Wizards","","","2","","made","dunk","30-36","1","252","62","Jordan","Crawford","","","","","","","","","","","","","Chris","Singleton","","","2","8","07","shot","Washington Wizards","","","2","","made","Dunk","30-36","1","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=169","Crawford","","","","","","","Singleton","","86"
"2","7","45.0","violation","Washington Wizards","","","","def goaltending","","","30-38","","","","","","","","","","","","","","","","","","Emeka","Okafor","","","2","7","45","violation","Washington Wizards","","","","Defensive Goaltending","","","30-36","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=171","","","","","","","","Okafor","","80"
"2","7","45.0","shot","Cleveland Cavaliers","","","2","","made","layup","30-38","","251","54","","","","","","","","","","","","","","","Anderson","Varejao","","","2","7","45","shot","Cleveland Cavaliers","","","2","","made","Layup","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=170","","","","","","","","Varejao","","82"
"2","7","34.0","shot","Washington Wizards","","","2","","missed","jumper","30-38","11","271","160","","","","","","","","","","","","","","","Emeka","Okafor","","","2","7","34","shot","Washington Wizards","","","","","missed","Jump Shot","30-38","11","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=172","","","","","","","","Okafor","","80"
"2","7","31.0","rebound","Washington Wizards","","","","","","Offensive","30-38","","","","","","","","","","","","","","","","","","Chris","Singleton","","","2","7","31","rebound","Washington Wizards","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=173","","","","","","","","Singleton","","80"
"2","7","27.0","shot","Washington Wizards","","","3","","missed","jumper","30-38","25","454","187","","","","","","","","","","","","","","","Jordan","Crawford","","","2","7","27","shot","Washington Wizards","","","","","missed","3PT Jump Shot","30-38","25","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=174","","","","","","","","Crawford","","80"
"2","7","26.0","rebound","Washington Wizards","","","","","","Offensive","30-38","","","","","","","","","","","","","","","","","","Emeka","Okafor","","","2","7","26","rebound","Washington Wizards","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=175","","","","","","","","Okafor","","80"
"2","7","22.0","shot","Washington Wizards","","","3","","missed","jumper","30-38","24","150","272","","","","","","","","","","","","","","","Jannero","Pargo","","","2","7","22","shot","Washington Wizards","","","","","missed","3PT Jump Shot","30-38","24","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=176","","","","","","","","Pargo","","80"
"2","7","21.0","rebound","Cleveland Cavaliers","","","","","","Defensive","30-38","","","","","","","","","","","","","","","","","","Luke","Walton","","","2","7","21","rebound","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=177","","","","","","","","Walton","","80"
"2","7","11.0","shot","Cleveland Cavaliers","","","3","","missed","jumper","30-38","25","73","228","","","","","","","","","","","","","","","Daniel","Gibson","","","2","7","11","shot","Cleveland Cavaliers","","","","","missed","3PT Jump Shot","30-38","25","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=178","","","","","","","","Gibson","","80"
"2","7","09.0","rebound","Washington Wizards","","","","","","Defensive","30-38","","","","","","","","","","","","","","","","","","Martell","Webster","","","2","7","09","rebound","Washington Wizards","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=179","","","","","","","","Webster","","80"
"2","6","59.0","shot","Washington Wizards","","","2","","missed","jumper","30-38","16","142","173","","","","","","","","","","","","","","","Chris","Singleton","","","2","6","59","shot","Washington Wizards","","","","","missed","Jump Shot","30-38","16","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=180","","","","","","","","Singleton","","80"
"2","6","58.0","rebound","Cleveland Cavaliers","","","","","","Defensive","30-38","","","","","","","","","","","","","","","","","","Daniel","Gibson","","","2","6","58","rebound","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=181","","","","","","","","Gibson","","80"
"2","6","44.0","foul","Cleveland Cavaliers","","","","","","Offensive","30-38","","","","","","","","","","","","","","","","Emeka","Okafor","Donald","Sloan","","","2","6","44","foul","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=182","","","","","","","","","","78"
"2","6","44.0","turnover","Cleveland Cavaliers","","","","offensive foul","","","30-38","","","","","","","","","","","","","","","","","","Donald","Sloan","","","2","6","44","turnover","Cleveland Cavaliers","","","","Foul","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=183","","","","","","","","Sloan","","80"
"2","6","44.0","substitute","Cleveland Cavaliers","","","","","","","30-38","","","","","","","","","","Dion","Waiters","","","C.J.","Miles","","","","","","","2","6","44","substitute","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=184","","","","Waiters","","Miles","","","","82"
"2","6","44.0","substitute","Cleveland Cavaliers","","","","","","","30-38","","","","","","","","","","Tristan","Thompson","","","Daniel","Gibson","","","","","","","2","6","44","substitute","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=185","","","","Thompson","","Gibson","","","","82"
"2","6","44.0","substitute","Cleveland Cavaliers","","","","","","","30-38","","","","","","","","","","Alonzo","Gee","","","Luke","Walton","","","","","","","2","6","44","substitute","Cleveland Cavaliers","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=186","","","","Gee","","Walton","","","","82"
"2","6","34.0","foul","Washington Wizards","","","","","","Shooting","30-38","","","","","","","","","","","","","","","","Emeka","Okafor","Anderson","Varejao","","","2","6","34","foul","Cleveland Cavaliers","","","","","","Shooting","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=187","","","","","","","","Varejao","","73"
"2","6","34.0","free throw","Washington Wizards","2","1","","foul","missed","","30-38","","","","","","","","","","","","","","","","","","Emeka","Okafor","","","2","6","34","free throw","Washington Wizards","2","1","","foul","missed","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=188","","","","","","","","Okafor","","82"
"2","6","34.0","rebound","Washington Wizards","","","","","","Offensive","30-38","","","","","","","","","","","","","","","","","","","","","","2","6","34","rebound","Washington Wizards","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=189","","","","","","","","","","78"
"2","6","34.0","substitute","Washington Wizards","","","","","","","30-38","","","","","","","","","","Trevor","Booker","","","Chris","Singleton","","","","","","","2","6","34","substitute","Washington Wizards","","","","","","","30-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=190","","","","Booker","","Singleton","","","","82"
"2","6","34.0","free throw","Washington Wizards","2","2","","foul","made","","31-38","","","","","","","","","","","","","","","","","","Emeka","Okafor","","","2","6","34","free throw","Washington Wizards","2","2","1","foul","made","","31-38","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=191","","","","","","","","Okafor","","80"
