" quarter","min","sec"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," score"," shotdistance"," url "
"4","0","39","Cleveland Cavaliers","rebound","","","","","","","","","","","","","","","","","84-92","","http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=536"
