"href","period","score","team","text","time"
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=163,2,[ 28 - 36 ],Washington Wizards,Vesely  Dunk (4 PTS) (Pargo 1 AST),8:38
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=164,2,,Cleveland Cavaliers,MISS Walton 26' 3PT Jump Shot,8:22
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=165,2,,Washington Wizards,Wizards Rebound,8:21
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=166,2,,Cleveland Cavaliers,Sloan L.B.FOUL (P1.T2),8:21
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=167,2,,Washington Wizards,SUB: Okafor FOR Vesely,8:21
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=169,2,[ 30 - 36 ],Washington Wizards,Singleton 1' Dunk (2 PTS) (Crawford 2 AST),8:07
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=171,2,,Washington Wizards,Okafor Violation:Defensive Goaltending,7:45
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=170,2,[ 30 - 38 ],Cleveland Cavaliers,Varejao  Layup (4 PTS),7:45
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=172,2,,Washington Wizards,MISS Okafor 11' Jump Shot,7:34
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=173,2,,Washington Wizards,Singleton REBOUND (Off:1 Def:0),7:31
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=174,2,,Washington Wizards,MISS Crawford 25' 3PT Jump Shot,7:27
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=175,2,,Washington Wizards,Okafor REBOUND (Off:5 Def:0),7:26
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=176,2,,Washington Wizards,MISS Pargo 24' 3PT Jump Shot,7:22
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=177,2,,Cleveland Cavaliers,Walton REBOUND (Off:0 Def:1),7:21
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=178,2,,Cleveland Cavaliers,MISS Gibson 25' 3PT Jump Shot,7:11
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=179,2,,Washington Wizards,Webster REBOUND (Off:0 Def:1),7:09
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=180,2,,Washington Wizards,MISS Singleton 16' Jump Shot,6:59
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=181,2,,Cleveland Cavaliers,Gibson REBOUND (Off:1 Def:1),6:58
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=182,2,,Cleveland Cavaliers,Sloan OFF.Foul (P2),6:44
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=183,2,,Cleveland Cavaliers,Sloan Foul Turnover (P1.T6),6:44
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=184,2,,Cleveland Cavaliers,SUB: Waiters FOR Miles,6:44
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=185,2,,Cleveland Cavaliers,SUB: Thompson FOR Gibson,6:44
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=186,2,,Cleveland Cavaliers,SUB: Gee FOR Walton,6:44
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=187,2,,Cleveland Cavaliers,Varejao S.FOUL (P2.T3),6:34
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=188,2,,Washington Wizards,MISS Okafor Free Throw 1 of 2,6:34
