" quarter@NBA"," quarter@br"," time@br"," time@NBA"," team@br"," team@NBA"," eventtype@br"," eventtype@NBA"," block@br"," block@NBA"," left@br"," numfreeshot@br"," numfreeshot@NBA"," opponent@br"," opponent@NBA"," outof@br"," outof@NBA"," points@br"," points@NBA"," possession@br"," possession@NBA"," reason@br"," reason@NBA"," result@br"," result@NBA"," steal@br"," steal@NBA"," type@br"," type@NBA"," x@br"," x@NBA"," y@br"," y@NBA"," score@br"," score@NBA"," shotdistance@br"," shotdistance @NBA","assist_first@br","assist_last@br"," assist@NBA","awayjumpball_first@br","awayjumpball_last@br"," awayjumpball@NBA","homejumpball_first@br","homejumpball_last@br"," homejumpball@NBA","entered_first@br","entered_last@br"," entered@NBA","left_0@br","left_1@br"," left@NBA","player_first@br","player_last@br"," player@NBA","Confidence"
"1","1","0.24","0.24","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","19-20","19-20","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","97"
"1","1","0.24","0.24","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Kevin Durant","","","","","","","","","","","","","","","","","","","","","","","19-20","19-20","","","","","","","","","","","","Lazar","Hayward","Hayward","Kevin","Durant","Durant","","","","94"
"1","1","0.24","0.24","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Ian Mahinmi","","","","","","","","","","","","","","","","","","","","","","","19-20","19-20","","","","","","","","","","","","Rodrigue","Beaubois","Beaubois","Ian","Mahinmi","Mahinmi","","","","94"
"1","1","0.24","0.24","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","20-20","20-20","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","97"
"1","1","0.01","0.01","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","70","","296","","20-20","20-20","30","30","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"1","1","0.00","0.00","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","20-20","20-20","","","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"1","1","0.00","0.00","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","287","","62","","20-20","20-20","4","4","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"1","1","0.00","0.00","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","20-20","20-20","","","","","","","","","","","","","","","","","","","","","94"
"2","2","11.42","11.42","Dallas Mavericks","Dallas Mavericks","shot","shot","Nazr Mohammed","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","221","","73","","20-20","20-20","4","4","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"2","2","11.35","11.35","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","20-22","20-20","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","91"
"2","2","11.35","11.35","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Slam Dunk","250","","56","","20-22","20-22","1","1","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","97"
"2","2","11.19","11.19","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","473","","198","","20-22","20-22","27","27","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"2","2","11.18","11.18","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","20-22","20-22","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","94"
"2","2","11.01","11.01","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Eric Maynor","","","","","","","","","","","","","","Shooting","Shooting","","","","","20-22","20-22","","","","","","","","","","","","","","","","","","Jason","Terry","Terry","86"
"2","2","11.01","11.01","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","21-22","21-22","","","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","97"
"2","2","11.01","11.01","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","22-22","22-22","","","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","97"
"2","2","10.49","10.49","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Dirk Nowitzki","","","","","","","","","","","","","","Personal","Personal","","","","","22-22","22-22","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","86"
"2","2","10.44","10.44","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Shooting","Shooting","","","","","22-22","22-22","","","","","","","","","","","","","","","","","","James","Harden","Harden","86"
"2","2","10.44","10.44","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","22-23","22-23","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","10.44","10.44","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","22-24","22-24","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","10.32","10.32","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","412","","242","","22-24","22-24","25","25","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"2","2","10.31","10.31","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","22-24","22-24","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"2","2","10.21","10.21","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Shooting","Shooting","","","","","22-24","22-24","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","86"
"2","2","10.21","10.21","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","22-25","22-25","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","10.21","10.21","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Nick Collison","","","","","","","","","","","","","","","","","","","","","","","22-25","22-25","","","","","","","","","","","","Serge","Ibaka","Ibaka","Nick","Collison","Collison","","","","94"
"2","2","10.21","10.21","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","22-26","22-26","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","9.59","9.59","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Floating Jump Shot","336","","57","","22-26","22-26","9","9","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"2","2","9.57","9.57","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","22-26","22-26","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"2","2","9.46","9.46","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","484","","87","","22-29","22-29","24","24","Lamar","Odom","Odom","","","","","","","","","","","","","Jason","Terry","Terry","97"
"2","2","9.38","9.38","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","22-29","22-29","","","","","","","","","","","","","","","","","","","","","94"
"2","2","9.30","9.30","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","Jason Terry","","","","","","","","22-29","22-29","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"2","2","9.19","9.19","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Lazar Hayward","","","","","","","","","","","","","","","","","","","","","","","22-29","22-29","","","","","","","","","","","","Kevin","Durant","Durant","Lazar","Hayward","Hayward","","","","94"
"2","2","9.09","9.09","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Driving Layup","231","","56","","22-29","22-29","2","2","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"2","2","9.07","9.07","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","22-29","22-29","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"2","2","9.02","9.02","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Running Jump Shot","262","","97","","22-29","22-29","5","5","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"2","2","9.01","9.01","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","22-29","22-29","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","8.57","8.57","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Jump Shot","345","","95","","24-29","24-29","11","11","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","97"
"2","2","8.38","8.38","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Layup","273","","45","","24-31","24-31","2","2","Dirk","Nowitzki","Nowitzki","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","97"
"2","2","8.15","8.15","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","442","","222","","24-31","24-31","26","26","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","94"
"2","2","8.14","8.14","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","24-31","24-31","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","8.11","8.11","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Putback Layup","223","","62","","26-31","26-31","3","3","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","97"
"2","2","7.55","7.55","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Pullup Jump Shot","375","","138","","26-31","26-31","15","15","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"2","2","7.54","7.54","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","26-31","26-31","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"2","2","7.54","7.54","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Layup","246","","45","","26-33","26-33","1","1","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"2","2","7.54","7.54","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Dirk Nowitzki","","","","","","","","","","","","","","Shooting","Shooting","","","","","26-33","26-33","","","","","","","","","","","","","","","","","","Nazr","Mohammed","Mohammed","86"
"2","2","7.54","7.54","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Eric Maynor","","","","","","","","","","","","","","","","","","","","","","","26-33","26-33","","","","","","","","","","","","Russell","Westbrook","Westbrook","Eric","Maynor","Maynor","","","","94"
"2","2","7.54","7.54","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","1","1","","","","","foul","foul","missed","missed","","","","","","","","","26-33","26-33","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","100"
"2","2","7.52","7.52","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","26-33","26-33","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"2","2","7.40","7.40","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Step Back Jump Shot","175","","113","","26-35","26-35","10","10","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"2","2","7.31","7.31","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Serge Ibaka","","","","","","","","","","","","","","Personal","Personal","","","","","26-35","26-35","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","86"
"2","2","7.31","7.31","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Dirk Nowitzki","","","","","","","","","","","","","","","","","","","","","","","26-35","26-35","","","","","","","","","","","","Shawn","Marion","Marion","Dirk","Nowitzki","Nowitzki","","","","94"
"2","2","7.14","7.14","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Pullup Jump Shot","169","","217","","28-35","28-35","19","19","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"2","2","6.52","6.52","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Layup","251","","61","","28-37","28-37","1","1","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","6.52","6.52","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Shooting","Shooting","","","","","28-37","28-37","","","","","","","","","","","","","","","","","","Nazr","Mohammed","Mohammed","86"
"2","2","6.52","6.52","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Nazr Mohammed","","","","","","","","","","","","","","","","","","","","","","","28-37","28-37","","","","","","","","","","","","Kendrick","Perkins","Perkins","Nazr","Mohammed","Mohammed","","","","94"
"2","2","6.52","6.52","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","1","1","","1","","","foul","foul","made","made","","","","","","","","","28-38","28-38","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","6.41","6.41","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Russell Westbrook","","","","","","","","","","","","","","Shooting","Shooting","","","","","28-38","28-38","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","86"
"2","2","6.41","6.41","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","28-38","28-38","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","100"
"2","2","6.41","6.41","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","28-38","28-38","","","","","","","","","","","","","","","","","","","","","94"
"2","2","6.41","6.41","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Lamar Odom","","","","","","","","","","","","","","","","","","","","","","","28-38","28-38","","","","","","","","","","","","Jason","Kidd","Kidd","Lamar","Odom","Odom","","","","94"
"2","2","6.41","6.41","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","29-38","29-38","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"2","2","6.32","6.32","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Step Back Jump Shot","379","","116","","29-38","29-38","14","14","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"2","2","6.29","6.29","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","29-38","29-38","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","6.23","6.23","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","106","","245","","29-38","29-38","24","24","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"2","2","6.22","6.22","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","29-38","29-38","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"2","2","6.06","6.06","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Bank Shot","226","","136","","29-40","29-40","9","9","Jason","Kidd","Kidd","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"2","2","5.42","5.42","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Jump Shot","317","","122","","31-40","31-40","10","10","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"2","2","5.42","5.42","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Kevin Durant","","","","","","","","","","","","","","Shooting","Shooting","","","","","31-40","31-40","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","86"
"2","2","5.42","5.42","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","1","1","","1","","","foul","foul","made","made","","","","","","","","","32-40","32-40","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"2","2","5.29","5.29","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Shooting","Shooting","","","","","32-40","32-40","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","86"
"2","2","5.29","5.29","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","32-40","32-40","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","100"
"2","2","5.29","5.29","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","32-40","32-40","","","","","","","","","","","","","","","","","","","","","94"
"2","2","5.29","5.29","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","32-41","32-41","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"2","2","5.12","5.12","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Reverse Layup","270","","51","","34-41","34-41","2","2","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","97"
"2","2","4.54","4.54","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Bank Shot","186","","108","","34-41","34-41","9","9","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"2","2","4.51","4.51","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","34-41","34-41","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"2","2","4.46","4.46","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","480","","136","","37-41","37-41","25","25","James","Harden","Harden","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"2","2","4.45","4.45","Dallas Mavericks","Dallas Mavericks","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","37-41","37-41","","","","","","","","","","","","","","","","","","","","","94"
"2","2","4.45","4.45","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Vince Carter","","","","","","","","","","","","","","","","","","","","","","","37-41","37-41","","","","","","","","","","","","Brendan","Haywood","Haywood","Vince","Carter","Carter","","","","94"
"2","2","4.45","4.45","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Ian Mahinmi","","","","","","","","","","","","","","","","","","","","","","","37-41","37-41","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","Ian","Mahinmi","Mahinmi","","","","94"
"2","2","4.22","4.22","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Floating Jump Shot","188","","108","","37-43","37-43","8","8","","","","","","","","","","","","","","","","Jason","Terry","Terry","97"
"2","2","4.02","4.02","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Slam Dunk","251","","57","","39-43","39-43","1","1","Kendrick","Perkins","Perkins","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"2","2","3.49","3.49","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","out of bounds lost ball","Out of Bounds Lost Ball","","","","","","","","","","","39-43","39-43","","","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"2","2","3.29","3.29","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Driving Layup","234","","56","","39-43","39-43","2","2","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"2","2","3.27","3.27","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","39-43","39-43","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"2","2","3.25","3.25","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Tip Shot","257","","56","","39-43","39-43","1","1","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"2","2","3.24","3.24","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","39-43","39-43","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"2","2","3.17","3.17","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","layup","Running Layup","254","","47","","39-45","39-45","","1","Jason","Kidd","Kidd","","","","","","","","","","","","","Brendan","Haywood","Haywood","97"
"2","2","2.59","2.59","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","179","","195","","39-45","39-45","16","16","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","2.58","2.58","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","39-45","39-45","","","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"2","2","2.53","2.53","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","98","","244","","39-48","39-48","25","25","Jason","Kidd","Kidd","","","","","","","","","","","","","Jason","Terry","Terry","97"
"2","2","2.46","2.46","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","short","","","","","","39-48","39-48","","","","","","","","","","","","","","","","","","","","","94"
"2","2","2.35","2.35","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Floating Jump Shot","342","","91","","41-48","41-48","10","10","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"2","2","2.13","2.13","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Floating Jump Shot","155","","65","","41-48","41-48","10","10","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"2","2","2.10","2.10","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","41-48","41-48","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"2","2","2.06","2.06","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Slam Dunk","252","","57","","43-48","43-48","1","1","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"2","2","1.58","1.58","Dallas Mavericks","Dallas Mavericks","timeout","timeout","","","","","","","","","","","","","","","","","","","","short","","","","","","43-48","43-48","","","","","","","","","","","","","","","","","","","","","94"
"2","2","1.45","1.45","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Layup","257","","75","","43-50","43-50","3","3","Jason","Kidd","Kidd","","","","","","","","","","","","","Brendan","Haywood","Haywood","97"
"2","2","1.27","1.27","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","259","","192","","43-50","43-50","14","14","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"2","2","1.27","1.27","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","43-50","43-50","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","1.24","1.24","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","Brendan Haywood","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","256","","61","","43-50","43-50","1","1","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","1.23","1.23","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","43-50","43-50","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"2","2","1.13","1.13","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Kendrick Perkins","","","","","","","","","","","","","","Shooting","Shooting","","","","","43-50","43-50","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","86"
"2","2","1.13","1.13","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","43-50","43-50","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","100"
"2","2","1.13","1.13","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","43-50","43-50","","","","","","","","","","","","","","","","","","","","","94"
"2","2","1.13","1.13","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","44-50","44-50","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","97"
"2","2","0.54","0.54","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","163","","149","","44-50","44-50","13","13","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"2","2","0.52","0.52","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","44-50","44-50","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","94"
"2","2","0.52","0.52","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","layup","Slam Dunk","251","","50","","44-52","44-52","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","97"
