" quarter@NBA"," quarter@br"," time@br"," time@NBA"," team@br"," team@NBA"," eventtype@br"," eventtype@NBA"," block@br"," block@NBA"," left@br"," numfreeshot@br"," numfreeshot@NBA"," opponent@br"," opponent@NBA"," outof@br"," outof@NBA"," points@br"," points@NBA"," possession@br"," possession@NBA"," reason@br"," reason@NBA"," result@br"," result@NBA"," steal@br"," steal@NBA"," type@br"," type@NBA"," x@br"," x@NBA"," y@br"," y@NBA"," score@br"," score@NBA"," shotdistance@br"," shotdistance @NBA","assist_first@br","assist_last@br"," assist@NBA","awayjumpball_first@br","awayjumpball_last@br"," awayjumpball@NBA","homejumpball_first@br","homejumpball_last@br"," homejumpball@NBA","entered_first@br","entered_last@br"," entered@NBA","left_0@br","left_1@br"," left@NBA","player_first@br","player_last@br"," player@NBA","Confidence"
"4","4","10.38","10.38","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Pullup Jump Shot","252","","182","","65-78","65-78","13","13","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"4","4","10.37","10.37","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"4","4","10.22","10.22","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Slam Dunk","259","","54","","65-80","65-80","1","1","Jason","Terry","Terry","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","97"
"4","4","9.55","9.55","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","60","","237","","65-80","65-80","27","27","","","","","","","","","","","","","","","","Reggie","Jackson","Jackson","94"
"4","4","9.55","9.55","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","","","","94"
"4","4","9.55","9.55","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","shot clock","Shot Clock","","","","","","","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","","","","94"
"4","4","9.39","9.39","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","24","","98","","65-80","65-80","23","","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"4","4","9.38","9.38","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"4","4","9.35","9.35","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Lamar Odom","","","","","","","","","","","","","","Shooting","Shooting","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","86"
"4","4","9.35","9.35","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","100"
"4","4","9.35","9.35","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","65-80","65-80","","","","","","","","","","","","","","","","","","","","","94"
"4","4","9.35","9.35","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","65-81","65-81","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","97"
"4","4","9.28","9.28","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","306","","299","","68-81","68-81","26","26","Reggie","Jackson","Jackson","","","","","","","","","","","","","Eric","Maynor","Maynor","97"
"4","4","9.00","9.00","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Turnaround Fadeaway","319","","165","","68-83","68-83","13","13","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"4","4","8.35","8.35","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Turnaround Jump Shot","250","","158","","70-83","70-83","11","11","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","97"
"4","4","8.18","8.18","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Jason Terry","","","","","","","","","","","","","","Personal","Personal","","","","","70-83","70-83","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","86"
"4","4","8.18","8.18","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Lamar Odom","","","","","","","","","","","","","","","","","","","","","","","70-83","70-83","","","","","","","","","","","","Jason","Kidd","Kidd","Lamar","Odom","Odom","","","","94"
"4","4","8.18","8.18","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Lazar Hayward","","","","","","","","","","","","","","","","","","","","","","","70-83","70-83","","","","","","","","","","","","Kevin","Durant","Durant","Lazar","Hayward","Hayward","","","","94"
"4","4","8.18","8.18","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Reggie Jackson","","","","","","","","","","","","","","","","","","","","","","","70-83","70-83","","","","","","","","","","","","Russell","Westbrook","Westbrook","Reggie","Jackson","Jackson","","","","94"
"4","4","8.03","8.03","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","21","","67","","70-83","70-83","23","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"4","4","8.02","8.02","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","70-83","70-83","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","7.50","7.50","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","37","","199","","73-83","73-83","26","26","Eric","Maynor","Maynor","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"4","4","7.27","7.27","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","478","","61","","73-86","73-86","23","","Dirk","Nowitzki","Nowitzki","","","","","","","","","","","","","Jason","Terry","Terry","97"
"4","4","7.12","7.12","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","lost ball","Lost Ball","","","Jason Terry","","","","","","","","73-86","73-86","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","7.04","7.04","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","432","","226","","73-86","73-86","25","25","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"4","4","7.03","7.03","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","73-86","73-86","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","94"
"4","4","6.49","6.49","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","199","","67","","73-86","73-86","5","5","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"4","4","6.49","6.49","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","73-86","73-86","","","","","","","","","","","","","","","","","","","","","94"
"4","4","6.49","6.49","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Ian Mahinmi","","","","","","","","","","","","","","Personal","Personal","","","","","73-86","73-86","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","86"
"4","4","6.49","6.49","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Dirk Nowitzki","","","","","","","","","","","","","","","","","","","","","","","73-86","73-86","","","","","","","","","","","","Lamar","Odom","Odom","Dirk","Nowitzki","Nowitzki","","","","94"
"4","4","6.49","6.49","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Nick Collison","","","","","","","","","","","","","","","","","","","","","","","73-86","73-86","","","","","","","","","","","","James","Harden","Harden","Nick","Collison","Collison","","","","94"
"4","4","6.49","6.49","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Eric Maynor","","","","","","","","","","","","","","","","","","","","","","","73-86","73-86","","","","","","","","","","","","Kendrick","Perkins","Perkins","Eric","Maynor","Maynor","","","","94"
"4","4","6.31","6.31","Dallas Mavericks","Dallas Mavericks","shot","shot","Serge Ibaka","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","260","","75","","73-86","73-86","3","3","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"4","4","6.30","6.30","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","73-86","73-86","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"4","4","6.27","6.27","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","layup","Running Dunk","251","","51","","75-86","75-86","","","James","Harden","Harden","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"4","4","6.06","6.06","Oklahoma City Thunder","Oklahoma City Thunder","violation","violation","","","","","","","","","","","","","","kicked ball","Kicked Ball","","","","","","","","","","","75-86","75-86","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"4","4","6.06","6.06","Dallas Mavericks","Dallas Mavericks","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","75-86","75-86","","","","","","","","","","","","","","","","","","","","","94"
"4","4","5.59","5.59","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Pullup Jump Shot","166","","206","","75-86","75-86","18","18","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"4","4","5.56","5.56","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","75-86","75-86","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"4","4","5.49","5.49","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Personal block","Personal Block","","","","","75-86","75-86","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","86"
"4","4","5.40","5.40","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","Ian Mahinmi","","","","","","","","75-86","75-86","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"4","4","5.36","5.36","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Layup","248","","56","","75-88","75-88","1","1","Vince","Carter","Carter","","","","","","","","","","","","","Lamar","Odom","Odom","97"
"4","4","5.36","5.36","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Lamar Odom","","","","","","","","","","","","","","Shooting","Shooting","","","","","75-88","75-88","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","86"
"4","4","5.36","5.36","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","1","1","","1","","","foul","foul","made","made","","","","","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","97"
"4","4","5.27","5.27","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","437","","59","","75-89","75-89","19","19","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"4","4","5.27","5.27","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","5.27","5.27","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Russell Westbrook","","","","","","","","","","","","","","Loose ball","Loose ball","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","86"
"4","4","5.27","5.27","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Ian Mahinmi","","","","","","","","","","","","","","","","","","","","","","","75-89","75-89","","","","","","","","","","","","Brendan","Haywood","Haywood","Ian","Mahinmi","Mahinmi","","","","94"
"4","4","5.12","5.12","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","445","","209","","75-89","75-89","25","25","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"4","4","5.11","5.11","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","","","","94"
"4","4","5.04","5.04","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","306","","291","","75-89","75-89","25","25","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","5.03","5.03","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","94"
"4","4","4.47","4.47","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","","","","","","","","","75-89","75-89","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"4","4","4.38","4.38","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Alley Oop Dunk","259","","50","","77-89","77-89","1","1","James","Harden","Harden","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"4","4","4.18","4.18","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","James Harden","","","","","","","","77-89","77-89","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"4","4","4.13","4.13","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","layup","Running Dunk","248","","51","","79-89","79-89","","","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"4","4","4.13","4.13","Dallas Mavericks","Dallas Mavericks","timeout","timeout","","","","","","","","","","","","","","","","","","","","short","","","","","","79-89","79-89","","","","","","","","","","","","","","","","","","","","","94"
"4","4","4.13","4.13","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Vince Carter","","","","","","","","","","","","","","","","","","","","","","","79-89","79-89","","","","","","","","","","","","Shawn","Marion","Marion","Vince","Carter","Carter","","","","94"
"4","4","4.13","4.13","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Lamar Odom","","","","","","","","","","","","","","","","","","","","","","","79-89","79-89","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","Lamar","Odom","Odom","","","","94"
"4","4","4.02","4.02","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","lost ball","Lost Ball","","","Russell Westbrook","","","","","","","","79-89","79-89","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","94"
"4","4","3.58","3.58","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Layup","265","","50","","81-89","81-89","2","2","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"4","4","3.47","3.47","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","back court","Backcourt","","","","","","","","","","","81-89","81-89","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","94"
"4","4","3.37","3.37","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","412","","187","","81-89","81-89","21","21","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"4","4","3.36","3.36","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","81-89","81-89","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"4","4","3.23","3.23","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","Jason Terry","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","256","","78","","81-89","81-89","3","3","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","3.21","3.21","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","81-89","81-89","","","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"4","4","3.14","3.14","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Jump Shot","374","","135","","81-91","81-91","15","15","Shawn","Marion","Marion","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"4","4","2.55","2.55","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Kevin Durant","","","","","","","","","","","","","","Shooting","Shooting","","","","","81-91","81-91","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","86"
"4","4","2.55","2.55","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","81-91","81-91","","","","","","","","","","","","","","","","","","","","","94"
"4","4","2.55","2.55","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","81-91","81-91","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","100"
"4","4","2.55","2.55","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","81-91","81-91","","","","","","","","","","","","","","","","","","","","","94"
"4","4","2.55","2.55","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","82-91","82-91","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"4","4","2.35","2.35","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Hook Shot","257","","102","","82-93","82-93","5","5","Jason","Terry","Terry","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"4","4","2.13","2.13","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Pullup Jump Shot","276","","187","","82-93","82-93","14","14","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"4","4","2.12","2.12","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","82-93","82-93","","","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"4","4","1.55","1.55","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","26","","64","","82-96","82-96","22","","Jason","Terry","Terry","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"4","4","1.55","1.55","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","82-96","82-96","","","","","","","","","","","","","","","","","","","","","94"
"4","4","1.49","1.49","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","56","","223","","85-96","85-96","26","26","Russell","Westbrook","Westbrook","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"4","4","1.37","1.37","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Dirk Nowitzki","","","","","","","","","","","","","","Personal","Personal","","","","","85-96","85-96","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","86"
"4","4","1.37","1.37","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","85-97","85-97","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"4","4","1.37","1.37","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","85-98","85-98","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"4","4","1.37","1.37","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","short","","","","","","85-98","85-98","","","","","","","","","","","","","","","","","","","","","94"
"4","4","1.33","1.33","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","325","","296","","85-98","85-98","26","26","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"4","4","1.32","1.32","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","85-98","85-98","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"4","4","1.25","1.25","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","Brendan Haywood","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Turnaround Jump Shot","220","","78","","85-98","85-98","4","4","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"4","4","1.23","1.23","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","85-98","85-98","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"4","4","1.17","1.17","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Shooting","Shooting","","","","","85-98","85-98","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","86"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","86-98","86-98","","","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Kevin Durant","","","","","","","","","","","","","","","","","","","","","","","86-98","86-98","","","","","","","","","","","","Nazr","Mohammed","Mohammed","Kevin","Durant","Durant","","","","94"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Serge Ibaka","","","","","","","","","","","","","","","","","","","","","","","86-98","86-98","","","","","","","","","","","","Lazar","Hayward","Hayward","Serge","Ibaka","Ibaka","","","","94"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Kendrick Perkins","","","","","","","","","","","","","","","","","","","","","","","86-98","86-98","","","","","","","","","","","","Reggie","Jackson","Jackson","Kendrick","Perkins","Perkins","","","","94"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Russell Westbrook","","","","","","","","","","","","","","","","","","","","","","","86-98","86-98","","","","","","","","","","","","Eric","Maynor","Maynor","Russell","Westbrook","Westbrook","","","","94"
"4","4","1.17","1.17","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","87-98","87-98","","","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"4","4","1.00","1.00","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Turnaround Jump Shot","325","","83","","87-100","87-100","8","8","","","","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"4","4","1.00","1.00","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","short","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","","","","94"
"4","4","1.00","1.00","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Shawn Marion","","","","","","","","","","","","","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","Rodrigue","Beaubois","Beaubois","Shawn","Marion","Marion","","","","94"
"4","4","1.00","1.00","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Dirk Nowitzki","","","","","","","","","","","","","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","Delonte","West","West","Dirk","Nowitzki","Nowitzki","","","","94"
"4","4","1.00","1.00","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Jason Kidd","","","","","","","","","","","","","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","Dominique","Jones","Jones","Jason","Kidd","Kidd","","","","94"
"4","4","1.00","1.00","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Jason Terry","","","","","","","","","","","","","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","Brian","Cardinal","Cardinal","Jason","Terry","Terry","","","","94"
"4","4","1.00","1.00","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","James Harden","","","","","","","","","","","","","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","Cole","Aldrich","Aldrich","James","Harden","Harden","","","","94"
"4","4","0.49","0.49","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","lost ball","Lost Ball","","","Brian Cardinal","","","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","Cole","Aldrich","Aldrich","94"
"4","4","0.33","0.33","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","418","","247","","87-100","87-100","26","26","","","","","","","","","","","","","","","","Brian","Cardinal","Cardinal","94"
"4","4","0.31","0.31","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"4","4","0.28","0.28","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","lost ball","Lost Ball","","","Rodrigue Beaubois","","","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"4","4","0.27","0.27","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","out of bounds lost ball","Out of Bounds Lost Ball","","","","","","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","Beaubois","94"
"4","4","0.13","0.13","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Pullup Jump Shot","106","","61","","87-100","87-100","14","14","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
"4","4","0.12","0.12","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","87-100","87-100","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","94"
"2","2","0.31","0.31","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","44-52","44-52","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"2","2","0.31","0.31","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","44-52","44-52","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
