"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","12:00.0","","jumpball","","Dwight Howard","","","Robin Lopez","","","","","","","","","","","","","","",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","11:44.0","Los Angeles Lakers","shot","","","","","","","","","","Kobe Bryant","2","","","missed","","jumper","71","166","0-0","21"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","11:43.0","Los Angeles Lakers","rebound","","","","","","","","","","Metta World Peace","","","","","","Offensive","","","0-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","11:30.0","Los Angeles Lakers","shot","","","","","","","","","","Dwight Howard","2","","","made","","shot","218","102","2-0","6"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","11:05.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","3","","","missed","","jumper ","350","286","2-0","26"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","11:01.0","Los Angeles Lakers","rebound","","","","","","","","","","Dwight Howard","","","","","","Defensive","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:55.0","Los Angeles Lakers","foul","","","","","","","","Kobe Bryant","","Roger Mason","","","","","","Personal","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:46.0","Los Angeles Lakers","shot","","","Robin Lopez","","","","","","","Metta World Peace","2","","","missed","","jumper","273","73","2-0","3"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:43.0","Los Angeles Lakers","shot","","","Robin Lopez","","","","","","","Metta World Peace","2","","","missed","","layup","258","61","2-0","1"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:43.0","Los Angeles Lakers","rebound","","","","","","","","","","Metta World Peace","","","","","","Offensive","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:42.0","New Orleans Hornets","rebound","","","","","","","","","","Robin Lopez","","","","","","Defensive","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:42.0","New Orleans Hornets","foul","","","","","","","","Robin Lopez","","Metta World Peace","","","","","","Personal","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:30.0","New Orleans Hornets","shot","","","","","","","","","","Roger Mason","3","","","missed","","jumper ","108","263","2-0","26"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:29.0","Los Angeles Lakers","rebound","","","","","","","","","","Chris Duhon","","","","","","Defensive","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:21.0","Los Angeles Lakers","foul","","","","","","","","Dwight Howard","","Ryan Anderson","","","","","","Shooting","","","2-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:21.0","Los Angeles Lakers","free throw","","","","","",""," 1","","2","Dwight Howard","","","foul","made","","","","","3-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:21.0","Los Angeles Lakers","free throw","","","","","",""," 2","","2","Dwight Howard","","","foul","missed","","","","","3-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:19.0","New Orleans Hornets","rebound","","","","","","","","","","Al-Farouq Aminu","","","","","","Defensive","","","3-0",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","10:07.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","2","","","made","","shot","300","89","3-2","6"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:55.0","Los Angeles Lakers","shot","Chris Duhon","","","","","","","","","Dwight Howard","2","","","made","","shot","265","84","5-2","4"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:40.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","2","","","missed","","jumper","120","135","5-2","16"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:39.0","New Orleans Hornets","shot","","","","","","","","","","Robin Lopez","2","","","made","","","260","72","5-4","2"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:39.0","New Orleans Hornets","rebound","","","","","","","","","","Robin Lopez","","","","","","Offensive","","","5-4",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:28.0","Los Angeles Lakers","shot","Chris Duhon","","","","","","","","","Antawn Jamison","2","","","made","","layup","267","73","7-4","3"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","9:14.0","New Orleans Hornets","shot","","","","","","","","","","Ryan Anderson","2","","","made","","jumper","306","250","7-6","21"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:57.0","Los Angeles Lakers","shot","","","","","","","","","","Kobe Bryant","2","","","missed","","jumper","243","128","7-6","8"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:56.0","New Orleans Hornets","rebound","","","","","","","","","","Greivis Vasquez","","","","","","Defensive","","","7-6",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:38.0","New Orleans Hornets","shot","","","Dwight Howard","","","","","","","Robin Lopez","2","","","missed","","layup","231","70","7-6","3"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:37.0","Los Angeles Lakers","rebound","","","","","","","","","","Metta World Peace","","","","","","Defensive","","","7-6",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:24.0","Los Angeles Lakers","shot","","","","","","","","","","Antawn Jamison","2","","","missed","","jumper","292","76","7-6","5"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:23.0","New Orleans Hornets","rebound","","","","","","","","","","Al-Farouq Aminu","","","","","","Defensive","","","7-6",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","8:06.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","2","","","made","","jumper","312","212","7-8","17"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:45.0","Los Angeles Lakers","shot","","","Robin Lopez","","","","","","","Dwight Howard","2","","","missed","","layup","231","53","7-8","2"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:44.0","New Orleans Hornets","rebound","","","","","","","","","","Greivis Vasquez","","","","","","Defensive","","","7-8",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:34.0","New Orleans Hornets","turnover","","","","","","","","","","Greivis Vasquez","","","bad pass","","","","","","7-8",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:26.0","Los Angeles Lakers","shot","","","","","","","","","","Chris Duhon","3","","","missed","","jumper ","139","283","7-8","26"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:24.0","New Orleans Hornets","rebound","","","","","","","","","","Ryan Anderson","","","","","","Defensive","","","7-8",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","7:10.0","New Orleans Hornets","shot","Al-Farouq Aminu","","","","","","","","","Ryan Anderson","2","","","made","","jumper","377","187","7-10","19"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:43.0","Los Angeles Lakers","shot","","","","","","","","","","Antawn Jamison","2","","","missed","","jumper","442","59","7-10","19"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:41.0","New Orleans Hornets","rebound","","","","","","","","","","Greivis Vasquez","","","","","","Defensive","","","7-10",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:33.0","New Orleans Hornets","shot","","","","","","","","","","Roger Mason","2","","","missed","","jumper","79","50","7-10","17"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:32.0","New Orleans Hornets","rebound","","","","","","","","","","Ryan Anderson","","","","","","Offensive","","","7-10",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:18.0","New Orleans Hornets","shot","Greivis Vasquez","","","","","","","","","Robin Lopez","2","","","made","","dunk","251","50","7-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:00.0","Los Angeles Lakers","shot","","","","","","","","","","Dwight Howard","2","","","made","","dunk","251","44","9-12","1"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:00.0","Los Angeles Lakers","foul","","","","","","","","Dwight Howard","","Robin Lopez","","","","","","Shooting","","","9-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","6:00.0","Los Angeles Lakers","free throw","","","","","",""," 1","","1","Dwight Howard","","","foul","missed","","","","","9-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:59.0","New Orleans Hornets","rebound","","","","","","","","","","Ryan Anderson","","","","","","Defensive","","","9-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:37.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","3","","","missed","","jumper ","136","292","9-12","27"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:35.0","Los Angeles Lakers","rebound","","","","","","","","","","Kobe Bryant","","","","","","Defensive","","","9-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:25.0","Los Angeles Lakers","shot","","","","","","","","","","Antawn Jamison","3","","","missed","","jumper ","473","50","9-12","22"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:22.0","Los Angeles Lakers","rebound","","","","","","","","","","Chris Duhon","","","","","","Offensive","","","9-12",""
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:14.0","Los Angeles Lakers","shot","","","","","","","","","","Kobe Bryant","2","","","made","","shot","342","127","11-12","12"
"Metta World Peace","Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:06.0","New Orleans Hornets","timeout","","","","","","","","","","","","","","","","full","","","11-12",""
"Kobe Bryant","Chris Duhon","Dwight Howard","Antawn Jamison","Earl Clark","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:06.0","Los Angeles Lakers","substitute","","","","Earl Clark","","Metta World Peace","","","","","","","","","","","","","11-12",""
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","5:06.0","Los Angeles Lakers","substitute","","","","Jodie Meeks","","Antawn Jamison","","","","","","","","","","","","","11-12",""
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:56.0","New Orleans Hornets","shot","","","","","","","","","","Ryan Anderson","3","","","missed","","jumper ","138","288","11-12","26"
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:55.0","New Orleans Hornets","rebound","","","","","","","","","","","","","","","","Offensive","","","11-12",""
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:43.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","2","","","missed","","jumper","127","168","11-12","17"
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:42.0","Los Angeles Lakers","rebound","","","","","","","","","","Dwight Howard","","","","","","Defensive","","","11-12",""
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:31.0","Los Angeles Lakers","shot","","","","","","","","","","Kobe Bryant","2","","","missed","","layup","232","56","11-12","2"
"Kobe Bryant","Chris Duhon","Dwight Howard","Earl Clark","Jodie Meeks","Al-Farouq Aminu","Ryan Anderson","Robin Lopez","Roger Mason","Greivis Vasquez","1","4:30.0","New Orleans Hornets","rebound","","","","","","","","","","Ryan Anderson","","","","","","Defensive","","","11-12",""
