"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","12:00.0","","jumpball","","Meyers Leonard","","","Marcin Gortat","","","","","","","","","","","","","","",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:46.0","Portland Trail Blazers","shot","","","","","","","","","","Nicolas Batum","3","","","missed","","jumper ","63","220","0-0","25"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:44.0","Phoenix Suns","rebound","","","","","","","","","","Michael Beasley","","","","","","Defensive","","","0-0",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:28.0","Phoenix Suns","shot","","","","","","","","","","Marcin Gortat","2","","","made","","driving layup","243","59","0-2","1"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:10.0","Portland Trail Blazers","shot","","","","","","","","","","Wesley Matthews","2","","","missed","","jumper","186","231","0-2","19"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:08.0","Portland Trail Blazers","shot","","","","","","","","","","Nicolas Batum","2","","","made","","","256","59","2-2","1"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","11:08.0","Portland Trail Blazers","rebound","","","","","","","","","","Nicolas Batum","","","","","","Offensive","","","2-2",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:53.0","Phoenix Suns","shot","","","","","","","","","","Michael Beasley","2","","","missed","","jumper","341","203","2-2","18"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:51.0","Portland Trail Blazers","rebound","","","","","","","","","","LaMarcus Aldridge","","","","","","Defensive","","","2-2",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:41.0","Portland Trail Blazers","foul","","","","","","","","Nicolas Batum","","Markieff Morris","","","","","","Personal block","","","2-2",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:36.0","Portland Trail Blazers","shot","","","","","","","","","","LaMarcus Aldridge","2","","","missed","","jumper","322","231","2-2","19"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:34.0","Phoenix Suns","rebound","","","","","","","","","","Michael Beasley","","","","","","Defensive","","","2-2",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:28.0","Phoenix Suns","shot","Michael Beasley","","","","","","","","","Marcin Gortat","2","","","made","","layup","260","56","2-4","1"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:17.0","Portland Trail Blazers","shot","","","","","","","","","","Wesley Matthews","2","","","made","","jumper","290","240","4-4","19"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:04.0","Phoenix Suns","shot","","","","","","","","","","Michael Beasley","2","","","missed","","running bank shot","319","78","4-4","7"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","10:01.0","Portland Trail Blazers","rebound","","","","","","","","","","LaMarcus Aldridge","","","","","","Defensive","","","4-4",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","9:53.0","Portland Trail Blazers","shot","Wesley Matthews","","","","","","","","","LaMarcus Aldridge","2","","","made","","jumper","339","212","6-4","18"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","9:41.0","Phoenix Suns","foul","","","","","","","","Goran Dragic","","Wesley Matthews","","","","","","Personal","","","6-4",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","9:30.0","Phoenix Suns","turnover","","","","","","","","","","Michael Beasley","","","bad pass","","Meyers Leonard","","","","6-4",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","9:24.0","Portland Trail Blazers","shot","Nicolas Batum","","","","","","","","","Meyers Leonard","2","","","made","","jumper","300","106","8-4","8"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","9:12.0","Phoenix Suns","shot","Goran Dragic","","","","","","","","","Shannon Brown","3","","","made","","jumper ","18","106","8-7","24"
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","8:48.0","Portland Trail Blazers","turnover","","","","","","","","","","Nicolas Batum","","","bad pass","","Goran Dragic","","","","8-7",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","8:38.0","Phoenix Suns","turnover","","","","","","","","","","Michael Beasley","","","bad pass","","Wesley Matthews","","","","8-7",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","8:33.0","Portland Trail Blazers","turnover","","","","","","","","","","Wesley Matthews","","","lost ball","","Shannon Brown","","","","8-7",""
"LaMarcus Aldridge","Nicolas Batum","Meyers Leonard","Damian Lillard","Wesley Matthews","Michael Beasley","Shannon Brown","Goran Dragic","Marcin Gortat","Markieff Morris","1","8:18.0","Phoenix Suns","shot","","","","","","","","","","Markieff Morris","2","","","missed","","jumper","213","53","8-7","4"
