"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","12:00.0","","jumpball","","Marc Gasol","","","Tim Duncan","","","","","","","","","","","","","","",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","12:00.0","Memphis Grizzlies","violation","","","","","","","","","","","","","delay of game","","","","","","0-0",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","11:43.0","Memphis Grizzlies","shot","","","","","","","","","","Rudy Gay","2","","","made","","jumper","210","70","2-0","4"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","11:21.0","San Antonio Spurs","shot","","","","","","","","","","Danny Green","3","","","missed","","jumper ","484","40","2-0","23"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","11:18.0","Memphis Grizzlies","rebound","","","","","","","","","","Wayne Ellington","","","","","","Defensive","","","2-0",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","11:02.0","Memphis Grizzlies","shot","","","","","","","","","","Zach Randolph","2","","","missed","","jumper","331","75","2-0","8"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","11:00.0","San Antonio Spurs","rebound","","","","","","","","","","Tim Duncan","","","","","","Defensive","","","2-0",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:50.0","San Antonio Spurs","shot","","","","","","","","","","Tim Duncan","2","","","missed","","jumper","144","203","2-0","19"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:48.0","Memphis Grizzlies","rebound","","","","","","","","","","Rudy Gay","","","","","","Defensive","","","2-0",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:38.0","Memphis Grizzlies","shot","Zach Randolph","","","","","","","","","Marc Gasol","2","","","made","","shot","297","124","4-0","9"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:18.0","San Antonio Spurs","shot","","","","","","","","","","Tim Duncan","2","","","missed","","shot","177","110","4-0","9"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:15.0","San Antonio Spurs","rebound","","","","","","","","","","DeJuan Blair","","","","","","Offensive","","","4-0",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","10:04.0","San Antonio Spurs","shot","","","","","","","","","","Tony Parker","2","","","made","","shot","188","121","4-2","9"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:50.0","Memphis Grizzlies","shot","","","","","","","","","","Rudy Gay","2","","","missed","","jumper","409","174","4-2","20"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:48.0","San Antonio Spurs","rebound","","","","","","","","","","Tim Duncan","","","","","","Defensive","","","4-2",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:39.0","San Antonio Spurs","shot","","","","","","","","","","Gary Neal","3","","","missed","","jumper ","454","206","4-2","26"
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:37.0","San Antonio Spurs","rebound","","","","","","","","","","Danny Green","","","","","","Offensive","","","4-2",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:26.0","San Antonio Spurs","foul","","","","","","","","Tony Parker","","Rudy Gay","","","","","","Shooting","","","4-2",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:26.0","San Antonio Spurs","free throw","","","","","",""," 1","","2","Tony Parker","","","foul","made","","","","","4-3",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:26.0","San Antonio Spurs","free throw","","","","","",""," 2","","2","Tony Parker","","","foul","made","","","","","4-4",""
"Mike Conley","Wayne Ellington","Marc Gasol","Rudy Gay","Zach Randolph","DeJuan Blair","Tim Duncan","Danny Green","Gary Neal","Tony Parker","1","9:03.0","Memphis Grizzlies","shot","","","","","","","","","","Rudy Gay","2","","","missed","","jumper","250","108","4-4","6"
