"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","12:00.0","","jumpball","","Robin Lopez","","","Al Jefferson","","","","","","","","","","","","","","",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:46.0","Utah Jazz","shot","","","Anthony Davis","","","","","","","Al Jefferson","2","","","missed","","layup","223","62","0-0","3"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:46.0","Utah Jazz","rebound","","","","","","","","","","","","","","","","Offensive","","","0-0",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:38.0","Utah Jazz","shot","","","","","","","","","","Mo Williams","2","","","missed","","jumper","451","91","0-0","21"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:36.0","New Orleans Hornets","rebound","","","","","","","","","","Al-Farouq Aminu","","","","","","Defensive","","","0-0",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:16.0","New Orleans Hornets","shot","","","","","","","","","","Robin Lopez","2","","","made","","shot","212","105","2-0","7"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","11:05.0","Utah Jazz","shot","Paul Millsap","","","","","","","","","Mo Williams","2","","","made","","layup","270","48","2-2","2"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","10:45.0","New Orleans Hornets","shot","","","","","","","","","","Greivis Vasquez","2","","","missed","","jumper","323","253","2-2","22"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","10:44.0","Utah Jazz","rebound","","","","","","","","","","Gordon Hayward","","","","","","Defensive","","","2-2",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","10:33.0","Utah Jazz","shot","Al Jefferson","","","","","","","","","Paul Millsap","2","","","made","","jumper","257","245","2-4","20"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","10:13.0","New Orleans Hornets","turnover","","","","","","","","","","Eric Gordon","","","lost ball","","Al Jefferson","","","","2-4",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","10:04.0","Utah Jazz","shot","Mo Williams","","","","","","","","","Paul Millsap","2","","","made","","layup","263","54","2-6","1"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","9:43.0","New Orleans Hornets","shot","Eric Gordon","","","","","","","","","Anthony Davis","2","","","made","","jumper","109","193","4-6","20"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","9:21.0","Utah Jazz","shot","","","","","","","","","","Al Jefferson","2","","","missed","","jumper","92","102","4-6","17"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","9:19.0","Utah Jazz","rebound","","","","","","","","","","Paul Millsap","","","","","","Offensive","","","4-6",""
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","9:11.0","Utah Jazz","shot","","","","","","","","","","Gordon Hayward","3","","","missed","","jumper ","478","57","4-6","23"
"Al-Farouq Aminu","Anthony Davis","Eric Gordon","Robin Lopez","Greivis Vasquez","Randy Foye","Gordon Hayward","Al Jefferson","Paul Millsap","Mo Williams","1","9:09.0","New Orleans Hornets","rebound","","","","","","","","","","Greivis Vasquez","","","","","","Defensive","","","4-6",""
