"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","12:00.0","","jumpball","","Larry Sanders","","","Roy Hibbert","","","","","","","","","","","","","","",""
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","11:46.0","Indiana Pacers","shot","George Hill","","","","","","","","","Roy Hibbert","2","","","made","","shot","304","84","0-2","6"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","11:25.0","Milwaukee Bucks","shot","","","","","","","","","","Brandon Jennings","3","","","missed","","jumper ","194","292","0-2","25"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","11:24.0","Milwaukee Bucks","rebound","","","","","","","","","","Larry Sanders","","","","","","Offensive","","","0-2",""
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","11:20.0","Milwaukee Bucks","shot","","","","","","","","","","Brandon Jennings","2","","","made","","shot","309","163","2-2","13"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","10:53.0","Indiana Pacers","shot","","","","","","","","","","David West","2","","","missed",""," ","407","72","2-2","16"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","10:52.0","Milwaukee Bucks","rebound","","","","","","","","","","Monta Ellis","","","","","","Defensive","","","2-2",""
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","10:44.0","Milwaukee Bucks","shot","","","","","","","","","","Monta Ellis","2","","","missed","","jumper","254","255","2-2","20"
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","10:43.0","Indiana Pacers","rebound","","","","","","","","","","George Hill","","","","","","Defensive","","","2-2",""
"Monta Ellis","Brandon Jennings","Luc Mbah a Moute","Larry Sanders","Ekpe Udoh","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","1","10:37.0","Indiana Pacers","shot","","","","","","","","","","Paul George","2","","","made","","driving layup","227","67","2-4","3"
