"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","12:00.0","","jumpball","","Greg Monroe","","","Jason Thompson","","","","","","","","","","","","","","",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","11:46.0","Sacramento Kings","shot","Isaiah Thomas","","","","","","","","","Tyreke Evans","2","","","made","","driving layup","256","75","0-2","3"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","11:26.0","Detroit Pistons","shot","","","","","","","","","","Brandon Knight","3","","","missed","","jumper ","13","56","0-2","24"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","11:25.0","Sacramento Kings","rebound","","","","","","","","","","DeMarcus Cousins","","","","","","Defensive","","","0-2",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","11:17.0","Sacramento Kings","shot","James Johnson","","","","","","","","","Isaiah Thomas","3","","","made","","jumper ","231","291","0-5","24"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","10:55.0","Detroit Pistons","shot","Greg Monroe","","","","","","","","","Brandon Knight","3","","","made","","jumper ","18","84","3-5","23"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","10:29.0","Sacramento Kings","shot","","","","","","","","","","Isaiah Thomas","3","","","missed","","jumper ","263","300","3-5","25"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","10:29.0","Detroit Pistons","rebound","","","","","","","","","","Jason Maxiell","","","","","","Defensive","","","3-5",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","10:10.0","Detroit Pistons","shot","","","","","","","","","","Jason Maxiell","2","","","missed","","jumper","191","111","3-5","8"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","10:09.0","Sacramento Kings","rebound","","","","","","","","","","James Johnson","","","","","","Defensive","","","3-5",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","9:59.0","Sacramento Kings","turnover","","","","","","","","","","DeMarcus Cousins","","","lost ball","","Tayshaun Prince","","","","3-5",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","9:54.0","Detroit Pistons","shot","Greg Monroe","","","","","","","","","Jason Maxiell","2","","","made","","layup","279","56","5-5","3"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","9:42.0","Sacramento Kings","turnover","","","","","","","","","","Isaiah Thomas","","","bad pass","","","","","","5-5",""
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","9:27.0","Detroit Pistons","shot","","","","","","","","","","Tayshaun Prince","2","","","missed","","jumper","456","76","5-5","21"
"Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Rodney Stuckey","DeMarcus Cousins","Tyreke Evans","James Johnson","Isaiah Thomas","Jason Thompson","1","9:27.0","Sacramento Kings","rebound","","","","","","","","","","Jason Thompson","","","","","","Defensive","","","5-5",""
