"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","12:00.0","","jumpball","","Chris Bosh","","","Omer Asik","","","","","","","","","","","","","","",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:42.0","Miami Heat","shot","","","","","","","","","","Dwyane Wade","2","","","missed","","jumper","188","61","0-0","6"
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:41.0","Houston Rockets","rebound","","","","","","","","","","James Harden","","","","","","Defensive","","","0-0",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:29.0","Houston Rockets","turnover","","","","","","","","","","Jeremy Lin","","","poss. lost ball","","","","","","0-0",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:18.0","Miami Heat","foul","","","","","","","","","","Omer Asik","","","","","","Def 3 sec tech","","","0-0",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:18.0","Miami Heat","free throw","","","","","","","1","","1","Mario Chalmers","","","technical","made","","","","","1-0",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:07.0","Miami Heat","shot","","","","","","","","","","Chris Bosh","2","","","missed","","jumper","257","94","1-0","4"
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","11:05.0","Houston Rockets","rebound","","","","","","","","","","Omer Asik","","","","","","Defensive","","","1-0",""
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","10:58.0","Houston Rockets","shot","","","","","","","","","","Patrick Patterson","2","","","missed","","shot","209","121","1-0","8"
"Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","Omer Asik","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","1","10:56.0","Miami Heat","rebound","","","","","","","","","","Dwyane Wade","","","","","","Defensive","","","1-0",""
