"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","12:00.0","","jumpball","","Chris Bosh","","","Festus Ezeli","","","","","","","","","","","","","","",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:47.0","Golden State Warriors","turnover","","","","","","","","","","Jarrett Jack","","","bad pass","","Dwyane Wade","","","","0-0",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:41.0","Miami Heat","shot","","","","","","","","","","Dwyane Wade","2","","","missed","","layup","257","76","0-0","3"
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:39.0","Miami Heat","shot","","","","","","","","","","Dwyane Wade","2","","","missed","","tip shot","259","50","0-0","1"
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:39.0","Miami Heat","rebound","","","","","","","","","","Dwyane Wade","","","","","","Offensive","","","0-0",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:37.0","Golden State Warriors","rebound","","","","","","","","","","Harrison Barnes","","","","","","Defensive","","","0-0",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:29.0","","jumpball","","Mario Chalmers","","","Jarrett Jack","","","","","","","","","","","","","","",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:29.0","Golden State Warriors","turnover","","","","","","","","","","Jarrett Jack","","","lost ball","","Mario Chalmers","","","","0-0",""
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:12.0","Miami Heat","shot","","","","","","","","","","Dwyane Wade","2","","","missed","","shot","239","113","0-0","6"
"Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","Harrison Barnes","Festus Ezeli","Jarrett Jack","David Lee","Klay Thompson","1","11:11.0","Golden State Warriors","rebound","","","","","","","","","","David Lee","","","","","","Defensive","","","0-0",""
