"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","12:00.0","","jumpball","","Dwight Howard","","","Larry Sanders","","","","","","","","","","","","","","",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","11:46.0","Milwaukee Bucks","shot","Brandon Jennings","","","","","","","","","Ersan Ilyasova","2","","","made","","jumper","293","237","0-2","19"
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","11:24.0","Los Angeles Lakers","turnover","","","","","","","","","","Steve Nash","","","bad pass","","Larry Sanders","","","","0-2",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","11:14.0","Milwaukee Bucks","shot","","","Dwight Howard","","","","","","","Ersan Ilyasova","2","","","missed","","jumper","180","73","0-2","7"
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","11:14.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","Defensive","","","0-2",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","10:53.0","Los Angeles Lakers","shot","Steve Nash","","","","","","","","","Pau Gasol","2","","","made","","jumper","150","165","2-2","15"
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","10:39.0","Milwaukee Bucks","turnover","","","","","","","","","","Brandon Jennings","","","bad pass","","Pau Gasol","","","","2-2",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","10:36.0","Los Angeles Lakers","foul","","","","","","","","Jodie Meeks","","Ersan Ilyasova","","","","","","Shooting","","","2-2",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","10:36.0","Los Angeles Lakers","free throw","","","","","",""," 1","","2","Jodie Meeks","","","foul","made","","","","","3-2",""
"Kobe Bryant","Pau Gasol","Dwight Howard","Jodie Meeks","Steve Nash","Marquis Daniels","Monta Ellis","Ersan Ilyasova","Brandon Jennings","Larry Sanders","1","10:36.0","Los Angeles Lakers","free throw","","","","","",""," 2","","2","Jodie Meeks","","","foul","made","","","","","4-2",""
