"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","12:00.0","","jumpball","","DeAndre Jordan","","","Dwight Howard","","","","","","","","","","","","","","",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:53.0","Los Angeles Clippers","turnover","","","","","","","","","","Chris Paul","","","bad pass","","Dwight Howard","","","","0-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:53.0","Los Angeles Lakers","foul","","","","","","","","Dwight Howard","","DeAndre Jordan","","","","","","Personal","","","0-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:39.0","Los Angeles Lakers","shot","","","","","","","","","","Earl Clark","3","","","missed","","jumper ","45","218","0-0","26"
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:38.0","Los Angeles Clippers","rebound","","","","","","","","","","Chauncey Billups","","","","","","Defensive","","","0-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:27.0","Los Angeles Clippers","shot","Chauncey Billups","","","","","","","","","Blake Griffin","2","","","made","","driving dunk","252","45","2-0","1"
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","11:12.0","Los Angeles Lakers","turnover","","","","","","","","","","Dwight Howard","","","offensive goaltending","","","","","","2-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","10:57.0","Los Angeles Clippers","shot","Chauncey Billups","","","","","","","","","Blake Griffin","2","","","made","","shot","315","76","4-0","7"
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","10:57.0","Los Angeles Lakers","violation","","","","","","","","","","Dwight Howard","","","def goaltending","","","","","","4-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","10:41.0","Los Angeles Lakers","shot","","","DeAndre Jordan","","","","","","","Dwight Howard","2","","","missed","","layup","256","47","4-0","1"
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","10:39.0","Los Angeles Lakers","rebound","","","","","","","","","","Earl Clark","","","","","","Offensive","","","4-0",""
"Chauncey Billups","Caron Butler","Blake Griffin","DeAndre Jordan","Chris Paul","Metta World Peace","Kobe Bryant","Earl Clark","Dwight Howard","Steve Nash","1","10:34.0","Los Angeles Lakers","shot","","","","","","","","","","Steve Nash","3","","","missed","","jumper ","312","302","4-0","26"
