"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","12:00.0","","jumpball","","Andris Biedrins","","","Tyler Zeller","","","","","","","","","","","","","","",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:47.0","Golden State Warriors","shot","","","","","","","","","","Klay Thompson","2","","","missed","","layup","243","67","0-0","2"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:45.0","Golden State Warriors","shot","","","","","","","","","","Andris Biedrins","2","","","made","","shot","245","51","2-0","1"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:45.0","Golden State Warriors","rebound","","","","","","","","","","Andris Biedrins","","","","","","Offensive","","","2-0",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:30.0","Cleveland Cavaliers","shot","","","","","","","","","","Kyrie Irving","2","","","missed","","jumper","325","201","2-0","17"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:29.0","Golden State Warriors","rebound","","","","","","","","","","Andris Biedrins","","","","","","Defensive","","","2-0",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:18.0","Golden State Warriors","shot","","","","","","","","","","David Lee","2","","","missed","","layup","242","72","2-0","2"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:17.0","Golden State Warriors","rebound","","","","","","","","","","Andris Biedrins","","","","","","Offensive","","","2-0",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","11:09.0","Golden State Warriors","shot","Jarrett Jack","","","","","","","","","David Lee","2","","","made","","jumper","386","176","4-0","19"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","10:46.0","Cleveland Cavaliers","shot","","","","","","","","","","Tyler Zeller","2","","","missed","","jumper","338","203","4-0","18"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","10:46.0","Golden State Warriors","rebound","","","","","","","","","","","","","","","","Defensive","","","4-0",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","10:29.0","Golden State Warriors","turnover","","","","","","","","","","Klay Thompson","","","lost ball","","Kyrie Irving","","","","4-0",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","10:23.0","Cleveland Cavaliers","shot","Alonzo Gee","","","","","","","","","Dion Waiters","2","","","made","","layup","243","45","4-2","1"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","10:07.0","Golden State Warriors","shot","Klay Thompson","","","","","","","","","David Lee","2","","","made","","layup","262","37","6-2","2"
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","9:58.0","Cleveland Cavaliers","turnover","","","","","","","","","","Dion Waiters","","","lost ball","","Richard Jefferson","","","","6-2",""
"Andris Biedrins","Jarrett Jack","Richard Jefferson","David Lee","Klay Thompson","Alonzo Gee","Kyrie Irving","Tristan Thompson","Dion Waiters","Tyler Zeller","1","9:53.0","Golden State Warriors","turnover","","","","","","","","","","Klay Thompson","","","bad pass","","Tristan Thompson","","","","6-2",""
