"a1"," a2"," a3"," a4"," a5"," h1"," h2"," h3"," h4"," h5"," quarter"," time"," team"," eventtype"," assist"," awayjumpball"," block"," entered"," homejumpball"," left"," numfreeshot"," opponent"," outof"," player"," points"," possession"," reason"," result"," steal"," type"," x"," y"," score"," shotdistance"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","12:00.0","","jumpball","","Derrick Favors","","","Tyson Chandler","","","","","","","","","","","","","","",""
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","11:40.0","Utah Jazz","shot","Derrick Favors","","","","","","","","","Mo Williams","3","","","made","","jumper ","308","297","3-0","25"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","11:21.0","New York Knicks","shot","","","","","","","","","","Raymond Felton","3","","","missed","","jumper ","163","278","3-0","24"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","11:20.0","Utah Jazz","rebound","","","","","","","","","","Al Jefferson","","","","","","Defensive","","","3-0",""
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","11:09.0","Utah Jazz","shot","Mo Williams","","","","","","","","","Al Jefferson","2","","","made","","shot","259","103","5-0","5"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","10:50.0","New York Knicks","shot","Kurt Thomas","","","","","","","","","Raymond Felton","2","","","made","","jumper","366","209","5-2","20"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","10:25.0","Utah Jazz","shot","","","","","","","","","","Al Jefferson","2","","","missed","","jumper","133","214","5-2","20"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","10:24.0","New York Knicks","rebound","","","","","","","","","","Iman Shumpert","","","","","","Defensive","","","5-2",""
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","10:12.0","New York Knicks","shot","Raymond Felton","","","","","","","","","Kurt Thomas","2","","","made","","jumper","379","198","5-4","20"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","9:56.0","Utah Jazz","shot","Mo Williams","","","","","","","","","DeMarre Carroll","3","","","made","","jumper ","16","80","8-4","24"
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","9:39.0","New York Knicks","foul","","","","","","","","Iman Shumpert","","Randy Foye","","","","","","Personal","","","8-4",""
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","9:36.0","New York Knicks","turnover","","","","","","","","","","Tyson Chandler","","","bad pass","","","","","","8-4",""
"DeMarre Carroll","Derrick Favors","Randy Foye","Al Jefferson","Mo Williams","Tyson Chandler","Raymond Felton","Iman Shumpert","Kurt Thomas","James White","1","9:21.0","Utah Jazz","shot","Mo Williams","","","","","","","","","Randy Foye","3","","","made","","jumper ","131","285","11-4","26"
